title,author,genre_1,genre_2,brank,rate,count
월든,헨리 데이비드 소로,"소설, 소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, 세계문학전집, 펭귄 클래식, ",884,9.78,51
카탈로니아 찬가,조지 오웰,"소설, 소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",885,9.88,49
꿈꾸는 책들의 도시,발터 뫼르스,"소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, ",886,9.64,38
날개,이상,"소설, 소설, ","한국소설, 고전소설/문학선, 고전소설/문학선, 한국고전소설/문학선, ",887,9.38,4
에드워드 툴레인의 신기한 여행,케이트 디카밀로,"소설, 소설, ","영미소설, 판타지소설, 장르소설, 판타지소설, ",888,9.4,110
닫힌 방 악마와 선한 신,장 폴 사르트르,"소설, 소설, 소설, ","프랑스소설, 고전소설/문학선, 고전소설/문학선, 프랑스고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",889,9.4,36
도련님,나쓰메 소세키,"소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, ",848,9.38,9
노르웨이의 숲,무라카미 하루키,"소설, 소설, 소설, ","일본소설, 고전소설/문학선, 고전소설/문학선, 일본고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",891,9.52,95
타나토노트 2,베르나르 베르베르,"소설, 소설, 소설, 소설, ","프랑스소설, 미스터리/스릴러소설, 프랑스소설, SF/과학소설, 장르소설, SF/과학소설, 장르소설, 미스터리/스릴러소설, ",892,9.54,56
개미 2,베르나르 베르베르,"소설, ","프랑스소설, 프랑스소설일반, ",893,9.73,36
개미 4,베르나르 베르베르,"소설, ","프랑스소설, 프랑스소설일반, ",894,9.17,23
수레바퀴 아래서,헤르만 헤세,"소설, 소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",237,9.57,215
레미제라블 세트,빅토르 위고,"소설, 소설, 소설, ","프랑스소설, 고전소설/문학선, 고전소설/문학선, 프랑스고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",896,9.69,57
토지 11(3부 3권),박경리,"소설, ","한국소설, 한국소설일반, ",897,10.0,33
고령화 가족,천명관,"소설, ","한국소설, 한국소설일반, ",898,8.71,83
알레프,호르헤 루이스 보르헤스,"소설, 소설, 소설, ","기타나라소설, 중남미소설, 고전소설/문학선, 고전소설/문학선일반, 세계문학전집, 민음사 세계문학전집, ",899,9.88,24
뱀에게 피어싱,가네하라 히토미,"소설, ","일본소설, 일본소설일반, ",900,8.27,44
포르투갈의 높은 산,얀 마텔,"소설, ","영미소설, 영미소설일반, ",801,9.61,42
백치 1,표도르 도스토옙스키,"소설, 소설, 소설, ","러시아소설, 고전소설/문학선, 고전소설/문학선, 러시아고전소설/문학선, 세계문학전집, 문학동네 세계문학전집, ",802,10.0,63
네 번의 노크,케이시,"소설, 소설, ","한국소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",803,9.5,46
해리 포터와 비밀의 방(미나리마 에디션),J. K. 롤링,"소설, 소설, ","영미소설, 판타지소설, 장르소설, 판타지소설, ",804,9.98,58
브로콜리 펀치,이유리,"소설, ","한국소설, 한국소설일반, ",805,9.78,54
소송(문학동네 세계문학전집 200번 출간 기념 리커버 특별판),프란츠 카프카,"소설, 소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, 세계문학전집, 문학동네 세계문학전집, ",806,9.85,48
폭풍의 시간,넬레 노이하우스,"소설, 소설, ","독일소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",807,9.47,60
만년,다자이 오사무,"소설, 소설, 소설, ","일본소설, 고전소설/문학선, 고전소설/문학선, 일본고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",808,9.66,48
양을 쫓는 모험(상),무라카미 하루키,"소설, ","일본소설, 일본소설일반, ",809,9.5,4
소설 보다: 여름 2021,서이제 외,"소설, ","한국소설, 한국소설일반, ",810,9.66,53
죄의 궤적 1,오쿠다 히데오,"소설, ","일본소설, 일본소설일반, ",811,9.29,42
죄의 궤적 2,오쿠다 히데오,"소설, ","일본소설, 일본소설일반, ",812,9.8,28
아르테미스(스폐셜 에디션),앤디 위어,"소설, 소설, ","영미소설, SF/과학소설, 장르소설, SF/과학소설, ",813,9.91,16
문어,김동식,"소설, ","한국소설, 한국소설일반, ",814,9.82,16
밸런스 게임,김동식,"소설, ","한국소설, 한국소설일반, ",815,9.44,11
스노볼 드라이브,조예은,"소설, 소설, ","한국소설, SF/과학소설, 장르소설, SF/과학소설, ",816,9.77,57
꼭두각시 살인사건,다니엘 콜,"소설, 소설, ","영미소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",817,9.37,76
살인마에게 바치는 청소지침서,쿤룬,"소설, 소설, ","기타나라소설, 기타나라소설, 장르소설, 미스터리/스릴러소설, ",818,9.73,20
삼국지 1,나관중,"소설, 소설, 소설, 소설, ","중국소설, 고전소설/문학선, 중국소설, 역사소설, 고전소설/문학선, 중국고전소설/문학선, 장르소설, 역사소설, ",819,10.0,5
너의 별에 닻을 내리면 1,현민예,"소설, 소설, ","한국소설, 로맨스소설, 장르소설, 로맨스소설, ",821,9.76,22
사랑이 한 일,이승우,"소설, ","한국소설, 한국소설일반, ",822,9.56,25
얼마나 닮았는가,김보영,"소설, 소설, ","한국소설, SF/과학소설, 장르소설, SF/과학소설, ",823,9.88,24
애린 왕자,앙투안 드 생텍쥐페리,"소설, 소설, 인문, ","프랑스소설, 고전소설/문학선, 고전소설/문학선, 프랑스고전소설/문학선, 언어학, 국어학, ",824,9.74,65
복자에게,김금희,"소설, ","한국소설, 한국소설일반, ",825,9.62,121
봄눈,미시마 유키오,"소설, ","일본소설, 일본소설일반, ",826,9.65,42
누가 봐도 연애소설,이기호,"소설, 소설, ","한국소설, 로맨스소설, 장르소설, 로맨스소설, ",827,9.45,40
당신의 4분 33초,이서수,"소설, ","한국소설, 한국소설일반, ",828,9.84,10
기억 2,베르나르 베르베르,"소설, 소설, 소설, 소설, ","프랑스소설, SF/과학소설, 프랑스소설, 판타지소설, 장르소설, SF/과학소설, 장르소설, 판타지소설, ",829,9.55,265
너의 이름은.,신카이 마코토,"소설, 소설, 소설, 소설, ","일본소설, 라이트노벨, 일본소설, 드라마/영화소설, 라이트노벨, 일본라이트노벨, 장르소설, 드라마/영화소설, ",830,10.0,24
동물농장,조지 오웰,"소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, ",831,9.7,46
두 도시 이야기,찰스 디킨스,"소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, ",832,9.68,29
요리코를 위해,노리즈키 린타로,"소설, 소설, ","일본소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",833,9.2,206
해리포터 시리즈 5~7탄 세트(해리포터 20주년 개정판),J. K. 롤링,"소설, 소설, 소설, 소설, ","영미소설, 판타지소설, 영미소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 드라마/영화소설, ",834,9.43,134
해리포터 죽음의 성물 3(해리포터 20주년 개정판),J. K. 롤링,"소설, 소설, 소설, 소설, ","영미소설, 판타지소설, 영미소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 드라마/영화소설, ",835,9.95,61
해리포터 죽음의 성물 2(해리포터 20주년 개정판),J. K. 롤링,"소설, 소설, 소설, 소설, ","영미소설, 판타지소설, 영미소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 드라마/영화소설, ",836,9.98,74
해리포터 죽음의 성물 1(해리포터 20주년 개정판),J. K. 롤링,"소설, 소설, 소설, 소설, ","영미소설, 판타지소설, 영미소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 드라마/영화소설, ",837,9.96,71
잠옷을 입으렴,이도우,"소설, ","한국소설, 한국소설일반, ",838,9.59,68
유성의 인연 1,히가시노 게이고,"소설, 소설, ","일본소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",839,9.81,112
목소리를 드릴게요,정세랑,"소설, ","한국소설, 한국소설일반, ",840,9.7,170
해리 포터와 불사조기사단 4(해리포터 20주년 개정판),J. K. 롤링,"소설, 소설, 소설, 소설, ","영미소설, 판타지소설, 영미소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 드라마/영화소설, ",841,9.97,54
카라마조프 가의 형제들(합본 특별판),표도르 도스토예프스키,"소설, 소설, ","러시아소설, 고전소설/문학선, 고전소설/문학선, 러시아고전소설/문학선, ",842,9.79,45
그림형제 동화전집(완역본),그림 형제,"소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, ",843,9.44,95
엘리너 올리펀트는 완전 괜찮아,게일 허니먼,"소설, ","영미소설, 영미소설일반, ",844,9.76,90
나 혼자만 레벨업 1,추공,"소설, 소설, ","한국소설, 판타지소설, 장르소설, 판타지소설, ",845,9.58,69
나 혼자만 레벨업 5,추공,"소설, 소설, ","한국소설, 판타지소설, 장르소설, 판타지소설, ",846,9.77,46
창가의 토토,구로야나기 테츠코,"소설, ","일본소설, 일본소설일반, ",847,9.72,43
노생거 사원,제인 오스틴,"소설, 소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",849,9.5,34
레몬,권여선,"소설, 소설, ","한국소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",850,9.5,137
블루&그린,버지니아 울프,"소설, ","영미소설, 영미소설일반, ",751,9.91,28
"필사의 힘: 생텍쥐페리처럼, 어린 왕자 따라쓰기",앙투안 생텍쥐페리,"소설, 소설, ","프랑스소설, 고전소설/문학선, 고전소설/문학선, 프랑스고전소설/문학선, ",752,10.0,1
변변찮은 마술강사와 금기교전 20,히츠지 타로,"소설, 소설, ","일본소설, 라이트노벨, 라이트노벨, 일본라이트노벨, ",753,10.0,12
퍼핏 쇼,M. W. 크레이븐,"소설, 소설, ","영미소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",754,9.86,25
실버 트리 세트,윤소리,"소설, 소설, ","한국소설, 로맨스소설, 장르소설, 로맨스소설, ",755,10.0,9
실버 트리 1,윤소리,"소설, 소설, 소설, 소설, ","한국소설, 로맨스소설, 한국소설, 판타지소설, 장르소설, 판타지소설, 장르소설, 로맨스소설, ",756,10.0,3
지니 너 없는 동안,이은정,"소설, ","한국소설, 한국소설일반, ",757,10.0,13
어서 오세요 실력지상주의 교실에: 2학년 편 8,키누가사 쇼고,"소설, 소설, ","일본소설, 라이트노벨, 라이트노벨, 일본라이트노벨, ",758,10.0,43
미래과거시제,배명훈,"소설, 소설, ","한국소설, SF/과학소설, 장르소설, SF/과학소설, ",759,9.84,28
광개토태왕 담덕 5: 영락태왕,엄광용,"소설, 소설, ","한국소설, 역사/대하소설, 장르소설, 역사소설, ",760,10.0,8
"궤도의 밖에서, 나의 룸메이트에게",전삼혜,"소설, ","한국소설, 한국소설일반, ",761,10.0,1
사랑의 꿈,손보미,"소설, ","한국소설, 한국소설일반, ",762,9.48,21
친애하는 숙녀 신사 여러분,유즈키 아사코,"소설, ","일본소설, 일본소설일반, ",765,9.64,12
굿바이 선언,미즈키 미도리,"소설, 소설, ","일본소설, 라이트노벨, 라이트노벨, 일본라이트노벨, ",766,9.83,20
굿 걸 배드 걸,마이클 로보텀,"소설, 소설, ","영미소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",767,9.77,30
별의 시간,클라리스 리스펙토르,"소설, ","기타나라소설, 중남미소설, ",768,9.68,192
십이국기 9: 백은의 언덕 검은 달 2,오노 후유미,"소설, 소설, ","일본소설, 판타지소설, 장르소설, 판타지소설, ",769,9.75,34
십이국기 9: 백은의 언덕 검은 달 3,오노 후유미,"소설, 소설, ","일본소설, 판타지소설, 장르소설, 판타지소설, ",770,9.89,36
86 에이티식스 7,아사토 아사토,"소설, 소설, ","일본소설, 라이트노벨, 라이트노벨, 일본라이트노벨, ",771,10.0,43
천년의 금서,김진명,"소설, ","한국소설, 한국소설일반, ",772,10.0,5
더블,정해연,"소설, 소설, 소설, 소설, ","한국소설, 미스터리/스릴러소설, 한국소설, 드라마/영화소설, 장르소설, 미스터리/스릴러소설, 장르소설, 드라마/영화소설, ",773,9.44,7
86 에이티식스 6,아사토 아사토,"소설, 소설, ","일본소설, 라이트노벨, 라이트노벨, 일본라이트노벨, ",774,10.0,41
묵향 37: 사막의 이변,전동조,"소설, 소설, ","한국소설, 판타지소설, 장르소설, 판타지소설, ",775,9.0,5
재벌집 막내아들 3,산경,"소설, 소설, 소설, 소설, 소설, 소설, ","한국소설, 판타지소설, 한국소설, 웹소설, 한국소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 웹소설, 장르소설, 드라마/영화소설, ",776,9.84,49
재벌집 막내아들 1,산경,"소설, 소설, 소설, 소설, 소설, 소설, ","한국소설, 판타지소설, 한국소설, 웹소설, 한국소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 웹소설, 장르소설, 드라마/영화소설, ",777,10.0,82
폭풍의 언덕,에밀리 브론테,"소설, 소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",219,9.39,158
나주에 대하여,김화진,"소설, ","한국소설, 한국소설일반, ",779,9.61,31
언러키 스타트업,정지음,"소설, ","한국소설, 한국소설일반, ",780,10.0,17
카미노 아일랜드,존 그리샴,"소설, 소설, ","영미소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",781,9.0,21
오버로드 15: 하프엘프 신인(상),마루야마 쿠가네,"소설, 소설, ","일본소설, 라이트노벨, 라이트노벨, 일본라이트노벨, ",782,9.64,40
아웃랜더 2,다이애나 개벌돈,"소설, ","영미소설, 영미소설일반, ",783,10.0,4
흑뢰성,요네자와 호노부,"소설, 소설, ","일본소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",784,9.76,95
가장 아름다운 기억을 너에게 보낼게,하세가와 카오리,"소설, ","일본소설, 일본소설일반, ",785,9.8,41
재수사 2,장강명,"소설, ","한국소설, 한국소설일반, ",786,9.73,63
영원한 우정으로 1,넬레 노이하우스,"소설, 소설, ","독일소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",787,9.82,42
젊은 베르테르의 슬픔(초판본),요한 볼프강 폰 괴테,"소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, ",788,9.82,16
레슨 인 케미스트리 1,보니 가머스,"소설, ","영미소설, 영미소설일반, ",789,9.7,189
레슨 인 케미스트리 2,보니 가머스,"소설, ","영미소설, 영미소설일반, ",790,9.96,43
이솝 우화(미니북),이솝,"소설, 소설, ","그외유럽소설, 그외유럽소설, 고전소설/문학선, 고전소설/문학선일반, ",791,10.0,2
달려라 메로스,다자이 오사무,"소설, 소설, ","일본소설, 고전소설/문학선, 고전소설/문학선, 일본고전소설/문학선, ",792,10.0,48
행성 2,베르나르 베르베르,"소설, 소설, ","프랑스소설, SF/과학소설, 장르소설, SF/과학소설, ",794,9.55,127
룬의 아이들 블러디드 5,전민희,"소설, 소설, ","한국소설, 판타지소설, 장르소설, 판타지소설, ",795,9.41,51
책들의 부엌 (인사이드 에디션),김지혜,"소설, 소설, ","한국소설, 판타지소설, 장르소설, 판타지소설, ",796,9.52,261
좀비즈 어웨이,배예람,"소설, ","한국소설, 한국소설일반, ",797,9.55,19
여행하는 소설,장류진 외,"소설, ","한국소설, 한국소설일반, ",798,9.57,13
엔드게임 살인사건,다니엘 콜,"소설, 소설, ","영미소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",799,9.81,22
백의 그림자,황정은,"소설, ","한국소설, 한국소설일반, ",800,9.86,39
체호프 희곡선,안톤 파블로비치 체호프,"소설, 소설, 소설, ","러시아소설, 고전소설/문학선, 고전소설/문학선, 러시아고전소설/문학선, 세계문학전집, 을유 세계문학전집, ",701,9.66,21
정체성,밀란 쿤데라,"소설, ","프랑스소설, 프랑스소설일반, ",702,9.75,30
현의 노래,김훈,"소설, 소설, ","한국소설, 역사/대하소설, 장르소설, 역사소설, ",703,9.87,23
갈릴레오의 고뇌,히가시노 게이고,"소설, 소설, ","일본소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",704,9.5,60
1Q84 3,무라카미 하루키,"소설, ","일본소설, 일본소설일반, ",367,9.17,2
성녀의 구제,히가시노 게이고,"소설, 소설, ","일본소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",706,9.22,119
4월의 어느 맑은 아침에 100퍼센트의 여자를 만나는 것에 대하여,무라카미 하루키,"소설, ","일본소설, 일본소설일반, ",707,8.81,43
아우라,카를로스 푸엔테스,"소설, 소설, 소설, ","기타나라소설, 중남미소설, 고전소설/문학선, 고전소설/문학선일반, 세계문학전집, 민음사 세계문학전집, ",708,9.68,28
톰 소여의 모험,마크 트웨인,"소설, 소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",709,9.6,53
카라마조프가의 형제들 2,표도르 도스토옙스키,"소설, 소설, 소설, ","러시아소설, 고전소설/문학선, 고전소설/문학선, 러시아고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",710,9.41,19
보이지 않는 도시들,이탈로 칼비노,"소설, 소설, 소설, ","그외유럽소설, 이탈리아소설, 고전소설/문학선, 고전소설/문학선일반, 세계문학전집, 민음사 세계문학전집, ",711,9.45,53
검찰관,니꼴라이 고골,"소설, 소설, 소설, ","러시아소설, 고전소설/문학선, 고전소설/문학선, 러시아고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",712,9.75,12
빨치산의 딸 1,정지아,"소설, ","한국소설, 한국소설일반, ",713,9.5,23
크눌프,헤르만 헤세,"소설, 소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",714,9.46,112
백년의 고독 1,가브리엘 가르시아 마르케스,"소설, 소설, 소설, ","기타나라소설, 중남미소설, 고전소설/문학선, 고전소설/문학선일반, 세계문학전집, 민음사 세계문학전집, ",715,9.6,132
나의 미카엘,아모스 오즈,"소설, 소설, 소설, ","기타나라소설, 기타나라소설, 고전소설/문학선, 고전소설/문학선일반, 세계문학전집, 민음사 세계문학전집, ",716,9.7,26
호밀밭의 파수꾼,J. D. 샐린저,"소설, 소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, 세계문학전집, 문예 세계문학선, ",717,8.91,228
생의 한가운데,루이제 린저,"소설, 소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, 세계문학전집, 문예 세계문학선, ",718,9.48,67
딱 1인분만 할게요,이서기,"소설, ","한국소설, 한국소설일반, ",719,10.0,11
삼국평화고등학교 테러 사건,서귤,"소설, 소설, ","한국소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",722,10.0,1
꽃길 상점가의 기적,쇼지 유키야,"소설, ","일본소설, 일본소설일반, ",726,10.0,5
토끼 귀 살인사건,안티 투오마이넨,"소설, ","북유럽소설, 북유럽소설일반, ",727,10.0,4
극동의 여자 친구들,박솔뫼,"소설, ","한국소설, 한국소설일반, ",728,10.0,1
베르타 이슬라,하비에르 마리아스,"소설, ","그외유럽소설, 스페인소설, ",729,10.0,7
디 에센셜: 한강(무선 보급판),한강,"소설, ","한국소설, 한국소설일반, ",732,10.0,2
3인의 명탐정,레오 브루스,"소설, 소설, ","영미소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",733,10.0,6
매트릭스,로런 그로프,"소설, ","영미소설, 영미소설일반, ",734,9.17,2
늙지 않기에 힘든 우리,김시화,"소설, ","한국소설, 한국소설일반, ",736,10.0,1
초초난난,오가와 이토,"소설, 소설, ","일본소설, 로맨스소설, 장르소설, 로맨스소설, ",737,9.44,14
셰익스피어 5대 희극 세트,윌리엄 셰익스피어,"소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, ",739,10.0,1
미국을 노린 음모,필립 로스,"소설, ","영미소설, 영미소설일반, ",740,9.58,7
마녀의 여행 14,시라이시 죠우기,"소설, 소설, ","일본소설, 라이트노벨, 라이트노벨, 일본라이트노벨, ",742,10.0,9
수레바퀴 아래서(초판본)(리커버 한정판),헤르만 헤세,"소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, ",743,10.0,2
러브 알러지,박한솔,"소설, 소설, ","한국소설, 로맨스소설, 장르소설, 로맨스소설, ",744,9.48,27
별일은 없고요?,이주란,"소설, ","한국소설, 한국소설일반, ",745,9.81,12
북과 남,엘리자베스 개스켈,"소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, ",746,10.0,2
무궁화꽃이 피었습니다 1,김진명,"소설, 소설, ","한국소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",748,10.0,6
밤하늘에 별을 뿌리다,구보 미스미,"소설, ","일본소설, 일본소설일반, ",749,10.0,12
김약국의 딸들,박경리,"소설, ","한국소설, 한국소설일반, ",750,5.0,1
삼국지 세트,나관중,"소설, 소설, 소설, 소설, ","중국소설, 고전소설/문학선, 중국소설, 역사소설, 고전소설/문학선, 중국고전소설/문학선, 장르소설, 역사소설, ",651,9.45,20
이솝우화전집(그리스어 원전 완역본),이솝,"소설, 소설, 어린이(초등), 어린이(초등), ","그외유럽소설, 그외유럽소설, 고전소설/문학선, 고전소설/문학선일반, 어린이문학, 고전/전래동화/명작동화, 초등5-6학년, 어린이문학, ",652,9.65,140
더 셜리 클럽,박서련,"소설, ","한국소설, 한국소설일반, ",653,9.77,68
여름밤 열 시 반,마르그리트 뒤라스,"소설, ","프랑스소설, 프랑스소설일반, ",654,9.49,40
희망,양귀자,"소설, ","한국소설, 한국소설일반, ",655,9.67,28
유원,백온유,"소설, ","한국소설, 한국소설일반, ",656,9.61,89
대망 1: 새벽,야마오카 소하치,"소설, 소설, ","일본소설, 역사소설, 장르소설, 역사소설, ",657,10.0,19
사람의 아들,이문열,"소설, ","한국소설, 한국소설일반, ",658,9.47,22
노멀 피플,샐리 루니,"소설, 소설, 소설, ","영미소설, 영미소설일반, 영미소설, 드라마/영화소설, 장르소설, 드라마/영화소설, ",659,9.36,99
깊이에의 강요,파트리크 쥐스킨트,"소설, ","독일소설, 독일소설일반, ",660,9.59,72
GV 빌런 고태경,정대건,"소설, ","한국소설, 한국소설일반, ",661,9.56,55
좀머 씨 이야기,파트리크 쥐스킨트,"소설, ","독일소설, 독일소설일반, ",662,9.8,33
이방인(초판본)(1944년 오리지널 초판본 표지디자인),알베르 카뮈,"소설, 소설, ","프랑스소설, 고전소설/문학선, 고전소설/문학선, 프랑스고전소설/문학선, ",663,9.74,52
해리포터 죽음의 성물 4(해리포터 20주년 개정판),J. K. 롤링,"소설, 소설, 소설, 소설, ","영미소설, 판타지소설, 영미소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 드라마/영화소설, ",664,9.92,69
해리 포터와 혼혈왕자 4(해리포터 20주년 개정판),J. K. 롤링,"소설, 소설, 소설, 소설, ","영미소설, 판타지소설, 영미소설, 드라마/영화소설, 장르소설, 판타지소설, 장르소설, 드라마/영화소설, ",665,9.96,66
여름의 책,토베 얀손,"소설, ","북유럽소설, 북유럽소설일반, ",666,9.67,33
걸리버 여행기(무삭제 완역본),조나단 스위프트,"소설, 소설, 소설, 소설, ","영미소설, 고전소설/문학선, 영미소설, 판타지소설, 고전소설/문학선, 영미고전소설/문학선, 장르소설, 판타지소설, ",667,9.59,231
뜻밖의 계절,임하운,"소설, ","한국소설, 한국소설일반, ",668,9.09,14
뉴서울파크 젤리장수 대학살,조예은,"소설, 소설, ","한국소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",669,9.38,43
인간 실격(미니북)(초판본)(1948년 오리지널 초판본 표지디자인),다자이 오사무,"소설, 소설, ","일본소설, 고전소설/문학선, 고전소설/문학선, 일본고전소설/문학선, ",670,9.67,9
아침을 볼 때마다 당신을 떠올릴 거야,조수경,"소설, ","한국소설, 한국소설일반, ",671,9.83,28
싯다르타,헤르만 헤세,"소설, 소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, 세계문학전집, 문학동네 세계문학전집, ",672,9.8,54
노랑무늬영원,한강,"소설, ","한국소설, 한국소설일반, ",673,9.9,29
미스터 션샤인 2,김수연(소설 스토리컬쳐),"소설, 소설, ","한국소설, 드라마/영화소설, 장르소설, 드라마/영화소설, ",674,9.72,60
자기 앞의 생(일러스트),마누엘레 피오르,"소설, ","프랑스소설, 프랑스소설일반, ",675,9.7,115
올리버 트위스트 1,찰스 디킨스,"소설, 소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, 세계문학전집, 민음사 세계문학전집, ",676,9.54,16
스마트폰을 떨어뜨렸을 뿐인데,시가 아키라,"소설, 소설, ","일본소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",677,9.25,78
기사단장 죽이기 2: 전이하는 메타포,무라카미 하루키,"소설, ","일본소설, 일본소설일반, ",678,9.45,454
그녀가 공작저로 가야 했던 사정 3,밀차,"소설, 소설, ","한국소설, 라이트노벨, 라이트노벨, 한국라이트노벨, ",679,9.67,51
언어의 정원,신카이 마코토,"소설, 소설, ","일본소설, 라이트노벨, 라이트노벨, 일본라이트노벨, ",680,9.63,100
그녀가 공작저로 가야 했던 사정 2,밀차,"소설, 소설, ","한국소설, 라이트노벨, 라이트노벨, 한국라이트노벨, ",681,9.76,45
신록예찬,이양하,"소설, 시/에세이, ","세계문학전집, 범우문고, 나라별 에세이, 한국에세이, ",682,9.67,9
순교자,김은국,"소설, 소설, 소설, ","영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, 세계문학전집, 문학동네 세계문학전집, ",683,9.2,54
킨,옥타비아 버틀러,"소설, ","영미소설, 영미소설일반, ",684,9.51,47
홀(The Hole),편혜영,"소설, ","한국소설, 한국소설일반, ",685,8.9,76
보건교사 안은영,정세랑,"소설, 소설, 소설, ","한국소설, 한국소설일반, 한국소설, 드라마/영화소설, 장르소설, 드라마/영화소설, ",686,9.56,427
파우스트,요한 볼프강 폰 괴테,"소설, 소설, 소설, ","독일소설, 고전소설/문학선, 고전소설/문학선, 독일고전소설/문학선, 세계문학전집, 을유 세계문학전집, ",687,9.94,56
광장/구운몽,최인훈,"소설, 소설, ","한국소설, 고전소설/문학선, 고전소설/문학선, 한국고전소설/문학선, ",688,9.51,107
무의미의 축제,밀란 쿤데라,"소설, 소설, ","그외유럽소설, 그외유럽소설, 고전소설/문학선, 고전소설/문학선일반, ",689,9.29,87
한여름의 방정식,히가시노 게이고,"소설, 소설, ","일본소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",690,9.39,137
다빈치 코드 2,댄 브라운,"소설, 소설, ","영미소설, 미스터리/스릴러소설, 장르소설, 미스터리/스릴러소설, ",691,9.69,23
개미 3,베르나르 베르베르,"소설, ","프랑스소설, 프랑스소설일반, ",692,9.48,30
파피용,베르나르 베르베르,"소설, 소설, ","프랑스소설, SF/과학소설, 장르소설, SF/과학소설, ",693,9.29,152
양반전 허생전 외,박지원,"소설, 소설, ","한국소설, 고전소설/문학선, 고전소설/문학선, 한국고전소설/문학선, ",694,9.54,21
