,title,author,genre_1,genre_2,brank,rate,count,isbn
353,우울과 수치심의 수용전념치료,매튜 맥케이 외,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",695,10.0,8.0,
354,의식 지도 해설,데이비드 호킨스,"인문, 인문, 종교, ","심리학, 교양심리, 심리학, 심리이론, 종교일반, 종교철학, ",696,10.0,6.0,9791170522256.0
355,내향인을 위한 심리학 수업,최재훈,"인문, ","심리학, 교양심리, ",697,9.58,7.0,9791192519234.0
356,어떤 고독은 외롭지 않다: 우리가 사랑한 작가들의 낭만적 은둔의 기술,헨리 데이비드 소로 외,"인문, 소설, 소설, 시/에세이, ","문학이론, 문인/작가론, 기타나라소설, 여러나라소설, 고전소설/문학선, 고전소설/문학선일반, 인물/자전적에세이, 문인/작가, ",698,8.48,18.0,9791168340664.0
357,이 진리가 당신에게 닿기를,돈 미겔 루이스 외,"인문, ","철학, 교양철학, ",699,9.36,86.0,9791190977906.0
358,지그문트 프로이트 정신분석 입문,지그문트 프로이트,"인문, ","심리학, 심리학자, ",700,10.0,1.0,
359,느린 학습자 인지훈련 프로그램 1,박현숙,"인문, 인문, 대학교재, ","특수교육, 학습지도방법, 대학교재, 교육학, 인문, 교육학, ",601,8.38,9.0,9788999722394.0
360,매일 읽겠습니다(에세이 에디션),황보름,"인문, ","독서/글쓰기, 독서, ",602,9.5,13.0,9791189385187.0
361,사피엔스 그래픽 히스토리 1: 인류의 탄생,유발 하라리 외,"인문, 만화, ","인문학일반, 인문교양, 그래픽노블, 그래픽노블일반, ",603,9.82,108.0,9788934991328.0
362,인지행동 놀이치료 워크북,Lisa Weed Phifer 외,"인문, 인문, 인문, 인문, 대학교재, 대학교재, ","심리학, 심리치료, 특수교육, 놀이치료, 대학교재, 교육학, 대학교재, 심리학, 인문, 교육학, 인문, 심리학, ",604,9.55,12.0,9788999722288.0
363,마음챙김 워크북,Jon Hershfield 외,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",605,10.0,1.0,9788999722219.0
364,걸어 다니는 어원 사전,마크 포사이스,"인문, 인문, 외국어, ","언어학, 언어학일반, 언어학, 각국언어학, 영어일반, 영어학이론, ",606,9.58,190.0,9791155813102.0
365,"양명학, 돌봄과 공생의 길",김세정,"인문, ","철학, 한국철학, ",607,0.0,,9791165030513.0
366,아이들을 살리는 수학수업,문태선,"인문, 인문, ","교육학, 교과교육과정, 교육학, 초/중/고등교육, ",608,2.5,1.0,9791155171691.0
367,딸은 엄마의 감정을 먹고 자란다(나비꽃 에디션),박우란,"인문, ","심리학, 교양심리, ",609,9.44,114.0,9791196997564.0
368,니체의 삶,수 프리도,"인문, 시/에세이, 인문, ","철학, 서양철학자, 인물/자전적에세이, 철학가/사상가, 철학, 서양철학일반, ",610,9.79,69.0,9791135484223.0
369,초예측 부의 미래,마루야마 순이치 외,"인문, ","인문학일반, 인문교양, ",611,8.79,122.0,9788901241814.0
370,전환교육의 이해와 실행,김형일,"인문, 인문, 대학교재, ","특수교육, 학습지도방법, 대학교재, 교육학, 인문, 교육학, ",612,0.0,,9788925414584.0
371,오늘 아침은 우울하지 않았습니다,힐러리 제이콥스 헨델,"인문, ","심리학, 심리치료, ",613,9.61,22.0,
372,뇌는 달리고 싶다,안데르스 한센,"인문, 과학, ","인문학일반, 인문교양, 교양과학, 뇌과학, ",614,9.82,8.0,9791190467001.0
373,우리가 간신히 희망할 수 있는 것,김영민,"인문, ","철학, 동양고전, ",615,9.6,81.0,9791162730652.0
374,군주론(초판본)(오리지널 초판본 표지디자인),니콜로 마키아벨리,"인문, ","철학, 서양철학자, ",616,9.85,95.0,9791164451319.0
375,군주론(초판본)(오리지널 초판본 표지디자인),니콜로 마키아벨리,"인문, ","철학, 서양철학자, ",616,9.85,95.0,9791164453085.0
376,ADHD의 인지행동치료,Susan Young 외,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",617,10.0,12.0,9791162261804.0
377,난처한 미술 이야기 5,양정무,"인문, 예술/대중문화, ","인문교양총서, 인문교양총서일반, 미술, 교양미술, ",618,9.59,170.0,9791162730249.0
378,군주론(미니북),니콜로 마키아벨리,"인문, ","철학, 서양철학자, ",619,9.92,37.0,9791189660093.0
379,사고의 본질,더글러스 호프스태터 외,"인문, ","인문학일반, 인문교양, ",620,9.96,44.0,9788950955670.0
380,아픔이 길이 되려면,김승섭,"인문, 정치/사회, ","인문학일반, 인문교양, 사회학, 사회학일반, ",621,9.76,252.0,9788962621952.0
381,도덕적 인간과 비도덕적 사회,라인홀드 니버,"인문, ","철학, 주제별철학, ",622,9.39,106.0,9788931000023.0
382,에니어그램의 지혜,돈 리처드 리소 외,"인문, ","심리학, 감정/학습심리, ",623,9.71,54.0,9788956992129.0
383,실용한자,신현규,"인문, ","언어학, 한문학, ",624,8.75,2.0,9791155166376.0
384,명리: 운명을 조율하다(심화편),강헌,"인문, ","역학/사주, 사주학, ",625,9.38,60.0,9788971997901.0
385,질적연구방법론 1: Bricoleur,김영천,"인문, 인문, 대학교재, ","교육학, 교육방법, 대학교재, 교육학, 인문, 교육학, ",626,9.76,18.0,9788997544899.0
386,표현의 기술,정훈이,"인문, ","독서/글쓰기, 글쓰기, ",627,9.42,173.0,9788965133759.0
387,우파니샤드,정창영,"인문, ","철학, 동양철학일반, ",628,9.53,40.0,9791195682102.0
388,심리학으로 읽는 그리스 신화,김상준,"인문, 역사/문화, ","심리학, 교양심리, 신화, 그리스로마신화, ",629,9.01,78.0,9791195433643.0
389,소모되는 남자,로이 F. 바우마이스터,"인문, 정치/사회, ","심리학, 교양심리, 사회학, 여성학/남성학, ",630,9.57,16.0,9788984457263.0
390,독서교육론,이순영 외,"인문, 인문, 대학교재, ","독서/글쓰기, 독서, 대학교재, 문헌정보학, 인문, 문헌정보학, ",631,9.73,37.0,9791185617558.0
391,책 쓰자면 맞춤법,박태하,"인문, ","독서/글쓰기, 글쓰기, ",632,9.49,81.0,9791195346387.0
392,강박증 인지행동치료,권준수 외,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",633,8.8,14.0,9788999706882.0
393,동사의 맛,김정선,"인문, ","언어학, 국어학, ",634,9.55,81.0,9791185152196.0
394,게슈탈트 심리치료,김정규,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",635,9.67,9.0,9788999706295.0
395,투명사회,한병철,"인문, 정치/사회, ","철학, 교양철학, 사회학, 사회학일반, ",636,9.26,32.0,9788932026114.0
396,세종 한글로 세상을 바꾸다,김슬옹,"인문, ","언어학, 국어학, ",637,9.46,13.0,9788936458331.0
397,ABA 프로그램,Ron Leaf 외,"인문, 인문, 대학교재, ","특수교육, 자폐아, 대학교재, 교육학, 인문, 교육학, ",638,8.88,12.0,9788999701115.0
398,철학자의 설득법,안광복,"인문, ","철학, 교양철학, ",639,10.0,4.0,9788997379071.0
399,하버드 글쓰기 강의,바버라 베이그,"인문, ","독서/글쓰기, 글쓰기, ",640,9.61,38.0,9788993905625.0
400,사람 중심 상담,칼 로저스,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",641,9.81,14.0,9788958915348.0
401,나는 왜 기독교인이 아닌가,버트런드 러셀,"인문, ","철학, 서양철학자, ",642,9.3,46.0,9788956025889.0
402,"몰입, FLOW",미하이 칙센트미하이,"인문, ","심리학, 교양심리, ",643,9.38,132.0,9788958270096.0
403,행복의 정복,버트런드 러셀,"인문, ","철학, 철학에세이, ",644,9.14,89.0,9788956025513.0
404,한자자격시험 국가공인 6급,김명란 외,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",645,9.42,29.0,
405,차이와 반복,질 들뢰즈,"인문, 인문, 대학교재, ","철학, 서양철학자, 대학교재, 철학, 인문, 철학, ",646,9.62,39.0,9788937416132.0
406,특수학급 경영 Workbook 따라하기,김미연 외,"인문, 인문, 대학교재, ","특수교육, 학습지도방법, 대학교재, 교육학, 인문, 교육학, ",647,0.0,,9788925417882.0
407,계획된 우연,화탁지,"인문, ","역학/사주, 사주학, ",648,0.0,,9791185264691.0
408,하루하루 감정 정화 연습,김안숙,"인문, ","심리학, 감정/학습심리, ",649,0.0,,9791198022462.0
409,텀블러로 지구를 구한다는 농담,알렉산더 폰 쇤부르크,"인문, 기술/공학, ","인문학일반, 인문교양, 환경/소방/도시/조경, 환경, ",650,9.29,7.0,9791155402177.0
410,그림책 활동 100,그림책사랑교사모임,"인문, ","독서/글쓰기, 독서, ",551,10.0,3.0,9788969151377.0
411,데이비드 호킨스의 365일 명상,데이비드 호킨스,"인문, 종교, ","심리학, 교양심리, 종교일반, 종교철학, ",552,10.0,4.0,9791170522393.0
412,웹소설의 모든 것,설봉 외,"인문, ","독서/글쓰기, 글쓰기, ",553,10.0,10.0,9791168473409.0
413,도덕경,노자,"인문, ","철학, 중국철학자, ",330,9.35,108.0,9791187142676.0
414,도덕경,노자,"인문, ","철학, 중국철학자, ",330,9.35,108.0,9791168101241.0
415,2023 쉽게 알고 배우는 이지 상공회의소 한자 2급,한자문제연구소 외,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",555,10.0,7.0,9791138333085.0
416,코끼리도 장례식장에 간다,케이틀린 오코넬,"인문, ","인문학일반, 인문교양, ",556,9.83,42.0,9791139709827.0
417,2023 설민석 한국사능력검정시험 개념완성 심화(1·2·3 급),설민석,"인문, ","언어학, 한국어/한국사/한자능력시험, ",557,10.0,2.0,9791191496956.0
418,2023 전한길 한능검 기출 개념 한 컷,전한길,"인문, 취업/수험서, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 공무원 과목별, 공무원 한국사, 공무원 직군별, 행정직, ",558,10.0,5.0,9791191454208.0
419,"채용 대전환, 학벌 없는 시대가 온다",손주은 외,"인문, ","교육학, 교육행정/교육경영, ",559,9.29,14.0,9791167550842.0
420,죽음이 물었다,아나 아란치스,"인문, ","철학, 교양철학, ",560,9.67,18.0,9788933871966.0
421,만화로 보는 소피의 세계 1,요슈타인 가아더,"인문, 인문, 청소년, ","철학, 교양철학, 철학, 청소년철학, 청소년 철학/심리, ",561,9.89,38.0,
422,인지행동놀이치료 워크북 125가지 활동,Lisa Weed Phifer 외,"인문, 인문, 대학교재, ","특수교육, 놀이치료, 대학교재, 교육학, 인문, 교육학, ",562,10.0,5.0,9788999727856.0
423,성장할 수 있는 용기,조벽 외,"인문, ","인문학일반, 인문교양, ",563,9.83,22.0,9791167140531.0
424,철학툰,김필영,"인문, 인문, 청소년, ","철학, 교양철학, 철학, 청소년철학, 청소년 철학/심리, ",564,9.76,18.0,9791190238847.0
425,나를 향해 걷는 열 걸음,최진석,"인문, 자기계발, ","인문학일반, 인문교양, 성공/처세, 삶의지혜/조언, ",565,9.7,85.0,9791170401254.0
426,눈물 한 방울,이어령,"인문, 시/에세이, 시/에세이, ","인문학일반, 인문교양, 테마에세이, 일기/편지, 나라별 에세이, 한국에세이, ",566,9.79,139.0,9788934961574.0
427,공감에도 연습이 필요합니다,권수영,"인문, ","인문학일반, 인문교양, ",567,9.58,32.0,9788946422155.0
428,어문회 한자능력검정시험 6급 한 권으로 끝내기,박원길 외,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",568,9.77,11.0,9791138323444.0
429,3분 철학 3: 서양 현대 철학편,김재훈 외,"인문, ","철학, 서양철학일반, ",569,9.74,33.0,9791168270343.0
430,오십에 읽는 장자,김범준,"인문, ","철학, 중국철학자, ",570,9.73,41.0,9791192300092.0
431,겸손한 공감,김병수,"인문, ","심리학, 교양심리, ",572,9.8,18.0,9791165219086.0
432,시점의 힘,샌드라 거스,"인문, 인문, ","독서/글쓰기, 글쓰기, 독서/글쓰기, 글쓰기, ",573,9.59,46.0,9791155814598.0
433,당신이 알던 MBTI는 진짜 MBTI가 아니다,고영재,"인문, ","심리학, 감정/학습심리, ",574,9.83,26.0,9791188929023.0
434,2022 한자능력검정시험 기출예상문제집 6급,한국어문교육연구회,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",575,10.0,17.0,9791191238396.0
435,우리말 어휘력 사전,박영수,"인문, ","언어학, 국어학, ",576,9.85,22.0,9791167700247.0
436,지극히 사적인 네팔,수잔 샤키야 외,"인문, ","인문학일반, 인문교양, ",577,9.92,39.0,9791188949380.0
437,모든 사람에게 사랑받을 필요는 없다,이평,"인문, ","인문학일반, 인문교양, ",578,9.23,54.0,9791191043679.0
438,1일 1페이지 짧고 깊은 지식수업 365: 교양 편,김옥림,"인문, ","인문학일반, 인문교양, ",579,10.0,11.0,9791192073057.0
439,나는 왜 집중하지 못하는가,반건호,"인문, ","심리학, 심리치료, ",580,9.66,21.0,9791191462098.0
440,교육사회학,김신일 외,"인문, 인문, 대학교재, ","교육학, 교육학이론, 대학교재, 교육학, 인문, 교육학, ",581,10.0,5.0,9788925416731.0
441,제감도설,장거정,"인문, ","인문교양총서, 인문교양총서일반, ",582,9.75,62.0,
442,전념,피트 데이비스,"인문, ","인문학일반, 인문교양, ",583,9.22,66.0,9791197549335.0
443,스토아적 삶의 권유,마르코스 바스케스,"인문, ","철학, 교양철학, ",584,10.0,25.0,9791190872195.0
444,중독에 빠진 뇌 과학자,주디스 그리셀,"인문, ","심리학, 교양심리, ",586,9.34,36.0,9791156759324.0
445,우리는 글쓰기를 너무 심각하게 생각하지,정지우,"인문, ","독서/글쓰기, 글쓰기, ",587,9.48,24.0,9788931022575.0
446,경계선 지능 아동의 정서사회성,정하나 외,"인문, ","특수교육, 학습지도방법, ",588,9.64,9.0,9791168011632.0
447,에듀윌 ToKL 국어능력인증시험 2주끝장,송주연 외,"인문, ","언어학, 한국어/한국사/한자능력시험, ",589,9.5,5.0,9791136012562.0
448,대한검정회 한자 4급,한출판 편집부,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",590,10.0,13.0,9788988976814.0
449,무기력이 무기력해지도록,한창수,"인문, ","심리학, 교양심리, ",591,9.65,48.0,
450,마이너 필링스,캐시 박 홍,"인문, 정치/사회, ","인문학일반, 인문교양, 사회학, 사회학일반, ",592,9.7,36.0,9791190853187.0
451,말끝이 당신이다,김진해,"인문, ","언어학, 국어학, ",593,9.81,34.0,9791160406283.0
452,최악을 극복하는 힘,엘리자베스 스탠리,"인문, 인문, 자기계발, ","인문학일반, 인문교양, 심리학, 심리치료, 자기능력계발, 마인드콘트롤/감정, ",594,9.75,39.0,9791135465994.0
453,대한검정회 한자 5급,한출판 편집부,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",595,9.58,6.0,9788988976661.0
454,문장기술,배상복,"인문, ","독서/글쓰기, 글쓰기, ",596,9.68,24.0,9791186222355.0
455,고통 없는 사회,한병철,"인문, ","철학, 철학에세이, ",597,9.97,56.0,9788934988359.0
456,끝내주는 맞춤법: 쓰는 사람을 위한 반복의 힘,김정선,"인문, ","독서/글쓰기, 글쓰기, ",598,9.9,71.0,9791189683832.0
457,네 명의 완벽주의자,이동귀 외,"인문, ","심리학, 교양심리, ",599,9.54,43.0,9788965964261.0
458,공자가어 1,왕숙,"인문, ","인문교양총서, 인문교양총서일반, ",600,9.79,19.0,9791159932151.0
459,유튜브는 책을 집어삼킬 것인가,김성우 외,"인문, ","인문학일반, 인문교양, ",501,9.55,31.0,9788998439798.0
460,대학 중용,증자 외,"인문, ","철학, 동양고전, ",502,9.54,31.0,9791160803815.0
461,나를 사랑하기로 했습니다,크리스틴 네프 외,"인문, ","심리학, 교양심리, ",503,9.32,11.0,9788992654562.0
462,명리심리학,양창순,"인문, 인문, ","심리학, 교양심리, 역학/사주, 사주학, ",504,9.28,222.0,9791130628639.0
463,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",데이비드 S. 키더 외,"인문, ","인문학일반, 인문교양, ",505,9.38,732.0,9791190305679.0
464,논어,공자,"인문, ","철학, 동양고전, ",155,9.52,169.0,9791187142591.0
465,논어,공자,"인문, ","철학, 동양고전, ",155,9.52,169.0,9791160800319.0
466,논어,공자,"인문, ","철학, 동양고전, ",155,9.52,169.0,9791191669268.0
467,IB를 말한다,이혜정 외,"인문, ","교육학, 교육학이론, ",507,10.0,6.0,9791189228460.0
468,"대변동: 위기, 선택, 변화",재레드 다이아몬드,"인문, ","인문학일반, 인문교양, ",508,9.48,241.0,9788934995791.0
469,세네카의 인생론,정영훈,"인문, ","철학, 서양철학일반, ",509,9.0,7.0,9791160022353.0
470,"다시, 책으로",매리언 울프,"인문, ","독서/글쓰기, 독서, ",510,9.27,145.0,9791190030052.0
471,백 살까지 유쾌하게 나이 드는 법,이근후,"인문, ","인문학일반, 인문교양, ",511,9.59,147.0,9791196509415.0
472,러셀 서양철학사,버트런드 러셀,"인문, 인문, ","철학, 서양철학일반, 철학, 서양철학자, ",367,9.6,31.0,9788932452715.0
473,러셀 서양철학사,버트런드 러셀,"인문, 인문, ","철학, 서양철학일반, 철학, 서양철학자, ",367,9.6,31.0,9788932440019.0
474,난처한 클래식 수업 2,민은기,"인문, ","인문교양총서, 인문교양총서일반, ",513,9.8,36.0,9791162730263.0
475,쾌락독서,문유석,"인문, ","독서/글쓰기, 독서, ",514,9.22,346.0,9788954653848.0
476,선악의 저편,프리드리히 니체,"인문, ","철학, 서양철학자, ",515,10.0,38.0,9788957336113.0
477,21세기를 위한 21가지 제언,유발 하라리,"인문, ","인문학일반, 인문교양, ",516,9.41,733.0,9788934982975.0
478,인문학을 좋아하는 사람들을 위한 불교수업,김사업,"인문, 종교, ","인문학일반, 인문교양, 불교, 불교철학/사상, ",517,9.62,42.0,9788974793739.0
479,데카르트의 오류,안토니오 다마지오,"인문, ","철학, 서양철학자, ",518,9.62,8.0,9791188466023.0
480,난처한 미술 이야기 3,양정무,"인문, 예술/대중문화, ","인문교양총서, 인문교양총서일반, 미술, 교양미술, ",519,9.52,123.0,9788964359402.0
481,말의 품격,이기주,"인문, 자기계발, ","인문학일반, 인문교양, 화술/협상, 대화/화술, ",520,9.14,1100.0,9788997092772.0
482,성격심리학,권석만,"인문, 인문, 대학교재, ","심리학, 감정/학습심리, 대학교재, 심리학, 인문, 심리학, ",521,9.58,27.0,9788999711213.0
483,나는 왜 무기력을 되풀이하는가,라이너 풍크,"인문, ","심리학, 교양심리, ",522,9.39,200.0,9791186688519.0
484,국어 교육을 위한 의사소통 이론,박재현,"인문, 인문, 대학교재, ","교육학, 교과교육과정, 대학교재, 교육학, 인문, 교육학, ",523,9.67,23.0,9791185617640.0
485,소피의 세계 2,요슈타인 가아더,"인문, ","철학, 교양철학, ",524,9.69,38.0,
486,소피의 세계 3,요슈타인 가아더,"인문, ","철학, 교양철학, ",525,10.0,31.0,
487,명리: 운명을 읽다,강헌,"인문, 인문, ","역학/사주, 사주학, 역학/사주, 작명/궁합/관상, ",526,9.27,97.0,9788971997048.0
488,오뒷세이아,호메로스,"인문, ","인문고전총서, 인문고전총서일반, ",527,9.73,107.0,9788991290150.0
489,일리아스,호메로스,"인문, ","철학, 서양철학일반, ",173,10.0,2.0,9788957338568.0
490,일리아스,호메로스,"인문, ","철학, 서양철학일반, ",173,10.0,2.0,9788991290167.0
491,군주론,니콜로 마키아벨리,"인문, 정치/사회, ","철학, 서양철학자, 정치/외교, 정치일반, ",529,9.63,202.0,9791166817878.0
492,군주론,니콜로 마키아벨리,"인문, 정치/사회, ","철학, 서양철학자, 정치/외교, 정치일반, ",529,9.63,202.0,9788972915782.0
493,사물의 본성에 관하여,루크레티우스,"인문, 인문, ","철학, 서양철학일반, 철학, 서양철학자, ",530,9.63,20.0,9788957332221.0
494,통섭,에드워드 윌슨,"인문, ","인문학일반, 지식과학문, ",531,9.23,55.0,9788983711601.0
495,당신이 빨리 죽었으면 좋겠어,황은정,"인문, ","심리학, 교양심리, ",532,10.0,6.0,9791192730585.0
496,정승현 파동광학 현대물리학,정승현,"인문, ","임용고시, 전공과목별임용고시, ",533,10.0,1.0,9791169870955.0
497,깨어 있는 숲속의 공주,리베카 솔닛,"인문, ","인문학일반, 인문교양, ",534,0.0,,9791192908786.0
498,"미래, 모빌리티",김민형,"인문, 정치/사회, ","인문교양총서, 인문교양총서일반, 사회학, 미래학, ",535,10.0,3.0,9791192572994.0
499,우울증은 어떻게 병이 되었나?,기타나카 준코,"인문, ","심리학, 심리이론, ",536,0.0,,9791192092133.0
500,나의 이데올로기는 오직 아이들,김승환,"인문, ","교육학, 교육에세이, ",537,0.0,,
501,2024 상담심리사 한권으로 끝내기,여한구 외,"인문, ","심리학, 심리이론, ",538,10.0,1.0,
502,일상의 발명,미셸 드 세르토,"인문, ","인문학일반, 인문교양, ",539,10.0,2.0,9788954692724.0
503,프로이트의 의자,정도언,"인문, ","심리학, 심리학자, ",540,10.0,1.0,9791191521269.0
504,나의 작은 철학,장춘익,"인문, ","철학, 교양철학, ",541,10.0,4.0,9791189327217.0
505,2024 권은성 ZOOM 전공체육 심리학 사회학,권은성,"인문, ","임용고시, 전공과목별임용고시, ",542,0.0,,9791169870825.0
506,100만 클릭 터지는 독한 필살기,신익수,"인문, ","독서/글쓰기, 글쓰기, ",543,9.17,18.0,9791164845569.0
507,2023 임상심리사 1급 필기,김도연,"인문, ","심리학, 심리이론, ",544,0.0,,9788999729065.0
508,실리콘밸리 천재들의 생각 아포리즘,김태현,"인문, 경제/경영, ","인문학일반, 인문교양, 경영일반, 해외경영이야기, ",545,9.86,110.0,9791186151594.0
509,2023 청소년상담사 2급 최종모의고사,SD 청소년상담사 수험연구소,"인문, ","교육학, 사회교육/평생교육, ",546,10.0,7.0,9791138339674.0
510,인생의 절반쯤 왔을 때 읽어야 할 손자병법,손무(손자),"인문, ","철학, 동양고전, ",547,10.0,3.0,9791189550950.0
511,원페이지 교육학 빈칸노트,Dave,"인문, ","임용고시, 교육학개론, ",548,10.0,2.0,9791197093753.0
512,감정 문해력 수업,유승민,"인문, 인문, 자기계발, ","인문학일반, 인문교양, 심리학, 감정/학습심리, 화술/협상, 대화/화술, ",549,9.8,33.0,9791192097459.0
513,2023 한자능력검정시험 7급,남기탁 외,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",550,10.0,1.0,9791191238471.0
514,철학자들은 대체 무슨 생각을 할까,이충녕,"인문, ","철학, 철학에세이, ",451,10.0,1.0,9791197535161.0
515,민쌤의 유아임용 웹지도: 각론편,민정선,"인문, ","임용고시, 유치원임용고시, ",452,0.0,,9791192590349.0
516,아빠 반성문,조영진,"인문, 가정/육아, ","심리학, 교양심리, 자녀교육, 부모교육, ",453,0.0,,9791197734588.0
517,"2024 큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 기본(4, 5, 6급)",최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",454,0.0,,9791138917629.0
518,"범주들, 명제에 관하여, 입문",아리스토텔레스 외,"인문, ","철학, 서양철학일반, ",455,10.0,1.0,9788976828293.0
519,에리히 프롬의 『사랑의 기술』읽기,박찬국,"인문, ","심리학, 심리학자, ",456,10.0,1.0,9788955867626.0
520,상식 밖의 이야기,막시 라부쉬,"인문, ","인문학일반, 인문교양, ",457,10.0,3.0,9791192300665.0
521,초역 마르크스의 말 자본론,허성준,"인문, 경제/경영, ","인문학일반, 인문교양, 경제이론, 자본론, ",458,7.5,3.0,9788978496810.0
522,AI 빅뱅,김재인,"인문, 컴퓨터/IT, ","인문학일반, 인문교양, 컴퓨터공학, 인공지능, ",459,10.0,1.0,9788962624977.0
523,별별 교사들,이윤승 외,"인문, ","교육학, 교육에세이, ",460,0.0,,9788968801778.0
524,이윤주 실용글쓰기,이윤주,"인문, 취업/수험서, ","독서/글쓰기, 글쓰기, 국가자격증, 기타자격증 및 자격증안내, ",461,0.0,,9791165545758.0
525,우리는 모든 것의 주인이기를 원한다,브루스 후드,"인문, ","심리학, 교양심리, ",462,9.4,20.0,9788925576589.0
526,오십의 마음 사전,강현숙 외,"인문, 자기계발, ","심리학, 교양심리, 자기능력계발, 중년/퇴직/은퇴, ",463,10.0,13.0,9791192300603.0
527,생태 전환 교육,그림책사랑교사모임,"인문, 인문, ","독서/글쓰기, 독서, 교육학, 교육학이론, ",464,10.0,3.0,9788969151452.0
528,우리말 어법 사전,김종욱,"인문, ","언어학, 국어학, ",465,10.0,3.0,9791187812340.0
529,마흔에 혼자 읽는 주역 인문학: 기초 원리 편,김승호,"인문, ","역학/사주, 역학, ",466,10.0,8.0,9791130699110.0
530,신정원의 명리학 CLASS,신정원,"인문, ","역학/사주, 사주학, ",467,9.84,10.0,9788971908532.0
531,원큐패스 초등 한국사능력검정시험 3-6급 대비,이진하,"인문, ","언어학, 한국어/한국사/한자능력시험, ",468,10.0,6.0,9788927772989.0
532,화석과 대홍수 신,채희석 외,"인문, ","철학, 교양철학, ",469,9.9,22.0,9788988117248.0
533,처음 읽는 현대 철학,안광복,"인문, ","철학, 서양철학일반, ",470,9.61,16.0,9791167740939.0
534,문장의 비결,정희모,"인문, ","독서/글쓰기, 글쓰기, ",471,9.74,34.0,9791159257506.0
535,두뇌보완계획 S: 논리 퍼즐,김명석,"인문, ","인문학일반, 인문교양, ",472,10.0,2.0,9791197949531.0
536,인생을 숙제처럼 살지 않기로 했다,웃따,"인문, 시/에세이, 시/에세이, ","심리학, 교양심리, 테마에세이, 명상/치유에세이, 나라별 에세이, 한국에세이, ",473,9.82,17.0,9791130696942.0
537,2024 이선화 교육학 세트,이선화,"인문, ","임용고시, 교육학개론, ",474,10.0,8.0,9791167732460.0
538,에피쿠로스 쾌락(그리스어 원전 완역본),에피쿠로스,"인문, ","철학, 서양철학일반, ",475,9.72,34.0,9791139709834.0
539,돌봄과 작업,정서경 외,"인문, 정치/사회, ","인문학일반, 인문교양, 사회학, 여성학/남성학, ",476,9.81,16.0,9791198009029.0
540,영단어 인문학,고이즈미 마키오,"인문, 외국어, ","언어학, 언어학일반, 영어일반, 영어단어/어휘, ",477,9.78,14.0,9791169518055.0
541,그렇게 죽지 않는다,홍영아,"인문, ","인문학일반, 인문교양, ",478,9.38,6.0,9791189385354.0
542,해커스 한국사능력검정시험 시대별 기출문제집 심화(1급·2급·3급),해커스 한국사연구소,"인문, ","언어학, 한국어/한국사/한자능력시험, ",479,10.0,13.0,9788969652102.0
543,죽음의 격,케이티 엥겔하트,"인문, ","철학, 교양철학, ",480,10.0,7.0,9791167372031.0
544,2023 해커스임용 설보연 SANTA 교육학 씬(Thin) 찐 단권화(이론Ver.),설보연,"인문, ","임용고시, 교육학개론, ",481,9.5,3.0,9791168802728.0
545,첫 문장의 힘,샌드라 거스,"인문, ","독서/글쓰기, 글쓰기, ",482,9.63,27.0,9791155814604.0
546,게으르다는 착각,데번 프라이스,"인문, ","심리학, 교양심리, ",483,9.19,44.0,9791192097176.0
547,난처한 동양미술 이야기 1,강희정,"인문, ","인문교양총서, 인문교양총서일반, ",484,9.87,25.0,9791162732069.0
548,잠들기 전에 읽는 인문학 365,양승욱,"인문, ","인문학일반, 인문교양, ",485,9.56,21.0,9791189922313.0
549,김형석의 인생문답,김형석,"인문, 자기계발, ","인문학일반, 인문교양, 성공/처세, 삶의지혜/조언, ",486,9.86,118.0,9791188632039.0
550,독일 국민에게 고함,요한 고틀리프 피히테,"인문, ","인문교양총서, 인문교양총서일반, ",487,9.85,44.0,9791159932519.0
551,최소한의 선의,문유석,"인문, ","인문학일반, 인문교양, ",488,9.66,129.0,9788954684200.0
552,생각한다는 착각,닉 채터,"인문, 과학, ","심리학, 심리이론, 교양과학, 뇌과학, ",489,7.73,75.0,9791190313995.0
