,title,author,genre_1,genre_2,brank,rate,count,isbn
553,두뇌보완계획 200,김명석,"인문, 과학, ","인문학일반, 인문교양, 과학이론, 과학철학, ",490,9.74,21.0,9791196578497.0
554,칼 융 분석 심리학,칼 구스타프 융,"인문, 인문, 대학교재, ","심리학, 심리이론, 대학교재, 심리학, 인문, 심리학, ",491,8.13,5.0,9791159201400.0
555,구운몽,김만중,"인문, ","인문교양총서, 인문교양총서일반, ",492,9.77,64.0,9791159932236.0
556,나 홀로 읽는 도덕경,최진석,"인문, ","철학, 중국철학자, ",493,9.51,46.0,9791165795054.0
557,감각운동 심리치료,Pat Ogden 외,"인문, ","심리학, 심리치료, ",494,10.0,10.0,9791185696973.0
558,국어 음운론 강의,이진호,"인문, ","언어학, 국어학, ",495,9.81,13.0,9788930318976.0
559,사실은 사랑받고 싶었어,박재연,"인문, 인문, ","인문학일반, 인문교양, 심리학, 교양심리, ",496,10.0,15.0,9791190846110.0
560,아리스토텔레스 시학(그리스어 원전 완역본),아리스토텔레스,"인문, ","문학이론, 시론, ",497,9.73,96.0,9791166812453.0
561,나는 생각이 너무 많아 (리커버),크리스텔 프티콜랭,"인문, ","심리학, 교양심리, ",498,9.78,57.0,9788960518445.0
562,억대 연봉 부르는 웹소설 작가수업,북마녀,"인문, ","독서/글쓰기, 글쓰기, ",499,9.06,25.0,9791197030161.0
563,오티움,문요한,"인문, ","심리학, 교양심리, ",500,9.67,25.0,9791190908108.0
564,노화의 재설계,모건 레빈,"인문, 건강, ","인문학일반, 인문교양, 건강일반, 건강이야기, ",351,10.0,2.0,9791168126206.0
565,챗GPT 교실 수업을 위한 지도와 칼,이주원,"인문, 컴퓨터/IT, ","교육학, 교육학이론, 컴퓨터공학, 인공지능, ",352,10.0,12.0,9791190616935.0
566,우리는 왜 죽음을 두려워할 필요 없는가,정현채,"인문, ","인문학일반, 인문교양, ",353,0.0,,9791192904092.0
567,비트겐슈타인의 인생 노트,루트비히 비트겐슈타인,"인문, ","철학, 서양철학자, ",354,8.5,5.0,9791157832903.0
568,2023 Win-Q 청소년상담사 3급 단기합격,SD 청소년상담사 수험연구소,"인문, ","교육학, 사회교육/평생교육, ",355,10.0,6.0,9791138337557.0
569,2023 에듀윌 한국사능력검정시험 시대별×회차별 기출문제집 심화,에듀윌 한국사교육연구소,"인문, ","언어학, 한국어/한국사/한자능력시험, ",356,9.9,25.0,9791136026071.0
570,설득의 법칙,폴커 키츠,"인문, ","심리학, 교양심리, ",357,9.42,34.0,9791192625683.0
571,나를 다 안다는 착각,카렌 호나이,"인문, ","심리학, 심리이론, ",358,9.67,33.0,9791169850131.0
572,마음 가면,브레네 브라운,"인문, ","심리학, 교양심리, ",359,10.0,16.0,9788901268354.0
573,2023 전한길 한능검 필기노트 한 컷,전한길,"인문, ","언어학, 한국어/한국사/한자능력시험, ",360,10.0,6.0,
574,나의 운명 사용설명서,고미숙,"인문, 인문, 인문, ","인문학일반, 인문교양, 역학/사주, 사주학, 역학/사주, 사주학, ",361,7.5,4.0,9791192128160.0
575,초역 니체의 말 2,프리드리히 니체,"인문, ","철학, 서양철학자, ",362,9.64,20.0,9788978496681.0
576,게으른 완벽주의자를 위한 심리학,헤이든 핀치,"인문, ","심리학, 교양심리, ",363,9.6,55.0,9791192312200.0
577,어떻게 죽을 것인가(리커버),아툴 가완디,"인문, ","철학, 교양철학, ",364,9.65,30.0,9788960519091.0
578,제대로 작성하는 논문: 시작부터 마무리까지,노경섭 외,"인문, ","독서/글쓰기, 글쓰기, ",365,10.0,4.0,9791156645535.0
579,정원의 쓸모,수 스튜어트 스미스,"인문, ","심리학, 교양심리, ",366,9.77,25.0,9791155813478.0
580,"인문학, 라이프스타일을 제안하다",모종린,"인문, ","인문학일반, 인문교양, ",368,8.37,33.0,9791190927123.0
581,긍정심리학,마틴 셀리그만,"인문, 인문, ","심리학, 교양심리, 심리학, 감정/학습심리, ",369,9.04,36.0,9788981103194.0
582,소크라테스의 변명·크리톤·파이돈·향연(그리스어 원전 완역본),플라톤 외,"인문, ","철학, 서양철학자, ",370,9.58,194.0,9791190398039.0
583,공감의 배신,폴 블룸,"인문, ","심리학, 교양심리, ",371,9.24,46.0,9788952738967.0
584,100만 클릭을 부르는 글쓰기,신익수,"인문, ","독서/글쓰기, 글쓰기, ",372,9.24,42.0,9791164840182.0
585,엄마 심리 수업,윤우상,"인문, 가정/육아, ","교육학, 사회교육/평생교육, 자녀교육, 부모교육, ",373,9.79,178.0,9791186757420.0
586,한번에 통과하는 논문: AMOS 구조방정식 활용과 SPSS 고급 분석,히든그레이스 논문통계팀,"인문, 정치/사회, ","독서/글쓰기, 글쓰기, 사회학, 사회학이론, ",374,9.54,45.0,9791156644347.0
587,우리는 언젠가 만난다,채사장,"인문, ","철학, 철학에세이, ",375,9.23,296.0,9791188248124.0
588,한번에 통과하는 논문: 논문 검색과 쓰기 전략,히든그레이스 논문통계팀,"인문, ","독서/글쓰기, 글쓰기, ",376,9.78,63.0,9791156642541.0
589,빈자의 미학,승효상,"인문, 기술/공학, ","철학, 주제별철학, 건축/인테리어, 교양건축/건축이야기, ",377,9.63,34.0,9788991418226.0
590,아들러의 인간이해,알프레드 아들러,"인문, ","심리학, 교양심리, ",378,9.23,112.0,9788932473383.0
591,자기 결정,페터 비에리,"인문, 자기계발, ","철학, 교양철학, 성공/처세, 삶의지혜/조언, ",379,9.26,182.0,9788956609249.0
592,가르칠 수 있는 용기,파커 J. 파머,"인문, ","교육학, 교육학이론, ",380,9.65,41.0,9788956991573.0
593,행복의 조건,조지 베일런트,"인문, ","심리학, 교양심리, ",381,9.12,95.0,9788947527385.0
594,스키너의 심리상자 열기,로렌 슬레이터,"인문, ","심리학, 교양심리, ",382,8.54,117.0,9788995688908.0
595,신유물론 물질의 존재론과 정치학,박준영,"인문, 인문, 대학교재, ","철학, 서양철학일반, 대학교재, 철학, 인문, 철학, ",383,0.0,,
596,에밀 시오랑을 읽는 오후,장석주,"인문, ","인문학일반, 인문교양, ",384,10.0,1.0,9788932323138.0
597,지극히 사적인 프랑스,오헬리엉 루베르 외,"인문, 역사/문화, ","인문학일반, 인문교양, 서양사, 유럽사, ",385,10.0,1.0,9791188949472.0
598,지금 이대로 완전하다,김기태,"인문, ","철학, 중국철학자, ",386,0.0,,9791198055361.0
599,김언호의 서재 탐험,김언호,"인문, ","독서/글쓰기, 독서, ",387,0.0,,9788935678273.0
600,이상하게 피곤한 사람과 안전하게 거리 두는 법,데버라 비널,"인문, ","심리학, 교양심리, ",388,10.0,23.0,9791140704477.0
601,단순한 열망: 미니멀리즘 탐구,카일 차이카,"인문, ","인문학일반, 인문교양, ",389,8.33,2.0,9791197559600.0
602,숲속의 철학자,카린 마르콩브,"인문, ","철학, 철학에세이, ",390,10.0,18.0,9791192625430.0
603,나의 문학 답사 일지,정병설,"인문, 역사/문화, 여행, ","한국문학론, 한국문학이론, 역사기행, 문화유적답사, 테마여행, 역사기행, ",391,10.0,5.0,9788954692199.0
604,2023 한자능력검정시험 1급,남기탁,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",392,0.0,,9791191238495.0
605,어른의 감정 수업,인현진,"인문, 자기계발, ","심리학, 교양심리, 인간관계, 인간관계일반, ",393,9.74,17.0,9791190710572.0
606,유년기를 극복하는 법,알랭 드 보통,"인문, ","심리학, 심리치료, ",394,10.0,7.0,9791192674421.0
607,2023 기출이 답이다 청소년상담사 2급,SD 청소년상담사 수험연구소,"인문, ","교육학, 사회교육/평생교육, ",395,9.5,8.0,9791138337540.0
608,2023 해커스 한국사능력검정시험 한능검 기본서 심화(1·2·3급) 상+하 세트+암기강화 복습노트,해커스 한국사연구소,"인문, ","언어학, 한국어/한국사/한자능력시험, ",396,10.0,29.0,9788969653635.0
609,사람을 얻는 지혜(초판완역본),발타자르 그라시안,"인문, 자기계발, ","인문교양총서, 인문교양총서일반, 자기능력계발, 고전처세, ",397,10.0,18.0,
610,지위 게임,윌 스토,"인문, ","인문학일반, 인문교양, ",398,9.9,22.0,9788965965596.0
611,나는 왜 나에게 솔직하지 못할까,일자 샌드,"인문, ","심리학, 교양심리, ",399,9.83,13.0,9791168340862.0
612,연결된 고통,이기병,"인문, 정치/사회, 역사/문화, ","인문학일반, 인문교양, 사회학, 사회학이론, 역사일반, 인류학, ",400,10.0,1.0,9791192465043.0
613,절대 막히지 않는 웹소설 작법,천지혜,"인문, 정치/사회, ","독서/글쓰기, 글쓰기, 언론/신문/방송, 출판, ",301,0.0,,9791197924811.0
614,"선생님, 오늘 체육 뭐해요?",성기백,"인문, 인문, 인문, 취미/실용/스포츠, ","교육학, 교육방법, 교육학, 교과교육과정, 교육학, 초/중/고등교육, 체육, 체육교육학, ",302,10.0,1.0,9791185668949.0
615,죽음의 심리학,레이첼 멘지스 외,"인문, ","심리학, 교양심리, ",303,0.0,,9791140811564.0
616,"불안하다고 말해요, 괜찮으니까",도리스 볼프,"인문, ","심리학, 교양심리, ",304,10.0,23.0,9791185428734.0
617,권지수교육학 핵심요약집 핵심쏙쏙,권지수,"인문, ","임용고시, 교육학개론, ",305,9.17,3.0,9791169872461.0
618,2024 권지수교육학 문제집 논제쏙쏙,권지수,"인문, ","임용고시, 교육학개론, ",306,10.0,4.0,9791169872478.0
619,나는 어떻게 행복할 수 있는가,장재형,"인문, ","심리학, 교양심리, ",307,9.86,131.0,9791158741891.0
620,원페이지 교육학 서브노트,Dave,"인문, ","임용고시, 교육학개론, ",308,10.0,10.0,9791197093746.0
621,노벨문학상 필독서 30,조연호,"인문, ","독서/글쓰기, 독서, ",309,10.0,10.0,9791166570933.0
622,KBS 한국어능력시험 기출문제 19,KBS한국어진흥원,"인문, ","언어학, 한국어/한국사/한자능력시험, ",310,9.32,14.0,9788947286367.0
623,노자와 장자에 기대어,최진석,"인문, ","철학, 철학에세이, ",311,9.49,34.0,9791197434952.0
624,자유의 폭력,박구용,"인문, 인문, 대학교재, ","철학, 철학이론, 대학교재, 철학, 인문, 철학, ",312,9.38,5.0,9788964452639.0
625,세계 철학 필독서 50,톰 버틀러 보던,"인문, ","철학, 교양철학, ",313,10.0,19.0,9791166570841.0
626,대한민국 교육트렌드 2023,교육트렌드2023 집필팀 외,"인문, ","교육학, 교육행정/교육경영, ",314,9.5,9.0,9791164251346.0
627,2022ㆍ2023 에듀윌 KBS한국어능력시험 2주끝장,신은재 외,"인문, ","언어학, 한국어/한국사/한자능력시험, ",315,9.9,39.0,9791136020116.0
628,명상 저널,마이클 싱어,"인문, 건강, 자기계발, ","심리학, 교양심리, 운동/트레이닝, 명상, 자기능력계발, 마인드콘트롤/감정, ",316,10.0,5.0,9791197874314.0
629,빠른 글씨 바른 글씨,유성영,"인문, ","독서/글쓰기, 글쓰기, ",317,9.44,15.0,9791140701025.0
630,딜레마 사전,안젤라 애커만 외,"인문, ","독서/글쓰기, 글쓰기, ",318,9.28,57.0,9791155815168.0
631,과거가 남긴 우울 미래가 보낸 불안,김아라,"인문, 자기계발, ","심리학, 교양심리, 자기능력계발, 마인드콘트롤/감정, ",319,9.85,53.0,9791192300214.0
632,나를 단단하게 만드는 심리학,피파 그레인지,"인문, ","심리학, 교양심리, ",320,9.66,31.0,9791192389011.0
633,"최태성 한능검 기본서 심화 1, 2, 3급",최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",321,9.74,24.0,9791129708250.0
634,5분 뚝딱 철학 2: 생각의 역사,김필영,"인문, ","철학, 교양철학, ",322,9.92,38.0,9791190238731.0
635,아직 오지 않은 날들을 위하여,파스칼 브뤼크네르,"인문, 자기계발, ","철학, 교양철학, 성공/처세, 삶의지혜/조언, ",323,9.3,130.0,9791168340039.0
636,에듀윌 상공회의소 한자 3급 2주끝장,차기석,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",324,9.56,88.0,9791136012807.0
637,부모 역할 훈련,토마스 고든,"인문, ","교육학, 사회교육/평생교육, ",325,10.0,7.0,9788963723730.0
638,캔터베리 이야기 2,제프리 초서,"인문, ","인문교양총서, 인문교양총서일반, ",326,9.88,29.0,9791159932267.0
639,톨스토이의 인생론,레프 톨스토이,"인문, ","철학, 철학에세이, ",327,9.72,21.0,9791160022971.0
640,딸에게 보내는 심리학 편지(10만 부 기념 스페셜 에디션),한성희,"인문, ","심리학, 교양심리, ",328,9.55,395.0,9791190538015.0
641,인간의 조건,한나 아렌트,"인문, ","인문교양총서, 한길그레이트북스, ",329,9.61,25.0,9788935664825.0
642,사는 게 힘드냐고 니체가 물었다,박찬국,"인문, 인문, ","철학, 교양철학, 철학, 서양철학자, ",331,9.63,137.0,9788950978518.0
643,공리주의(리커버),존 스튜어트 밀,"인문, 정치/사회, ","철학, 철학이론, 사회학, 사회사상, ",332,9.67,33.0,9791159312250.0
644,헤드스페이스: 영혼을 위한 건축,폴 키드웰,"인문, 기술/공학, ","인문학일반, 인문교양, 환경/소방/도시/조경, 도시, ",333,9.82,10.0,9791196090401.0
645,청춘의 독서,유시민,"인문, ","독서/글쓰기, 독서, ",334,9.47,270.0,9788901218151.0
646,유시민의 공감필법,유시민,"인문, ","인문교양총서, 인문교양총서일반, ",335,9.66,112.0,9788936472979.0
647,시민의 교양,채사장,"인문, ","인문학일반, 인문교양, ",336,9.45,218.0,9791195677108.0
648,어떻게 공부할 것인가,헨리 뢰디거 외,"인문, 인문, ","심리학, 심리이론, 교육학, 교육학이론, ",337,9.35,139.0,9788937834868.0
649,현대 심리치료와 상담 이론,권석만,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",338,9.68,103.0,9788963309262.0
650,그대들 어떻게 살 것인가,요시노 겐자부로,"인문, ","인문학일반, 인문교양, ",339,9.34,13.0,9788963720654.0
651,서른살이 심리학에게 묻다,김혜남,"인문, 자기계발, ","심리학, 교양심리, 성공/처세, 삶의지혜/조언, ",340,8.59,205.0,9788901078588.0
652,2023 언어재활사 최종모의고사,곽경미 외,"인문, ","특수교육, 언어장애, ",341,0.0,,9791138353588.0
653,트러블 사전,안젤라 애커만 외,"인문, ","독서/글쓰기, 글쓰기, ",342,0.0,,9791155816257.0
654,송은우 영어교육론 키텀마스터(Keyterm Master),송은우,"인문, ","임용고시, 전공과목별임용고시, ",343,0.0,,9791169873444.0
655,오늘도 망설이다 하루가 다 갔다,샐리 M. 윈스턴 외,"인문, ","심리학, 교양심리, ",344,0.0,,9791156754183.0
656,부모님과 헤어지는 중입니다,스마일펄,"인문, ","심리학, 교양심리, ",345,0.0,,9788967821906.0
657,특수교육 교수평일체화를 위한 재구성 카드,한경화 외,"인문, 인문, 대학교재, ","특수교육, 특수교육이론, 대학교재, 교육학, 인문, 교육학, ",346,0.0,,9788925417899.0
658,나도 캘리애처럼 손글씨 잘 쓰고 싶어 워크북 2: 인생 문장 편,배정애,"인문, ","독서/글쓰기, 글쓰기, ",347,10.0,2.0,9791168030664.0
659,관용어의 세계,고이즈미 마키오,"인문, 외국어, ","언어학, 언어학일반, 영어일반, 영어단어/어휘, ",348,10.0,2.0,9791169518291.0
660,실패가 두려운 완벽주의자를 위한 심리학,아티나 다닐로,"인문, ","심리학, 교양심리, ",349,9.85,17.0,9791192312446.0
661,3분 고전(합본 뉴에디션),박재희,"인문, ","인문학일반, 인문교양, ",350,9.47,16.0,9788934965992.0
662,교사의 말 연습,김성효,"인문, ","교육학, 교육학이론, ",251,10.0,12.0,9791191825749.0
663,2023 기출이 답이다 임상심리사 2급 2차 실기합격+무료동영상(최신기출 1회분),이용석,"인문, ","심리학, 심리이론, ",252,9.67,13.0,9791138332750.0
664,읽었다는 착각,조병영 외,"인문, ","인문학일반, 인문교양, ",253,9.53,51.0,9788954770996.0
665,위어드,조지프 헨릭,"인문, ","인문학일반, 인문교양, ",254,9.37,134.0,9788950941864.0
666,채근담,홍자성,"인문, ","철학, 동양고전, ",255,9.86,20.0,9788937472411.0
667,우리편 편향,키스 E. 스타노비치,"인문, ","심리학, 교양심리, ",256,8.38,9.0,9791166890734.0
668,심리학이 이토록 재미있을 줄이야,류혜인,"인문, ","심리학, 교양심리, ",257,9.54,21.0,9791191731057.0
669,"사는 게 고통일 때, 쇼펜하우어",박찬국,"인문, ","철학, 서양철학자, ",258,9.72,54.0,9788950995485.0
670,우리말 어감사전,안상순,"인문, ","독서/글쓰기, 글쓰기, ",259,9.77,98.0,9791189683887.0
671,캔터베리 이야기 1,제프리 초서,"인문, ","인문교양총서, 인문교양총서일반, ",260,9.89,29.0,9791159932250.0
672,나도 아직 나를 모른다,허지원,"인문, 과학, ","심리학, 심리이론, 교양과학, 뇌과학, ",261,9.77,85.0,9788934991298.0
673,논리-철학 논고,루트비히 비트겐슈타인,"인문, 인문, ","철학, 서양철학자, 철학, 철학이론, ",262,9.88,36.0,9791159314940.0
674,천년의 수업,김헌,"인문, ","철학, 교양철학, ",263,9.24,98.0,9791130629452.0
675,나는 매주 시체를 보러 간다,유성호,"인문, ","인문교양총서, 인문교양총서일반, ",264,9.42,364.0,9788950979409.0
676,아침에는 죽음을 생각하는 것이 좋다,김영민,"인문, ","철학, 철학에세이, ",265,9.21,331.0,9791160560640.0
677,유혹하는 글쓰기(리뉴얼판),스티븐 킹,"인문, 인문, ","독서/글쓰기, 글쓰기, 독서/글쓰기, 글쓰기, ",266,9.53,125.0,9788934977322.0
678,꿈의 해석,프로이트,"인문, ","심리학, 심리학자, ",267,9.39,63.0,9788961671712.0
679,타인의 고통,수전 손택,"인문, ","철학, 철학에세이, ",268,8.96,160.0,9788988105726.0
680,치료의 선물,IRVIN D.YALOM,"인문, 인문, 인문, 대학교재, ","심리학, 심리치료, 심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",269,9.71,16.0,9788958321132.0
681,게으름에 대한 찬양,버트런드 러셀,"인문, ","철학, 서양철학자, ",270,9.43,126.0,9788956025797.0
682,판타지 스토리텔링 사전,야마키타 아쓰시,"인문, 역사/문화, ","독서/글쓰기, 글쓰기, 신화, 신화의이해, ",271,0.0,,9791190749596.0
683,"무아, 그런 나는 없다",홍창성,"인문, 종교, ","철학, 서양철학일반, 불교, 불교철학/사상, ",272,0.0,,9788934943037.0
684,필사의 시간,유한빈(펜크래프트),"인문, ","독서/글쓰기, 글쓰기, ",273,10.0,8.0,9788932474885.0
685,나르시시스트 관계 수업,브렌다 스티븐스,"인문, ","심리학, 교양심리, ",274,9.94,77.0,9791191104639.0
686,한국에 가혹했던 전쟁과 휴전,마거리트 히긴스,"인문, 정치/사회, 역사/문화, ","인문학일반, 인문교양, 국방/군사, 전쟁/전쟁사, 한국사, 근현대사, ",275,10.0,2.0,9788996212881.0
687,2023 한국어교육능력검정시험 30일 안에 다잡기,김훈 외,"인문, ","언어학, 한국어/한국사/한자능력시험, ",276,10.0,8.0,9791138341189.0
688,괴롭힘은 어떻게 뇌를 망가뜨리는가,제니퍼 프레이저,"인문, 과학, ","심리학, 심리이론, 교양과학, 뇌과학, ",277,10.0,13.0,9791156754077.0
689,유인원과의 산책,사이 몽고메리,"인문, 과학, 과학, ","인문학일반, 인문교양, 교양과학, 과학이야기, 교양과학, 교양동물, ",278,10.0,3.0,9791198009050.0
690,오십에 읽는 순자,최종엽,"인문, ","철학, 중국철학자, ",279,9.57,52.0,9791192300528.0
691,정보의 지배,한병철,"인문, 정치/사회, ","인문학일반, 인문교양, 사회학, 사회학이론, ",280,9.72,20.0,9788934951445.0
692,2023 임상심리사 2급 1차 필기대비 단기완성+무료동영상(최신기출 1회분),이용석 외,"인문, ","심리학, 심리이론, ",281,10.0,11.0,9791138331463.0
693,어떤 생각들은 나의 세계가 된다,이충녕,"인문, ","철학, 교양철학, ",282,10.0,17.0,9791168125032.0
694,타인의 마음,김경일 외,"인문, ","심리학, 교양심리, ",283,9.71,63.0,9788946422278.0
695,사물의 소멸,한병철,"인문, ","인문학일반, 인문교양, ",284,9.76,28.0,9788934943686.0
696,혼자 시작하는 사주명리 공부,김원,"인문, ","역학/사주, 사주학, ",285,9.86,27.0,9791140700561.0
697,2022·2023 에듀윌 KBS한국어능력시험 한권끝장,송주연 외,"인문, ","언어학, 한국어/한국사/한자능력시험, ",286,9.76,99.0,9791136017833.0
698,난처한 미술 이야기 7,양정무,"인문, 예술/대중문화, ","인문교양총서, 인문교양총서일반, 미술, 교양미술, ",287,9.86,64.0,9791162732274.0
699,마이어스의 심리학개론,David G. Myers 외,"인문, 인문, 대학교재, ","심리학, 심리이론, 대학교재, 심리학, 인문, 심리학, ",288,9.72,5.0,9791162263648.0
700,공감은 지능이다,자밀 자키,"인문, ","심리학, 교양심리, ",289,9.13,63.0,9791156758730.0
701,코어 논리학,이병덕,"인문, 인문, 대학교재, ","철학, 주제별철학, 대학교재, 철학, 인문, 철학, ",290,9.57,15.0,9791155503416.0
702,트라우마 사전,안젤라 애커만 외,"인문, ","독서/글쓰기, 글쓰기, ",291,9.27,99.0,9791155812662.0
703,2023 EBS 한국사능력검정시험: 심화,EBS교육방송 편집부,"인문, 중/고등참고서, ","언어학, 한국어/한국사/한자능력시험, EBS 고등, EBS 기타고등과정, ",292,9.17,74.0,9788954752480.0
704,에밀 뒤르켐의 자살론,에밀 뒤르켐,"인문, ","심리학, 심리이론, ",293,9.63,21.0,9788936811488.0
705,의지와 표상으로서의 세계,아르투어 쇼펜하우어,"인문, ","철학, 서양철학자, ",294,9.6,57.0,9788932440026.0
706,책쓰기가 이렇게 쉬울 줄이야,양원근,"인문, ","독서/글쓰기, 글쓰기, ",295,9.01,75.0,9791195855391.0
707,타로카드 비밀의 문,신종민,"인문, ","역학/사주, 타로카드, ",297,9.07,60.0,9791186320297.0
708,유시민의 논술 특강,유시민,"인문, ","독서/글쓰기, 글쓰기, ",298,9.71,115.0,9788965133568.0
709,운명의 길라잡이 사주팔자학,김철주,"인문, ","역학/사주, 사주학, ",299,10.0,3.0,9788974615024.0
710,메타인지의 힘,구본권,"인문, ","인문학일반, 인문교양, ",300,0.0,,9791167741066.0
711,아리스토텔레스 수사학(그리스어 원전 완역본),아리스토텔레스,"인문, ","철학, 서양철학자, ",201,9.52,99.0,9791190398152.0
712,라틴어 수업,한동일,"인문, ","인문학일반, 인문교양, ",202,9.59,1384.0,9788965962205.0
713,관계를 읽는 시간,문요한,"인문, ","심리학, 교양심리, ",203,9.57,204.0,9791160505801.0
714,공산당 선언(2018)(리커버),카를 마르크스 외,"인문, 정치/사회, ","인문고전총서, 책세상문고 고전의 세계, 사회학, 사회사상, ",204,9.39,91.0,9791159312496.0
715,자유론(리커버),존 스튜어트 밀,"인문, ","철학, 철학이론, ",205,9.59,244.0,9791159312236.0
716,열한 계단(리커버 특별판),채사장,"인문, ","철학, 철학에세이, ",206,9.51,277.0,9791195677153.0
717,2023 언어재활사 핵심요약집,곽경미 외,"인문, ","특수교육, 언어장애, ",207,0.0,,9791138352413.0
718,미쳤다는 것은 정체성이 될 수 있을까?,모하메드 아부엘레일 라셰드,"인문, 인문, 정치/사회, 정치/사회, ","철학, 교양철학, 인문학일반, 인문학의이해, 사회학, 사회학이론, 사회문제/복지, 사회문제, ",208,0.0,,9791168730649.0
719,나의 사랑스러운 방해자,줄리 필립스,"인문, ","인문학일반, 인문교양, ",209,0.0,,9791198009074.0
720,고요한 변화,프랑수아 줄리앙,"인문, ","철학, 서양철학일반, ",210,0.0,,9788976827890.0
721,창조적 인간으로 살아가기,최광진,"인문, 예술/대중문화, ","인문학일반, 인문교양, 예술일반, 예술이야기, ",211,0.0,,9788932323145.0
722,걸리 드링크,맬러리 오마라,"인문, 역사/문화, ","인문학일반, 인문교양, 세계사, 교양세계사, ",212,10.0,2.0,9788925576398.0
723,두길 천자문,김세중,"인문, ","언어학, 한문학, ",213,0.0,,9788928518685.0
724,애덤 스미스,니콜라스 필립슨,"인문, 인문, 경제/경영, ","철학, 서양철학일반, 철학, 서양철학자, 경제이론, 경제학이론, ",214,10.0,57.0,9788947548953.0
725,메가스터디 초등 한국사능력검정시험 기본 4 5 6급,메가스터디 한국사연구회 외,"인문, ","언어학, 한국어/한국사/한자능력시험, ",215,10.0,5.0,9791129710659.0
726,은유가 만드는 삶,김용규 외,"인문, ","인문학일반, 인문교양, ",216,10.0,2.0,9791190413510.0
727,지속가능한 나이듦(리커버),정희원,"인문, ","인문학일반, 인문교양, ",217,10.0,14.0,9791188719204.0
728,삶은 문제해결의 연속이다,칼 포퍼,"인문, ","인문학일반, 인문교양, ",218,9.66,43.0,9791192625263.0
729,위대한 대화,김지수,"인문, ","인문학일반, 인문교양, ",219,9.66,15.0,9791190955843.0
730,2024 하이패스 교직논술,조학규,"인문, ","임용고시, 임용논술, ",220,4.17,3.0,9788962518641.0
731,어른의 중력,사티아 도일 바이오크,"인문, ","심리학, 교양심리, ",221,9.75,44.0,9791155815632.0
732,나는 왜 나를 함부로 대할까,문요한,"인문, ","심리학, 교양심리, ",222,9.7,61.0,9791167140401.0
733,5분 뚝딱 철학,김필영,"인문, ","철학, 교양철학, ",223,9.77,72.0,9791190238311.0
734,손자병법,손자,"인문, 자기계발, ","철학, 동양고전, 자기능력계발, 고전처세, ",224,9.58,178.0,9788958623427.0
735,죽음을 배우는 시간,김현아,"인문, ","인문학일반, 인문교양, ",225,9.7,30.0,9788936465957.0
736,나는 나무에게 인생을 배웠다,우종영,"인문, ","인문학일반, 인문교양, ",226,9.76,212.0,9791196509484.0
737,만들어진 신,리처드 도킨스,"인문, ","인문학일반, 인문학의이해, ",227,9.02,172.0,9788934926184.0
738,생각의 지도,리처드 니스벳,"인문, 정치/사회, ","심리학, 심리이론, 사회학, 각국사회/문화, ",228,9.21,214.0,9788934914488.0
739,효명작명,효명 최화복,"인문, ","역학/사주, 작명/궁합/관상, ",229,7.69,7.0,9791158588977.0
740,죽음이란 무엇인가(10주년기념판),셸리 케이건,"인문, ","철학, 교양철학, ",230,9.81,80.0,9788901269092.0
741,내 타로는 내가 본다,정회도,"인문, ","역학/사주, 타로카드, ",231,10.0,35.0,9791197410369.0
742,원래 어른이 이렇게 힘든 건가요,김종원,"인문, ","인문학일반, 인문교양, ",232,9.66,48.0,9791192579405.0
743,2023 기출이 답이다 임상심리사 2급 1차 필기합격+무료동영상(최신기출 1회분),이용석 외,"인문, ","심리학, 심리이론, ",233,8.64,9.0,9791138332743.0
744,감정 어휘,유선경,"인문, ","심리학, 교양심리, ",234,9.21,39.0,9791190710411.0
745,우리는 여전히 삶을 사랑하는가,라이너 풍크,"인문, ","심리학, 교양심리, ",235,9.78,176.0,9788934949671.0
746,두뇌보완계획 100,김명석,"인문, 인문, ","인문학일반, 인문교양, 철학, 주제별철학, ",236,9.47,70.0,9791196578435.0
747,사회심리학,로버트 치알디니 외,"인문, ","심리학, 교양심리, ",237,9.34,143.0,9788901238210.0
748,다크호스,토드 로즈 외,"인문, ","인문학일반, 인문교양, ",238,9.58,204.0,9788950982256.0
749,공부머리 독서법,최승필,"인문, 가정/육아, ","독서/글쓰기, 독서, 자녀교육, 독서교육, ",239,9.56,1335.0,9791196316808.0
750,꿈을 이룬 사람들의 뇌,조 디스펜자,"인문, 과학, ","인문학일반, 인문교양, 교양과학, 뇌과학, ",240,9.52,41.0,9788955965254.0
751,비판적 사고를 위한 논리,김희정 외,"인문, ","철학, 주제별철학, ",241,9.73,20.0,9788957331323.0
752,실존주의는 휴머니즘이다,장 폴 사르트르,"인문, ","철학, 서양철학자, ",242,9.76,40.0,9788961471114.0
753,지적 대화를 위한 넓고 얕은 지식 합본 특별판(리커버:K),채사장,"인문, ","인문학일반, 인문교양, ",243,0.0,,9791192097510.0
754,마흔에 읽는 한용운 채근담,한용운,"인문, ","철학, 동양고전, ",244,9.84,18.0,9791198202420.0
