제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"15","원씽 :복잡한 세상을 이기는 단순함의 힘 ","게리 켈러,구세희 옮김","비즈니스북스","2013","","9788997575169","83",
"16","수박 수영장 :안녕달 그림책 ","지은이: 안녕달","창비","2015","","9788936446819","81",
"17","인스타 브레인 =몰입을 빼앗긴 시대, 똑똑한 뇌 사용법 /Insta brain ","안데르스 한센 지음 ;김아영 옮김","동양북스","2020","","9791157686179","80",
"17","하얼빈 :김훈 장편소설 ","지은이: 김훈","문학동네","2022","","9788954699914","80",
"19","돈의 심리학 :당신은 왜 부자가 되지 못했는가 ","모건 하우절 지음 ;이지연 옮김","인플루엔셜","2021","","9791191056372","78",
"20","(EBS 다큐프라임) 자본주의 ","EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음","가나문화콘텐츠","2013","","9788957365793","77",
"20","나의 돈 많은 고등학교 친구 - 슈퍼리치와의 대화에서 찾아낸 부자의 길","송희구 (지은이)","서삼독","2023","","9791165347161","77",
"22","무조건 합격하는 암기의 기술 :26살 9개월 만에 사법시험을 패스한 이윤규 변호사의 책 한 권 통째로 씹어먹는 공부법 ","이윤규 지음","길벗","2023","","9791140702725","76",
"22","트렌드 코리아 2023 :더 높은 도약을 준비하는 검은 토끼의 해 ","지은이: 김난도,추예린","미래의창","2022","","9788959897094","76",
"24","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","10","9791164137053","75",
"24","꽁꽁꽁 아이스크림 :윤정주 그림책 ","윤정주","책읽는곰","2022","","9791158363499","75",
"24","브라질에 비가 내리면 스타벅스 주식을 사라 :경제의 큰 흐름에서 기회를 잡는 매크로 투자 가이드 ","피터 나바로 지음 ;이창식 옮김","에프엔미디어","2022","","9791188754588","75",
"24","슈퍼 토끼 :유설화 그림책 ","유설화 글·그림","책읽는곰","2020","","9791158361839","75",
"28","달러구트 꿈 백화점.이미예 장편소설 ","지은이: 이미예","팩토리나인","2020","1-2 :","9791165341909","73",
"28","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","1","9791164131686","73",
"30","이 책은 돈 버는 법에 관한 이야기 :서민갑부 고명환의 생각법, 독서법, 장사법 ","고명환 지음","라곰","2022","","9791189686536","72",
"31","사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ","지은이: 유발 하라리 ;옮긴이: 조현욱","김영사","2015","","9788934972464","71",
"31","알사탕 ","백희나","책읽는곰","2017","","9791158360375","71",
"31","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","3","9791164134267","71",
"31","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","6","9791164136261","71",
"35","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","7","9791162339466","70",
"35","꽁꽁꽁 좀비 ","윤정주 글·그림","책읽는곰","2021","","9791158362478","70",
"35","살 때, 팔 때, 벌 때 =여의도 닥터둠 강영현이 공개하는 진격의 주식 투자 타이밍 /Timing to buy, sell, make a fortune ","강영현 지음","21세기북스(북이십일 21세기북스)","2023","","9788950960667","70",
"35","으라차차 라면 가게 ","구도 노리코 글·그림 ;윤수정 옮김","책읽는곰","2022","","9791158363475","70",
"39","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","4","9788937848247","69",
"39","나는 장사의 신이다 ","지은이: 은현장","Rise(떠오름)","2021","","9791197646751","69",
"39","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","7","9791164137527","69",
"42","꽁꽁꽁 피자 ","윤정주 글·그림","책읽는곰","2020","","9791158361907","67",
"42","네 기분은 어떤 색깔이니? :최숙희 그림책 ","최숙희","책읽는곰","2023","","9791158363925","67",
"42","부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ","엠제이 드마코 지음 ;신소영 옮김","북새통","2013","","9788994702346","67",
"42","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","1","9791164135738","67",
"42","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","11","9791168412477","67",
"47","(댄 애리얼리) 부의 감각 ","댄 애리얼리,이경식 옮김","청림출판","2018","","9788935212224","66",
"47","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","8","9791164138197","66",
"49","(이론과 실전을 모두 담아 새로 쓴) 한국형 가치투자 ","최준철,김민국 지음","이콘(이콘출판)","2023","","9791189318413","65",
"49","겨울 이불 :안녕달 그림책 ","지은이: 안녕달","창비","2023","","9788936455965","65",
"49","나의 투자는 새벽 4시에 시작된다 :3년 만에 300억으로 돌아온 유목민의 투자 인사이트 ","유목민 지음","웅진씽크빅","2022","","9788901259703","65",
"49","슈퍼 거북 ","유설화 글·그림","책읽는곰","2014","","9788993242980","65",
"49","추리 천재 엉덩이 탐정 5 - 유적에서 날아온 SOS 사건","트롤","아이세움","2017","","9791162332542","65",
"54","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","10","9791168411685","64",
"55","아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ","제임스 클리어 지음 ;이한이 옮김","비즈니스북스","2019","","9791162540640","63",
"55","언스크립티드 :부의 추월차선 완결판 ","엠제이 드마코 지음 ;안시열 옮김","토트","2018","","9791187444213","63",
"55","엑시트 =Exit ","송희창 지음","지혜로","2020","","9791187799146","63",
"55","팥빙수의 전설 :이지은 그림책 ","글·그림: 이지은","웅진씽크빅","2019","","9788901232232","63",
"55","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","4","9791164134847","63",
"55","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","9","9791164139897","63",
"61","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","8","9791164131914","62",
"61","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","5","9791164135592","62",
"63","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","1","9791164060481","61",
"63","거인의 노트 :인생에서 무엇을 보고 어떻게 기록할 것인가 ","김익한 지음","다산북스","2023","","9791130697529","61",
"63","두근두근 편의점 :김영진 그림책 ","지은이: 김영진","책읽는곰","2022","","9791158363178","61",
"63","서울 부동산 절대원칙 :일자리, 인구, 교통망, 학군, 인프라, 재개발&재건축 총망라 ","지은이: 김학렬","길벗","2023","","9791140702718","61",
"63","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","3","9791130640280","61",
"68","악인론 :닥치고 성공해 누구에게도 지배받지 않는 삶 ","손수현 지음","다산북스","2023","","9791130697499","60",
"68","오싹오싹 크레용! ","글: 에런 레이놀즈 ;옮김: 홍연미","토토북","2022","","9788964964767","60",
"68","용기를 내, 비닐장갑! :유설화 그림책 ","유설화","책읽는곰","2021","","9791158362249","60",
"68","장수탕 선녀님 ","지은이: 백희나","책읽는곰","2012","","9788993242706","60",
"68","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","2","9791164137121","60",
"68","희망의 끈","히가시노 게이고 (지은이), 김난주 (옮긴이)","재인","2022","","9791192483146","60",
"74","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","9","9791164134090","59",
"74","K 배터리 레볼루션 =향후 3년, 새로운 부의 시장에서 승자가 되는 법 /K battery revolution ","박순혁 지음","지와인","2023","","9791191521221","59",
"74","월급쟁이 부자로 은퇴하라 :3년 만에 30년 치 연봉을 번 김 과장의 시스템 마련법 ","너나위 지음","RHK(알에이치코리아)","2019","","9788925566511","59",
"74","이상한 엄마 ","백희나","책읽는곰","2016","","9791158360214","59",
"74","카레가 보글보글 ","구도 노리코 글·그림 ;윤수정 옮김","책읽는곰","2020","","9791158361884","59",
"74","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","2","9791164132454","59",
"80","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","1","9788937838750","58",
"80","머니 트렌드 2023 :45가지 키워드로 전망하는 대한민국 돈의 흐름 ","지은이: 정태익,홍춘욱","북로망스","2022","","9791191891232","58",
"80","빠르게 실패하기 :20년간 진행된 스탠퍼드대학교 <인생 성장 프로젝트> 천 개의 성공을 만든 작은 행동의 힘 ","존 크럼볼츠,도연 옮김","Snowfox(스노우폭스북스)","2022","","9791191769203","58",
"80","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","3","9791164137435","58",
"80","장하준의 경제학 레시피 :마늘에서 초콜릿까지 18가지 재료로 요리한 경제 이야기 ","장하준 지음 ;김희정 옮김","부키","2023","","9788960519794","58",
"80","케이크가 커졌어요! ","구도 노리코 글·그림 ;윤수정 옮김","책읽는곰","2021","","9791158362515","58",
"80","클루지 :생각의 역사를 뒤집는 기막힌 발견 ","지은이: 개리 마커스 ;옮긴이: 최호영","웅진씽크빅","2008","","9788901090184","58",
"80","파친코 :이민진 장편소설","이민진 지음 ;이미정 옮김","문학사상","2018","1","9788970129815","58",
"88","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","2","9788937853470","57",
"88","10배의 법칙 :성공과 실패를 가르는 유일한 차이 ","그랜트 카돈 지음 ;최은아 옮김","부·키","2022","","9788960519145","57",
"88","슈퍼 히어로의 똥 닦는 법 ","안영은 글 ;최미란 그림","책읽는곰","2018","","9791158360931","57",
"88","아몬드손원평 장편소설","손원평","창비","2017","22","9788936434267","57",
"88","총, 균, 쇠 :무기, 병균, 금속 은 인류 의 운명 을 어떻게 바꿨는가 ","재레드 다이아몬드 지음 ;김진준 옮김","문학사상","2012","","9788970127248","57",
"88","호랭떡집 ","글·그림: 서현","사계절(사계절출판사)","2023","","9791169811163","57",
"94","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","3","9788937889714","56",
"95","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","2","9791164060498","55",
"95","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","3","9788936448011","55",
"95","미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ","기시미 이치로,전경아 옮김","인플루엔셜","2014","","9788996991342","55",
"95","부의 인문학 :슈퍼리치의 서재에서 찾아낸 부자의 길 ","브라운스톤 지음","Openmind(오픈마인드)","2019","","9788995563502","55",
"95","신사고 SSEN 쎈 고등 수학 1 + 수학 2 세트 ( 2014 고1적용 / 새교육과정 ) - 오답노트+단어장 사은품증정","","좋은책신사고","2013","","0000000000000","55",
"95","이상한 손님 ","백희나","책읽는곰","2018","","9791158360801","55",
"95","정리하는 뇌 :디지털 시대, 정보와 선택 과부하로 뒤엉킨 머릿속과 일상을 정리하는 기술 ","대니얼 J. 레비틴 지음 ;김성훈 옮김","미래엔","2014","","9788937837654","55",
"95","지적 대화를 위한 넓고 얕은 지식 0 :지혜를 찾아 138억 년을 달리는 시간 여행서 ","채사장 지음","Whale Books(웨일북)","2019","","9791190313131","55",
"95","하늘 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2017","","9788966350759","55",
"104","(사이토 히토리의) 1퍼센트 부자의 법칙 ","사이토 히토리 [지음] ;김진아 옮김","나비스쿨","2023","","9791197389450","54",
"104","아비투스 :인간의 품격을 결정하는 7가지 자본 ","도리스 메르틴 지음 ;배명자 옮김","다산북스","2020","","9791130630762","54",
"104","어서오세요, 휴남동 서점입니다 :황보름 장편소설 ","지은이: 황보름","클레이하우스","2022","","9791197377143","54",
"104","오싹오싹 팬티! ","글: 에런 레이놀즈 ;옮김: 홍연미","토토북","2018","","9788964963678","54",
"104","추리 천재 엉덩이 탐정과 카레 사건 ","트롤 글·그림 ;김정화 옮김","미래엔","2019","","9791164130764","54",
"104","흔한남매 과학 탐험대","원작: 흔한남매 ;그림: 김덕영","김영사","2021","2","9788934980254","54",
"110","(운명을 바꾸는) 부동산 투자 수업 :82만 명의 투자 멘토 '부동산읽어주는남자' 정태익의 반드시 읽어야 할 부동산 트렌드 ","정태익","리더스북","[202","1","9788901259307","53",
"110","당근 유치원 ","지은이: 안녕달","창비","2020","","9788936455484","53",
"110","멘탈을 바꿔야 인생이 바뀐다 :나의 잠재력을 최대로 끌어올려 100% 성공하는 삶을 사는 방법 ","박세니 지음","바이포엠 스튜디오","2022","","9791191043761","53",
"110","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","2","9791164136438","53",
"114","(운명을 바꾸는) 부동산 투자 수업 :82만 명의 투자 멘토 '부동산읽어주는남자' 정태익의 반드시 읽어야 할 부동산 트렌드 ","정태익","리더스북","[202","2","9788901259314","52",
"114","당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게 ","정희원 지음","길벗","2023","","9791140702589","52",
"114","아파트 투자는 사이클이다 ","이현철 지음","여의도책방","2022","","9791191904048","52",
"114","장사의 神 ","우노 다카시 지음 ;김문정 옮김","쌤앤파커스","2012","","9788965700890","52",
"114","파이어 =그들은 어떻게 남들보다 빨리 경제적 자유를 이뤘을까? /Fire ","강환국 지음","Page2(페이지2북스)","2022","","9791190977616","52",
"114","흔한남매 과학 탐험대","원작: 흔한남매 ;그림: 김덕영","김영사","2021","1","9788934989257","52",
"114","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","5","9791168410848","52",
"121","내면소통 =삶의 변화를 가져오는 마음근력 훈련/Inner communication","김주환 지음","인플루엔셜","2023","","9791168340855","51",
"121","달 샤베트 ","지은이: 백희나","책읽는곰","2014","","9791185564074","51",
"121","오늘 밤, 세계에서 이 사랑이 사라진다 해도 ","이치조 미사키 지음 ;권영주 옮김","바이포엠","2021","","9791191043297","51",
"121","파친코 :이민진 장편소설","이민진 지음 ;이미정 옮김","문학사상","2018","2","9788970129822","51",
"121","흔한남매 과학 탐험대 4 : 물질","흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 최진수 (감수), 정현철, 김희목, 권경아, 최진수 (기획)","주니어김영사","2022","","9788934930549","51",
"126","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","3","9788950976118","50",
"126","그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘 ","앤절라 더크워스 지음 ;김미정 옮김","비즈니스북스","2016","","9791186805398","50",
"126","나는 4시간만 일한다 :디지털 노마드 시대 완전히 새로운 삶의 방식 ","팀 페리스 지음 ;윤동준 옮김","빛과향기","2017","","9791185584454","50",
"126","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","5","9791164139750","50",
"126","지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ","지은이: 팀 마샬 ;옮긴이: 김미선","사이","2016","","9788993178692","50",
"126","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","3","9791164137923","50",
"132","레버리지 :자본주의 속에 숨겨진 부의 비밀 ","롭 무어 지음 ;김유미 옮김","다산북스","2017","","9791130612249","49",
"132","물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기 ","룰루 밀러 지음 ;정지인 옮김","곰출판","2021","","9791189327156","49",
"132","부자의 언어 :어떻게 살아야 부자가 되는지 묻는 아들에게 ","존 소포릭 지음 ;이한이 옮김","윌북","2020","","9791155812594","49",
"132","웰씽킹 =부를 창조하는 생각의 뿌리 /Wealthinking ","켈리 최 지음","다산북스","2021","","9791130677774","49",
"132","작별인사 :김영하 장편소설 ","지은이: 김영하","복복서가","2022","","9791191114225","49",
"132","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","1","9791168412248","49",
"138","(전세부터 매매까지 알면 알수록 많이 받고 싸게 받는) 대출의 마법 ","레오 지음","다산북스","2022","","9791130692944","48",
"138","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","6","9791162335123","48",
"138","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","1","9791164134649","48",
"138","12가지 인생의 법칙 :혼돈의 해독제 ","조던 B. 피터슨 지음 ;강주헌 옮김","메이븐","2018","","9791196067694","48",
"138","꽁꽁꽁 ","윤정주 글·그림","책읽는곰","2016","","9791158360276","48",
"138","달콩이네 떡집 ","김리리 글 ;김이랑 그림","비룡소","2021","","9788949162126","48",
"138","당신은 결국 무엇이든 해내는 사람 :김상현 에세이 ","지은이: 김상현","필름(필름출판사)","2022","","9791188469994","48",
"138","두더지의 여름 :김상근 그림책 ","글·그림: 김상근","사계절(사계절출판사)","2022","","9791160949599","48",
"138","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","51","9788950995904","48",
"138","마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche ","장재형 지음","유노콘텐츠그룹","2022","","9791192300245","48",
"138","만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42 ","김혜남 지음","메이븐","2022","","9791190538510","48",
"138","미키7 :에드워드 애슈턴 SF 장편소설 ","지은이: 에드워드 애슈턴 ;옮긴이: 배지혜","황금가지","2022","","9791170521730","48",
"138","식빵 유령 ","글·그림: 윤지","웅진씽크빅","2020","","9788901245690","48",
"138","오싹오싹 도깨비 숲 ","구도 노리코 글·그림 ;윤수정 옮김","책읽는곰","2019","","9791158361440","48",
"138","챗GPT :2023 전 세계를 뒤흔든 빅이슈의 탄생 ","반병현 지음","생능출판사","2023","","9791192932057","48",
"138","초수익 성장주 투자 :세계에서 가장 비밀스러운 주식 투자 시스템 ","마크 미너비니 지음 ;김태훈 옮김","이레미디어","2023","","9791191328790","48",
"138","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","2","9791168413955","48",
"155","(효기심의) 권력으로 읽는 세계사 :세상을 움직이는 힘을 이해하는 가장 솔직한 안내서","효기심 지음","다산북스","2023","","9791130642147","47",
"155","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","1","9788950973353","47",
"155","뇌, 욕망의 비밀을 풀다 :인간의 소비심리를 지배하는 뇌과학의 비밀 ","한스-게오르크 호이젤 지음 ;한윤진 옮김","비즈니스북스","2019","","9791162541029","47",
"155","달리기를 말할 때 내가 하고 싶은 이야기 =What I talk about when I talk about running ","무라카미 하루키 지음 ;임홍빈 옮김","문학사상","2009","","9788970128337","47",
"155","마케팅 설계자 :자동 수익을 실현하는 28가지 마케팅 과학 ","러셀 브런슨 지음 ;이경식 옮김","윌북","2022","","9791155815656","47",
"155","목련 만두","백유연 (지은이)","웅진주니어","2023","","9788901269061","47",
"155","배터리 전쟁 :리튬부터 2차 전지까지, 누가 새로운 경제 영토를 차지할 것인가 ","루카스 베드나르스키 지음 ;안혜림 옮김","위즈덤하우스","2023","","9791168125353","47",
"155","수상한 신호등 ","더 캐빈 컴퍼니 글·그림 ;송태욱 옮김","비룡소","2020","","9788949105239","47",
"155","엄마의 이상한 출근길 :김영진 그림책 ","지은이: 김영진","책읽는곰","2021","","9791158362270","47",
"155","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","4","9791164138425","47",
"155","코스모스 :특별판 ","칼 세이건 지음 ;홍승수 옮김","사이언스북스","2006","","9788983711892","47",
"155","틀려도 괜찮아","마키타 신지 글;유문조 옮김","토토북","2006","","9788990611260","47",
"167","(오은영 박사가 전하는) 금쪽이들의 진짜 마음속 ","오은영 지음","Oeun(오은라이프사이언스)","2022","","9791192255323","46",
"167","거인의 어깨 =홍진채 해설로 통찰하는 주식 대가들의 투자법.Shoulders of giants ","홍진채 지음","콘텐츠그룹 포레스트","2022","1","9791192625133","46",
"167","거인의 어깨 =홍진채 해설로 통찰하는 주식 대가들의 투자법.Shoulders of giants ","홍진채 지음","콘텐츠그룹 포레스트","2022","2","9791192625140","46",
"167","나는 주식 대신 달러를 산다 :성공률 100% 투자자의 기발한 파이프라인 ","박성현 지음","RHK(알에이치코리아)","2021","","9788925588636","46",
"167","달러구트 꿈 백화점.이미예 장편소설 ","지은이: 이미예","팩토리나인","2020","2","9791165343729","46",
"167","베싸육아 :0~4세 알기만 해도 차이를 만드는 육아 대원칙 6 ","박정은 지음","래디시","2023","","9791198129109","46",
"167","수영장 가는 날 =염혜원 그림책 /Saturday is swimming day ","글·그림: 염혜원","창비","2018","","9788936455286","46",
"167","욕심은 그만, 레이스 장갑! :유설화 그림책 ","유설화","책읽는곰","2022","","9791158363154","46",
"167","이웃집 백만장자 변하지 않는 부의 법칙 :흔들리지 않는 부는 어떻게 축적되는가 ","지은이: 토머스 스탠리,옮긴이: 김미정","비즈니스북스","2019","","9791162541197","46",
"167","친구의 전설 :이지은 그림책 ","글·그림: 이지은","웅진씽크빅","2021","","9788901251226","46",
"167","퀀트투자 무작정 따라하기 =Quantitative investing ","강환국 지음","길벗","2022","","9791140701490","46",
"167","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","12","9791168414471","46",
"167","흔한남매 과학 탐험대 3 : 인체","흔한남매 (원작), 이재국, 이현진, 서지은 (글), 김덕영 (그림), 정현철, 김희목, 권경아, 최진수, 박준건 (기획)","주니어김영사","2021","","9788934983439","46",
"167","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","4","9791130641607","46",
"167","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","1","9791164136032","46",
"167","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","4","9791164138982","46",
"183","GPT 제너레이션 - 챗GPT가 바꿀 우리 인류의 미래","이시한 (지은이)","북모먼트","2023","","9791191891270","45",
"183","나는 개다 ","백희나","책읽는곰","2019","","9791158361365","45",
"183","마음버스 ","글: 김유 ;그림: 소복이","천개의바람","2022","","9791165732257","45",
"183","바다 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2014","","9788966350278","45",
"183","부동산을 공부할 결심 ","배문성 지음","어바웃어북","2022","","9791192229140","45",
"183","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2022","12","9788950905682","45",
"183","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","1","9791195794799","45",
"183","숲속 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2021","","9788966351411","45",
"183","우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ","지은이: 김초엽","허블","2019","","9791190090018","45",
"183","착한 달걀 ","조리 존 글 ;김경희 옮김","길벗어린이","2022","","9788955826418","45",
"193","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","4","9788936448134","44",
"193","눈물을 마시는 새","이영도 지음","황금가지","2003","1","9788982735745","44",
"193","모든 삶은 흐른다 :삶의 지표가 필요한 당신에게 바다가 건네는 말 ","로랑스 드빌레르 지음 ;이주영 옮김","Fika(피카)","2023","","9791190299770","44",
"193","밥 프록터 부의 확신 :세계 단 1%만이 알고 있는 부와 성공의 비밀 ","밥 프록터 지음 ;김문주 옮김","비즈니스북스","2022","","9791162542866","44",
"193","백년운동 :척추·관절 아프지 않게 100세까지 운동하는 방법 ","저자: 정선근","아티잔","2019","","9791196834005","44",
"193","백년허리 :백년 동안 간직할 허리 사용설명서 ","저자: 정선근","언탱글링","2021","1","9791197437304","44",
"193","부자 아빠 가난한 아빠 :'현금흐름 사분면'과 돈을 관리하는 7가지 방법","지은이: 로버트 기요사키 ;옮긴이: 안진환","민음인","2012","2","9788982732508","44",
"193","세상의 마지막 기차역 ","무라세 다케시 지음 ;김지연 옮김","바이포엠 스튜디오","2022","","9791191043754","44",
