제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"127","참을 수 없는 존재의 가벼움 ","지은이: 밀란 쿤데라 ;옮긴이: 이재룡","민음사","2018","","9788937437564","91",
"127","파과 :구병모 장편소설 ","지은이: 구병모","자음과모음","2013","","9788957077740","91",
"131","브람스를 좋아하세요 ","프랑수아즈 사강 [지음] ;김남주 옮김","민음사","2008","","9788937461798","90",
"131","테라피스트 :B.A. 패리스 장편소설 ","지은이: B.A. 패리스 ;옮긴이: 박설영","바이포엠","2021","","9791191043518","90",
"133","아주 오랜만에 행복하다는 느낌 :백수린 에세이 ","지은이: 백수린","창비","2022","","9788936438869","89",
"133","여름은 오래 그곳에 남아 ","지은이: 마쓰이에 마사시 ;옮긴이: 김춘미","비채","2016","","9788934972204","89",
"133","옥상에서 만나요 :정세랑 소설집 ","지은이: 정세랑","창비","2018","","9788936437534","89",
"136","우리는 여전히 삶을 사랑하는가 ","지은이: 에리히 프롬 ;옮긴이: 장혜경","김영사","2022","","9788934949671","88",
"136","이어령의 마지막 수업 ","김지수 지음","열림원","2021","","9791170400523","88",
"138","2023 제14회 젊은작가상 수상작품집","이미상, 김멜라, 성혜령, 이서수, 정선임, 함윤이, 현호정 (지은이)","문학동네","2023","","9788954691741","87",
"138","아홉수 가위 ","지은이: 범유진","안전가옥","2021","","9791191193237","87",
"138","잘될 수밖에 없는 너에게 :최서영 에세이 ","지은이: 최서영","북로망스","2022","","9791191891201","87",
"141","여기는 커스터드, 특별한 도시락을 팝니다 ","가토 겐 지음 ;양지윤 옮김","필름(필름 출판사)","2022","","9791192403076","86",
"142","GV 빌런 고태경 :2020 한경신춘문예 당선작 ","지은이: 정대건","은행나무","2020","","9791190492430","85",
"142","뉴서울파크 젤리장수 대학살 :조예은 장편소설 ","지은이: 조예은","안전가옥","2019","","9791196347048","85",
"142","참을 수 없는 존재의 가벼움 ","밀란 쿤데라 지음 ;이재룡 옮김","민음사","2009","","9788937462344","85",
"145","부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ","엠제이 드마코 지음 ;신소영 옮김","북새통","2013","","9788994702346","84",
"145","언어의 온도 :말과 글에는 나름의 따뜻함과 차가움이 있다 ","지은이: 이기주","말글터","2016","","9791195522125","84",
"145","젊은 ADHD의 슬픔 :정지음 에세이 ","지은이: 정지음","민음사","2021","","9788937472114","84",
"148","기분이 태도가 되지 않게 :기분 따라 행동하다 손해 보는 당신을 위한 심리 수업 ","레몬심리 지음 ;박영란 옮김","웅진씽크빅","2020","","9788901243658","83",
"148","바다의 뚜껑 ","지은이: 요시모토 바나나 ;옮긴이: 김난주","민음사","2016","","9788937433207","83",
"148","아라의 소설 :정세랑 미니픽션 ","지은이: 정세랑","안온(안온북스)","2022","","9791197873065","83",
"151","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","1","9791165343996","82",
"151","라플라스의 마녀 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2016","","9788972757573","82",
"153","다섯 번째 감각 :김보영 소설집 ","지은이: 김보영","아작","2022","","9791166686603","81",
"153","언스크립티드 :부의 추월차선 완결판 ","엠제이 드마코 지음 ;안시열 옮김","토트","2018","","9791187444213","81",
"153","지적 대화를 위한 넓고 얕은 지식","채사장 지음","한빛비즈","2015","","9788994120997","81",
"156","고독사 워크숍 :박지영 장편소설 ","지은이: 박지영","민음사","2022","","9788937473364","80",
"156","녹나무의 파수꾼 =The camphorwood custodian ","저자: 히가시노 게이고 ;옮긴이: 양윤옥","소미미디어","2020","","9791165075064","80",
"156","봉제인형 살인사건 :다니엘 콜 장편소설 ","저자: 다니엘 콜 ;옮긴이: 유혜인","Book plaza(북플라자)","2017","","9788998274931","80",
"156","불안 ","지은이: 알랭 드 보통 ;정영목 옮김","은행나무","2012","","9788956605593","80",
"156","아가미 :구병모 장편소설 ","지은이: 구병모","자음과모음","2011","","9788957075425","80",
"156","죽고 싶지만 떡볶이는 먹고 싶어 :백세희 에세이 ","지은이: 백세희","흔","2018","","9791196394509","80",
"156","프레임 :나를 바꾸는 심리학의 지혜 ","최인철 지음","21세기북스(북이십일 21세기북스)","2016","","9788950966447","80",
"163","기분이 태도가 되지 말자 - 감정조절이 필요한 당신을 위한 책","김수현 (지은이)","하이스트","2022","","9791197647666","79",
"163","사랑의 이해 :이혁진 장편소설 ","지은이: 이혁진","민음사","2019","","9788937439933","79",
"163","오베라는 남자 :프레드릭 배크만 장편소설 ","지은이: 프레드릭 배크만 ;옮긴이: 최민우","다산북스","2015","","9791130605210","79",
"163","왜 일하는가 :지금 당신이 가장 뜨겁게 물어야 할 첫 번째 질문 ","지은이: 이나모리 가즈오 ;옮긴이: 김윤경","다산북스","2021","","9791130637037","79",
"163","프리즘 :손원평 장편소설 ","지은이: 손원평","은행나무","2020","","9791191071030","79",
"168","(오은영의) 화해 :상처받은 내면의 나와 마주하는 용기 ","오은영 지음","대성","2019","","9788997396870","78",
"168","나는 오래된 거리처럼 너를 사랑하고 :진은영 시집 ","지은이: 진은영","문학과지성사","2022","","9788932040448","78",
"168","슬픔을 공부하는 슬픔 :신형철 산문 ","지은이: 신형철","한겨레출판","2018","","9791160401967","78",
"168","역사의 쓸모 :자유롭고 떳떳한 삶을 위한 22가지 통찰 ","최태성 지음","다산북스","2019","","9791130621968","78",
"168","팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ","지은이: 한스 로슬링,옮긴이: 이창신","김영사","2019","","9788934985068","78",
"168","폭풍의 언덕","에밀리 브론테 지음;김종길 옮김","민음사","2005","","9788937461187","78",
"174","덧니가 보고 싶어 :정세랑 장편소설 ","지은이: 정세랑","난다","2019","","9791188862375","77",
"174","안젤리크 :기욤 뮈소 장편소설 ","글: 기욤 뮈소 ;옮긴이: 양영란","밝은세상","2022","","9788984374546","77",
"176","노르웨이의 숲 =Norwegian wood ","지은이: 무라카미 하루키 ;옮긴이: 양억관","민음사","2017","","9788937434488","76",
"176","오만과 편견","제인 오스틴 지음;전승희 [공]옮김","민음사","2003","","9788937460883","76",
"176","인간의 흑역사 ","지은이: 톰 필립스 ;옮긴이: 홍한결","윌북","2019","","9791155812396","76",
"176","파친코 :이민진 장편소설 ","지은이: 이민진 ;옮긴이: 신승미","인플루엔셜","2022","2","9791168340541","76",
"180","마법소녀 은퇴합니다 :박서련 소설 ","지은이: 박서련","창비","2022","","9788936438739","75",
"180","밤에 찾아오는 구원자 :천선란 장편소설 ","지은이: 천선란","안전가옥","2021","","9791191193138","75",
"180","철학은 어떻게 삶의 무기가 되는가 :불확실한 삶을 돌파하는 50가지 생각 도구 ","야마구치 슈 지음 ;김윤경 옮김","다산북스","2019","","9791130620459","75",
"183","다정소감 :김혼비 산문집 ","지은이: 김혼비","안온(안온북스)","2021","","9791197504136","74",
"183","데일 카네기 인간관계론 ","데일 카네기 지음 ;임상훈 옮김","현대지성","2019","","9791187142560","74",
"183","인스타 브레인 =몰입을 빼앗긴 시대, 똑똑한 뇌 사용법 /Insta brain ","안데르스 한센 지음 ;김아영 옮김","동양북스","2020","","9791157686179","74",
"183","초급 한국어 :문지혁 장편소설 ","지은이: 문지혁","민음사","2020","","9788937473302","74",
"183","해저도시 타코야키 :김청귤 연작소설집 ","지은이: 김청귤","인플루엔셜","2023","","9791168340930","74",
"188","나주에 대하여 :김화진 소설 ","지은이: 김화진","문학동네","2022","","9788954688994","73",
"188","날씨가 좋으면 찾아가겠어요 :이도우 장편소설 ","지은이: 이도우","시공사","2018","","9788952791160","73",
"188","노르웨이의 숲 =Noruuei no mori ","지은이: 무라카미 하루키 ;옮긴이: 양억관","민음사","2013","","9788937463105","73",
"188","데일 카네기 자기관리론 ","데일 카네기 지음 ;임상훈 옮김","현대지성","2021","","9791191280333","73",
"188","위저드 베이커리 =구병모 장편소설 /Wizard bakery ","지은이: 구병모","창비","2009","","9788936433697","73",
"193","28 :정유정 장편소설 ","지은이: 정유정","은행나무","2013","","9788956607030","72",
"193","시작의 기술 :침대에 누워서 걱정만 하는 게으른 완벽주의자를 위한 7가지 무기 ","개리 비숍 지음 ;이지연 옮김","웅진씽크빅","2019","","9788901230658","72",
"193","싯다르타","헤르만 헤세 지음;박병덕 옮김","민음사","2002","","9788937460586","72",
"193","중급 한국어 :문지혁 장편소설 ","지은이: 문지혁","민음사","2023","","9788937473838","72",
"197","(2022 제13회) 젊은작가상 수상작품집 ","지은이: 임솔아,서이제","문학동네","2022","","9788954685887","71",
"197","네 이웃의 식탁 :구병모 장편소설 ","지은이: 구병모","민음사","2018","","9788937473197","71",
"197","레몬 :권여선 장편소설 ","지은이: 권여선","창비","2019","","9788936434366","71",
"197","모순:양귀자 장편소설","양귀자 지음","살림출판사","1998","","9788985577922","71",
