제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"152","죽음의 역사 :죽음은 어떻게 우리의 세상을 변화시켰는가? ","앤드루 도이그 지음 ;석혜미 옮김","로크미디어","2023","","9791140806409","78",
"152","지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ","지은이: 팀 마샬 ;옮긴이: 김미선","사이","2016","","9788993178692","78",
"156","아버지에게 갔었어 :신경숙 장편소설 ","지은이: 신경숙","창비","2021","","9788936434465","77",
"157","모래알만 한 진실이라도 :박완서 에세이 ","지은이: 박완서","세계사 컨텐츠 그룹","2020","","9788933871553","75",
"157","부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ","엠제이 드마코 지음 ;신소영 옮김","북새통","2013","","9788994702346","75",
"157","센 강의 이름 모를 여인 :기욤 뮈소 장편소설 ","지은이: 기욤 뮈소 ;옮긴이: 양영란","밝은세상","2022","","9788984374386","75",
"157","이지성의 1만 킬로미터 - 그들은 왜 목숨을 건 여정을 떠나는가?","이지성 (지은이)","차이정원","2023","","9791191360721","75",
"157","챗GPT :2023 전 세계를 뒤흔든 빅이슈의 탄생 ","반병현 지음","생능출판사","2023","","9791192932057","75",
"162","그냥 밥 먹자는 말이 아니었을지도 몰라","양희경 (지은이)","달","2023","","9791158161620","74",
"162","메이드 ","니타 프로스 지음 ;노진선 옮김","한국경제신문 한경BP","2023","","9788947548762","74",
"162","미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ","기시미 이치로,전경아 옮김","인플루엔셜","2014","","9788996991342","74",
"162","아비투스 :인간의 품격을 결정하는 7가지 자본 ","도리스 메르틴 지음 ;배명자 옮김","다산북스","2020","","9791130630762","74",
"162","염증 해방 :병 없이 오래 사는 사람들의 비밀 ","정세연 지음","다산북스","2022","","9791130694801","74",
"162","오십에 읽는 순자 :새로운 삶을 시작하기 위한 철학 수업 ","최종엽 지음","유노콘텐츠그룹","2023","","9791192300528","74",
"162","위로의 미술관 :지친 하루의 끝, 오직 나만을 위해 열려 있는 ","진병관 지음","빅피시","2022","","9791191825145","74",
"162","작별 곁에서","신경숙 (지은이)","창비","2023","","9788936439019","74",
"162","재수사 :장강명 장편소설 ","지은이: 장강명","은행나무","2022","2","9791167372024","74",
"171","살인 플롯 짜는 노파 :엘리 그리피스 장편소설 ","지은이: 엘리 그리피스 ;옮긴이: 신승미","나무옆의자","2022","","9791161571430","73",
"171","시간이 있었으면 좋겠다 :김신지 에세이 ","지은이: 김신지","잠비","2023","","9791198068408","73",
"173","살인자의 기억법 :김영하 장편소설 ","지은이: 김영하","문학동네","2013","","9788954622035","72",
"173","외로움 수업 :온전한 나와 마주하는 시간에 대하여 ","김민식 지음","생각정원","2023","","9791191360608","72",
"173","월급쟁이 부자로 은퇴하라 :3년 만에 30년 치 연봉을 번 김 과장의 시스템 마련법 ","너나위 지음","RHK(알에이치코리아)","2019","","9788925566511","72",
"176","백년운동 :척추·관절 아프지 않게 100세까지 운동하는 방법 ","저자: 정선근","아티잔","2019","","9791196834005","71",
"176","수상한 중고상점 :미치오 슈스케 장편소설 ","지은이: 미치오 슈스케 ;옮긴이: 김은모","다산북스","2022","","9791130689241","71",
"176","언어의 온도 :말과 글에는 나름의 따뜻함과 차가움이 있다 ","지은이: 이기주","말글터","2016","","9791195522125","71",
"176","은유의 글쓰기 상담소 :계속 쓰려는 사람을 위한 48가지 이야기 ","은유 지음","김영사","2023","","9788934942948","71",
"176","체리새우 :황영미 장편소설 ","지은이: 황영미","문학동네","2019","","9788954654753","71",
"176","퍼핏 쇼","M. W. 크레이븐 (지은이), 김해온 (옮긴이)","위즈덤하우스","2023","","9791168126121","71",
"182","당신이 옳다 :정혜신의 적정심리학 ","지은이: 정혜신","해냄","2018","","9788965746669","70",
"182","바깥은 여름 :김애란 소설 ","지은이: 김애란","문학동네","2017","","9788954646079","70",
"182","부자의 그릇 :남을 위해 돈 쓰는 능력을 키우는 법 ","이즈미 마사토 지음 ;김윤수 옮김","다산북스","2015","","9791130604787","70",
"182","수호자들 :존 그리샴 장편소설 ","지은이: 존 그리샴 ;옮긴이: 남명성","대원씨아이","2023","","9791169793087","70",
"182","연적 :김호연 장편소설 ","지은이: 김호연","나무옆의자","2015","","9791186748138","70",
"182","장미의 이름은 장미 :은희경 연작소설 ","지은이: 은희경","문학동네","2022","","9788954684736","70",
"188","80세의 벽 :벽을 넘어서면 인생에서 가장 행복한 20년이 기다린다 ","와다 히데키 지음 ;김동연 옮김","한즈미디어","2022","","9791160078671","69",
"188","마음이 흐르는 대로 =삶이 흔들릴 때 우리가 바라봐야 할 단 한 가지 /Follow your heart ","지나영 지음","다산북스","2020","","9791130632506","69",
"188","백년허리 :백년 동안 간직할 허리 사용설명서 ","저자: 정선근","언탱글링","2021","1","9791197437304","69",
"188","사라진 소녀들의 숲 :허주은 장편소설 ","지은이: 허주은 ;옮긴이: 유혜인","M창비(미디어창비)","2022","","9791191248913","69",
"188","슬픔의 방문 :장일호 에세이 ","지은이: 장일호","낮은산","2022","","9791155251591","69",
"193","(그대로 따라 하면 식비가 줄어드는) 기적의 집밥책 :유기농 재료로 만드는 알뜰하고 맛있는 집밥 공식 ","김해진 지음","청림출판","2023","","9791198161413","68",
"193","(댄 애리얼리) 부의 감각 ","댄 애리얼리,이경식 옮김","청림출판","2018","","9788935212224","68",
"193","(법륜 스님의) 행복 :행복해지고 싶지만 길을 몰라 헤매는 당신에게 ","법륜 지음 ;최승미 그림","문학동네","2016","","9788954637169","68",
"193","거꾸로 읽는 세계사 ","유시민 지음","돌베개","2021","","9791191438406","68",
"193","나의 아름다운 할머니 :심윤경 에세이 ","지은이: 심윤경","사계절(사계절출판사)","2022","","9791160949643","68",
"193","백년 허리 :허리 보증 기간을 100년으로 늘리는 방법 ","지은이: 정선근","사이언스북스","2015","","9788983717573","68",
"193","사랑의 이해 :이혁진 장편소설 ","지은이: 이혁진","민음사","2019","","9788937439933","68",
"193","세계 방방곡곡 여행 일기 :마스다 미리 에세이 ","지은이: 마스다 미리 ;옮긴이: 이소담","북포레스트","2023","","9791192025124","68",
