제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"97","이기적 유전자 :진화론의 새로운 패러다임 ","리처드 도킨스 지음 ;이상임 옮김","을유문화사","2010","","9788932471631","34",
"97","환상서점 :소서림 장편소설 ","지은이: 소서림","해피북스투유","2023","","9791164798926","34",
"105","(뉴턴이 들려주는) 지수함수와 로그함수 이야기 ","이지현 지음","자음과모음","2009","","9788954415866","33",
"105","7년의 밤 :정유정 장편소설 ","지은이: 정유정","은행나무","2011","","9788956604992","33",
"105","생명과학, 신에게 도전하다 :5개의 시선으로 읽는 유전자가위와 합성생물학 ","김응빈,송기원 엮음","동아시아","2017","","9788962621778","33",
"105","수학은 어떻게 문명을 만들었는가 :인간의 문명과 역사를 이끈 놀라운 수학에 관하여 ","마이클 브룩스 지음 ;고유경 옮김","로크미디어","2022","","9791140800285","33",
"105","숨결이 바람 될 때 :서른여섯 젊은 의사의 마지막 순간 ","폴 칼라니티 지음 ;이종인 옮김","흐름출판","2016","","9788965961956","33",
"105","아몬드 :손원평 장편소설 ","지은이: 손원평","창비","2017","","9788936456788","33",
"105","아픔이 길이 되려면 :정의로운 건강을 찾아 질병의 사회적 책임을 묻다 ","김승섭 지음","동아시아","2017","","9788962621952","33",
"105","알로하, 나의 엄마들 :이금이 장편소설 ","지은이: 이금이","창비","2020","","9788936477936","33",
"105","여름의 빌라 :백수린 소설 ","지은이: 백수린","문학동네","2020","","9788954673105","33",
"105","오만과 편견","제인 오스틴 지음;전승희 [공]옮김","민음사","2003","","9788937460883","33",
"105","이토록 아름다운 수학이라면 :내 인생의 χ값을 찾아줄 감동의 수학 강의 ","최영기 지음","21세기북스(북이십일 21세기북스)","2019","","9788950979959","33",
"105","적분이 콩나물 사는 데 무슨 도움이 돼? :수학의 쓸모를 모르고 자란 대한민국의 수포자들에게 ","지은이: 쏭샘,정담","루비페이퍼","2021","","9791186710555","33",
"105","피프티 피플 :정세랑 장편소설 ","지은이: 정세랑","창비","2016","","9788936434243","33",
"118","(세계사를 바꾼) 12가지 신소재 :문명의 기반이 된 '철'부터 미래를 이끌 '메타물질'까지! ","사토 겐타로 지음 ;송은애 옮김","북라이프","2019","","9791188850624","32",
"118","심판 ","베르나르 베르베르 지음 ;전미연 옮김","열린책들","2020","","9788932920405","32",
"118","우리의 정원 :김지현 장편소설 ","지은이: 김지현","사계절(사계절출판사)","2022","","9791160949704","32",
"118","톡 쏘는 방정식 :삶이 풀리는 수학 공부 ","수냐 지음","지노","2020","","9791190282116","32",
"118","파과 :구병모 장편소설 ","지은이: 구병모","위즈덤하우스 미디어그룹","2018","","9791162203620","32",
"118","팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ","지은이: 한스 로슬링,옮긴이: 이창신","김영사","2019","","9788934985068","32",
"118","프리즘 :손원평 장편소설 ","지은이: 손원평","은행나무","2020","","9791191071030","32",
"125","(DNA 혁명) 크리스퍼 유전자가위 :생명 편집의 기술과 윤리, 적용과 규제 이슈 ","전방욱 지음","이상북스","2017","","9788993690491","31",
"125","귤의 맛 :조남주 장편소설 ","지은이: 조남주","문학동네","2020","","9788954671989","31",
"125","다시, 수학이 필요한 순간 :질문은 어떻게 세상을 움직이는가 ","김민형 지음","인플루엔셜","2020","","9791189995997","31",
"125","대도시의 사랑법 :박상영 연작소설 ","지은이: 박상영","창비","2019","","9788936437978","31",
"125","루팡의 딸 =Daughter of Lupin ","저자: 요코제키 다이 ;옮긴이: 최재호","Book Plaza(북플라자)","2019","","9788998274412","31",
"125","사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ","지은이: 유발 하라리 ;옮긴이: 조현욱","김영사","2015","","9788934972464","31",
"125","여름 ","지은이: 이디스 워튼 ;김욱동 옮김","민음사","2020","","9788937463686","31",
"125","오백 년째 열다섯 2 - 구슬의 무게","김혜정 (지은이)","위즈덤하우스","2023","","9791168125803","31",
"133","노인과 바다 ","지은이: 어니스트 헤밍웨이 ;옮긴이: 김욱동","민음사","2012","","9788937462788","30",
"133","다이브 =단요 장편소설 /Dive ","지은이: 단요","창비","2022","","9788936457112","30",
"133","두근두근 내 인생 :김애란 장편소설 ","지은이: 김애란","창비","2011","","9788936433871","30",
"133","수학으로 생각하는 힘 :일상의 모든 순간, 수학은 어떻게 최선의 선택을 돕는가 ","키트 예이츠 지음 ;이충호 옮김","웅진씽크빅","2020","","9788901243931","30",
"133","약속 식당 :박현숙 장편소설 ","지은잉: 박현숙","특별한서재","2022","","9791167030429","30",
"133","양심고백 ","지은이: 김동식","요다","2018","","9791189099008","30",
"133","작은 수학자의 생각실험 :외우지 않고 이해하는 미분·적분의 기본 원리 ","고의관 지음","궁리","2015","","9788958202844","30",
"140","긴긴밤 ","루리 글·그림","문학동네","2021","","9788954677158","29",
"140","날씨가 좋으면 찾아가겠어요 :이도우 장편소설 ","지은이: 이도우","시공사","2018","","9788952791160","29",
"140","돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가 ","지은이: 마이클 샌델 ;옮긴이: 안기순","미래엔","2012","","9788937833663","29",
"140","수학과 그림 사이 :수의 역사부터 함수까지, 그림이 들려주는 수학 이야기 ","홍채영 지음 ","궁리","2018","","9788958205135","29",
"140","신도 주사위 놀이를 한다 :확률, 불확실한 미래에 도전해온 수학의 역사 ","이언 스튜어트 지음 ;장영재 옮김","북라이프","2020","","9791188850969","29",
"140","아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ","제임스 클리어 지음 ;이한이 옮김","비즈니스북스","2019","","9791162540640","29",
"140","지적 대화를 위한 넓고 얕은 지식 1 - 현실 편 : 역사 / 경제 / 정치 / 사회 / 윤리","채사장 (지은이)","웨일북","2020","","9791190313186","29",
"147","(재밌어서 밤새읽는) 화학 이야기 ","사마키 다케오 지음 ;김정환 옮김","더숲","2013","","9788994418513","28",
"147","내게 무해한 사람 :최은영 소설 ","지은이: 최은영","문학동네","2018","","9788954651820","28",
"147","동물농장","조지 오웰 지음;도정일 옮김","민음사","1998","","9788937460050","28",
"147","세상을 움직이는 수학개념 100 ","라파엘 로젠 지음 ;김성훈 옮김","반니","2016","","9791185435725","28",
"147","시간을 파는 상점 :김선영 장편소설 ","지은이: 김선영","자음과모음","2012","","9788954427173","28",
"147","악마의 계약서는 만기 되지 않는다 :리러하 장편소설 ","지은이: 리러하","팩토리나인","2022","","9791165345839","28",
"147","어린이라는 세계 :김소영 에세이 ","지은이: 김소영","사계절(사계절출판사)","2020","","9791160946918","28",
"147","일주일 만에 사랑할 순 없다 ","지은이: 김동식","요다","2020","","9791190594035","28",
"147","일하는 수학 :수학으로 일하는 기술 ","시노자키 나오코 지음 ;김정환 옮김","타임북스","2016","","9788928636785","28",
"147","죽고 싶지만 떡볶이는 먹고 싶어 :백세희 에세이 ","지은이: 백세희","흔","2018","","9791196394509","28",
"147","테스터 :이희영 장편소설 ","지은이: 이희영","허블","2022","","9791190090766","28",
"147","하얼빈 :김훈 장편소설 ","지은이: 김훈","문학동네","2022","","9788954699914","28",
"147","한여름 밤의 꿈 ","윌리엄 셰익스피어 [지음] ;최종철 옮김","민음사","2008","","9788937461729","28",
"160","(하리하라의) 바이오 사이언스 :유전과 생명공학 ","이은희 지음","살림출판사","2009","","9788952210555","27",
"160","(합성의약품 시대는 가고) 바이오의약품 시대가 온다 :biopharmaceuticals 101 ","김시언,이형기 지음","청년의사","2019","","9788991232815","27",
"160","28 :정유정 장편소설 ","지은이: 정유정","은행나무","2013","","9788956607030","27",
"160","거울 속 외딴 성 ","츠지무라 미즈키 지음 ;서혜영 옮김","RHK(알에이치코리아)","2018","","9788925564487","27",
"160","구미호 식당 :박현숙 장편소설 ","지은이: 박현숙","특별한서재","2018","","9791188912179","27",
"160","나인 :천선란 장편소설 ","지은이: 천선란","창비","2021","","9788936438609","27",
"160","너는 기억 못하겠지만 :후지마루 장편소설 ","지은이: 후지마루 ;옮긴이: 김은모","Arte(북이십일 아르테)","2019","","9788950978976","27",
"160","뜻밖의 계절 :임하운 장편소설 ","지은이: 임하운","시공사","2019","","9788952738684","27",
"160","모범생의 생존법 :황영미 장편소설 ","지은이: 황영미","문학동네","2021","","9788954683289","27",
"160","백광 :렌조 미키히코 장편소설 ","지은이: 렌조 미키히코 ;옮긴이: 양윤옥","바이포엠 스튜디오","2022","","9791191043617","27",
"160","수상한 목욕탕 ","마쓰오 유미 지음 ;이수은 옮김","문예춘추사","2022","","9788976045249","27",
"160","수학은 어떻게 무기가 되는가 :세상 모든 것을 숫자로 바라볼 수 있게 해준다 ","다카하시 요이치 지음 ;김정환 옮김","센시오","2020","","9791190356602","27",
"160","스노볼 드라이브 :조예은 장편소설 ","지은이: 조예은","민음사","2021","","9788937473319","27",
"160","재와 물거품 ","지은이: 김청귤","안전가옥","2021","","9791191193114","27",
"160","챌린지 블루 :이희영 장편소설 ","이희영 지음","창비교육","2022","","9791165701208","27",
"160","천문학자는 별을 보지 않는다 ","심채경 지음","문학동네","2021","","9788954677257","27",
"176","(시험, 생활, 교양 상식으로 나눠서 배우는) 수학대백과사전 :실생활에 꼭 필요한 수학에 접근하는 공식, 정리, 규칙 127가지 ","구라모토 다카후미 지음 ;린커넥터 옮김","동양북스","2020","","9791157686773","26",
"176","(질병 정복의 꿈), 바이오 사이언스 =과학전문기자의 최신 의료기술 트렌드 /Bio science ","이성규 지음","MID(엠아이디)","2019","","9791187601876","26",
"176","(푸리에가 들려주는) 삼각함수 이야기 ","송륜진 지음","자음과모음","2009","","9788954415927","26",
"176","가면산장 살인사건 ","지은이: 히가시노 게이고 ;옮긴이: 김난주","재인","2014","","9788990982575","26",
"176","가장 아름다운 기억을 너에게 보낼게 ","하세가와 카오리 지음 ;김진환 옮김","서사원","2022","","9791168220836","26",
"176","너를 영어1등급으로 만들어주마 - 당신도 늦지 않았다! 수능 50일 전 내가 발견한 비밀","서림","메리포핀스","2018","","9791196427306","26",
"176","목소리를 드릴게요 :정세랑 소설집 ","지은이: 정세랑","아작","2020","","9791165300005","26",
"176","발칙한 수학책 :복잡한 계산 없이 그림과 이야기로 수학머리 만드는 법 ","최정담 지음","Whale Books(웨일북)","2021","","9791190313919","26",
"176","열다섯에 곰이라니 :추정경 장편소설 ","지은이: 추정경","다산북스","2022","","9791130695723","26",
"176","용의자 X의 헌신 ","히가시노 게이고 지음 ;양억관 옮김","재인","2017","","9788990982704","26",
"176","우아한 거짓말 :김려령 장편소설 ","김려령","창비","2009","","9788936456221","26",
"176","작별인사 :김영하 장편소설 ","지은이: 김영하","복복서가","2022","","9791191114225","26",
"176","코스모스 :특별판 ","칼 세이건 지음 ;홍승수 옮김","사이언스북스","2006","","9788983711892","26",
"176","페스트 ","지은이: 알베르 카뮈 ;옮긴이: 김화영","민음사","2011","","9788937462672","26",
"190","(재밌어서 밤새 읽는) 해부학 이야기 ","사카이 다츠오 지음 ;전지혜 옮김","더숲","2019","","9791186900864","25",
"190","너의 이름은. =Your name. ","지은이: 신카이 마코토 ;옮긴이: 박미정","대원씨아이","2017","","9791133440054","25",
"190","네가 마지막으로 남긴 노래 ","이치조 미사키 지음 ;김윤경 옮김","바이포엠","2021","","9791191043532","25",
"190","눈사람 자살 사건 ","지은이: 최승호","달아실","2019","","9791188710348","25",
"190","라플라스의 마녀 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2016","","9788972757573","25",
"190","루팡의 딸 =Daughter of Lupin","저자: 요코제키 다이 ;옮긴이: 권하영","Book Plaza(북플라자)","2021","2","9791190157346","25",
"190","시간을 건너는 집 :김하연 장편소설 ","지은이: 김하연","특별한서재","2020","","9791188912919","25",
"190","지구는 괜찮아, 우리가 문제지 :곽재식의 기후 시민 수업 ","지은이: 곽재식","어크로스(어크로스출판그룹)","2022","","9791167740342","25",
"190","지적 대화를 위한 넓고 얕은 지식","채사장 지음","한빛비즈","2014","","9788994120966","25",
"190","최종 경고 : 6도의 멸종 :기후변화의 종료, 기후붕괴의 시작 ","마크 라이너스 지음 ;김아림 옮김","세종(세종서적)","2022","","9788984079717","25",
"190","통계의 미학 =통계는 세상을 움직이는 과학이다 /Statistical thinking ","최제호 지음","동아시아","2007","","9788988165911","25",
