제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"19","견딜 수 없는 사랑","이언 매큐언 (지은이), 한정아 (옮긴이)","복복서가","2023","","9791191114430","67",
"19","나의 아름다운 날들 :정지아 소설 ","지은이: 정지아","은행나무","2023","","9791167372703","67",
"19","여행의 이유 :김영하 산문 ","지은이: 김영하","문학동네","2019","","9788954655972","67",
"22","메리골드 마음 세탁소","윤정은 (지은이)","북로망스","2023","","9791191891287","65",
"23","원청 :위화 장편소설 ","지은이: 위화 ;옮긴이: 문현선","푸른숲","2022","","9791156751298","63",
"24","우리, 편하게 말해요 :마음을 다해 듣고 할 말은 놓치지 않는 이금희의 말하기 수업 ","이금희 지음","웅진씽크빅","2022","","9788901264776","62",
"24","파친코 :이민진 장편소설 ","지은이: 이민진 ;옮긴이: 신승미","인플루엔셜","2022","1","9791168340510","62",
"24","파친코 :이민진 장편소설 ","지은이: 이민진 ;옮긴이: 신승미","인플루엔셜","2022","2","9791168340541","62",
"27","완전한 행복 :정유정 장편소설 ","지은이: 정유정","은행나무","2021","","9791167370280","61",
"28","홈 스위트 홈 외 5편 ","지은이: 최진영,최은미","문학사상","2023","","9788970125640","60",
"29","망원동 브라더스 :김호연 장편소설 ","지은이: 김호연","나무옆의자","2013","","9788997962129","59",
"30","고통의 비밀 :통증에 관한 오해와 진실 ","몬티 라이먼 지음 ;박선영 옮김","상상스퀘어","2022","","9791192389059","58",
"30","모든 삶은 흐른다 :삶의 지표가 필요한 당신에게 바다가 건네는 말 ","로랑스 드빌레르 지음 ;이주영 옮김","Fika(피카)","2023","","9791190299770","58",
"32","아버지에게 갔었어 :신경숙 장편소설 ","지은이: 신경숙","창비","2021","","9788936434465","57",
"32","안젤리크 :기욤 뮈소 장편소설 ","글: 기욤 뮈소 ;옮긴이: 양영란","밝은세상","2022","","9788984374546","57",
"34","(건강과 다이어트를 동시에 잡는) 채소·과일식 :단순하면서 자연스러운 가장 효과적인 식단 ","글: 조승우","바이북스","2022","","9791158773120","56",
"34","(오은영의) 화해 :상처받은 내면의 나와 마주하는 용기 ","오은영 지음","대성","2019","","9788997396870","56",
"34","외사랑 ","저자: 히가시노 게이고 ;옮긴이: 민경욱","소미미디어","2022","","9791138413251","56",
"37","블랙 쇼맨과 환상의 여자","히가시노 게이고 (지은이), 최고은 (옮긴이)","알에이치코리아(RHK)","2023","","9788925576633","55",
"38","70대에 행복한 고령자 :70대는 인생 100년 시대의 황금기 ","지은이: 와다 히데키 ;옮긴이: 허영주","청홍","2023","","9788965023210","54",
"38","나의 마지막 엄마 :아사다 지로 장편소설 ","지은이: 아사다 지로 ;옮긴이: 이선희","다산북스","2023","","9791130697819","54",
"40","작별하지 않는다 :한강 장편소설 ","지은이: 한강","문학동네","2021","","9788954682152","53",
"41","상실의 기쁨 - 흐릿한 어둠 속에서 인생의 빛을 발견하는 태도에 관하여","프랭크 브루니 (지은이), 홍정인 (옮긴이)","웅진지식하우스","2023","","9791185424286","52",
"41","안녕의 의식 :미야베 미유키 소설집 ","지은이: 미야베 미유키 ;옮긴이: 홍은주","김영사","2023","","9788934974932","52",
"43","런던에서 온 평양 여자","오혜선 (지은이)","더미라클","2023","","9791198161734","51",
"43","장하준의 경제학 레시피 :마늘에서 초콜릿까지 18가지 재료로 요리한 경제 이야기 ","장하준 지음 ;김희정 옮김","부키","2023","","9788960519794","51",
"45","괜찮아, 그 길 끝에 행복이 기다릴 거야 - 흔들리고 지친 이들에게 산티아고가 보내는 응원","손미나 (지은이)","코알라컴퍼니","2023","","9791198262004","50",
"46","굿 걸 배드 걸 ","지은이: 마이클 로보텀 ;옮긴이: 최필원","더난콘텐츠그룹","2023","","9791158792022","49",
"46","하우스메이드","프리다 맥파든 (지은이), 김은영 (옮긴이)","북플라자","2023","","9791190157551","49",
"46","화이트 러시 =White rush ","저자: 히가시노 게이고 ;옮긴이: 민경욱","소미미디어","2023","","9791138415477","49",
"49","거인의 노트 :인생에서 무엇을 보고 어떻게 기록할 것인가 ","김익한 지음","다산북스","2023","","9791130697529","48",
"49","내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong ","비욘 나티코 린데블라드 지음 ;박미경 옮김","다산북스","2022","","9791130689890","48",
"49","살인 플롯 짜는 노파 :엘리 그리피스 장편소설 ","지은이: 엘리 그리피스 ;옮긴이: 신승미","나무옆의자","2022","","9791161571430","48",
"49","이어령의 마지막 수업 :큰글자책 ","김지수 지음","열림원","2022","","9791170401261","48",
"53","2023 제14회 젊은작가상 수상작품집","이미상, 김멜라, 성혜령, 이서수, 정선임, 함윤이, 현호정 (지은이)","문학동네","2023","","9788954691741","47",
"53","수호자들 :존 그리샴 장편소설 ","지은이: 존 그리샴 ;옮긴이: 남명성","대원씨아이","2023","","9791169793087","47",
"55","시선으로부터, :정세랑 장편소설 ","지은이: 정세랑","문학동네","2020","","9788954672214","46",
"55","여행의 시간 :도시건축가 김진애의 인생 여행법 ","지은이: 김진애","창비","2023","","9788936479251","46",
"55","염증 해방 :병 없이 오래 사는 사람들의 비밀 ","정세연 지음","다산북스","2022","","9791130694801","46",
"58","사랑의 꿈 :손보미 연작소설 ","지은이: 손보미","문학동네","2023","","9788954691505","44",
"58","스즈메의 문단속 ","신카이 마코토 지음 ;민경욱 옮김","대원씨아이","2023","","9791169791977","44",
"58","천년의 질문 :조정래 장편소설 ","저자: 조정래","해냄","2019","1","9788965746829","44",
"61","H마트에서 울다 ","미셸 자우너 지음 ;정혜윤 옮김","문학동네","2022","","9788954683371","43",
"61","모래알만 한 진실이라도 :박완서 에세이 ","지은이: 박완서","세계사 컨텐츠 그룹","2020","","9788933871553","43",
"61","오직 두 사람 :김영하 소설 ","지은이: 김영하","문학동네","2017","","9788954645614","43",
"61","인생의 허무를 어떻게 할 것인가 ","지은이: 김영민","사회평론아카데미","2022","","9791167070791","43",
"61","천년의 질문 :조정래 장편소설 ","저자: 조정래","해냄","2019","3","9788965746843","43",
"66","메이드 ","니타 프로스 지음 ;노진선 옮김","한국경제신문 한경BP","2023","","9788947548762","42",
"66","아침에는 죽음을 생각하는 것이 좋다 ","지은이: 김영민","어크로스","2018","","9791160560640","42",
"66","저만치 혼자서 :김훈 소설 ","지은이: 김훈","문학동네","2022","","9788954686921","42",
"66","죽음의 역사 :죽음은 어떻게 우리의 세상을 변화시켰는가? ","앤드루 도이그 지음 ;석혜미 옮김","로크미디어","2023","","9791140806409","42",
"70","난 그 여자 불편해 :최영미 산문집 ","지은이: 최영미","이미출판사","2023","","9791198181305","41",
"70","내면소통 =삶의 변화를 가져오는 마음근력 훈련/Inner communication","김주환 지음","인플루엔셜","2023","","9791168340855","41",
"70","노란집 ","지은이: 박완서 ;그린이: 이철원","열림원","2013","","9788970637778","41",
"70","순례 주택 :유은실 소설 ","지은이: 유은실","비룡소","2021","","9788949123493","41",
"70","위로의 미술관 :지친 하루의 끝, 오직 나만을 위해 열려 있는 ","진병관 지음","빅피시","2022","","9791191825145","41",
"75","[큰글자책] 불편한 편의점:김호연 장편소설","김호연 지음","","","","9791161571355","40",
"75","가재가 노래하는 곳 :델리아 오언스 장편소설 ","지은이: 델리아 오언스 ;옮긴이: 김선형","살림출판사","2019","","9788952240569","40",
"75","남아 있는 시간을 위하여:100세 철학자의 대표산문선","김형석","김영사","","","9788934998990","40",
"75","백조와 박쥐 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2021","","9791190885928","40",
"75","작별 곁에서","신경숙 (지은이)","창비","2023","","9788936439019","40",
"75","작별들 순간들 :배수아 산문 ","지은이: 배수아","문학동네","2023","","9788954690560","40",
"75","하루 한 장, 인생 그림 :아트메신저 이소영이 전하는 명화의 세계 ","이소영 지음","RHK(알에이치코리아)","2023","","9788925576992","40",
"82","가녀장의 시대 :이슬아 장편소설 ","지은이: 이슬아","문학동네","2022","","9788954688796","39",
"82","각각의 계절","권여선 (지은이)","문학동네","2023","","9788954692526","39",
"82","물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기 ","룰루 밀러 지음 ;정지인 옮김","곰출판","2021","","9791189327156","39",
"82","재수사 :장강명 장편소설 ","지은이: 장강명","은행나무","2022","1","9791167372017","39",
"86","그대 늙어가는 것이 아니라 익어가는 것이다 ","오평선 지음","콘텐츠그룹 포레스트","2022","","9791192625188","38",
"86","더 좋은 삶을 위한 철학 ","지은이: 마이클 슈어 ;옮긴이: 염지선","김영사","2023","","9788934965909","38",
"86","세상의 마지막 기차역 ","무라세 다케시 지음 ;김지연 옮김","바이포엠 스튜디오","2022","","9791191043754","38",
"86","수박 수영장 :안녕달 그림책 ","지은이: 안녕달","창비","2015","","9788936446819","38",
"86","아주 세속적인 지혜 - 400년 동안 사랑받은 인생의 고전","발타자르 그라시안 (지은이), 강정선 (옮긴이)","페이지2(page2)","2023","","9791169850179","38",
"86","역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집 ","자청 지음","웅진씽크빅","2022","","9788901260716","38",
"92","그냥 밥 먹자는 말이 아니었을지도 몰라","양희경 (지은이)","달","2023","","9791158161620","37",
"92","영어책 한 권 외워봤니? :딱 한 권만 넘으면 영어 울렁증이 사라진다 ","김민식 지음","위즈덤하우스","2017","","9788960863132","37",
"92","재수사 :장강명 장편소설 ","지은이: 장강명","은행나무","2022","2","9791167372024","37",
"92","천년의 질문 :조정래 장편소설 ","저자: 조정래","해냄","2019","2","9788965746836","37",
"96","아무도 빌려주지 않는 인생책 ","지은이: 가우르 고팔 다스 ;옮긴이: 이나무","수오서재","2023","","9791190382946","36",
"96","환상서점 :소서림 장편소설 ","지은이: 소서림","해피북스투유","2023","","9791164798926","36",
"98","7시 45분 열차에서의 고백 :리사 엉거 장편소설 ","지은이: 리사 엉거 ;옮긴이: 최필원","황금시간","2023","","9791191602371","35",
"98","고요한 포옹","박연준","마음산책","2023","","9788960908086","35",
"98","나의 아름다운 할머니 :심윤경 에세이 ","지은이: 심윤경","사계절(사계절출판사)","2022","","9791160949643","35",
"98","방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술 ","조원재 지음","백도씨","2018","","9788968331862","35",
"98","방주 :유키 하루오 장편소설 ","지은이: 유키 하루오 ;옮긴이: 김은모","블루홀6(블루홀식스)","2023","","9791189571894","35",
"98","살 때, 팔 때, 벌 때 =여의도 닥터둠 강영현이 공개하는 진격의 주식 투자 타이밍 /Timing to buy, sell, make a fortune ","강영현 지음","21세기북스(북이십일 21세기북스)","2023","","9788950960667","35",
"98","아쿠아리움이 문을 닫으면 :셸비 반 펠트 장편소설 ","지은이: 셸비 반 펠트 ;옮긴이: 신솔잎","미디어창비","2023","","9791191248975","35",
"98","에이징 솔로 =혼자를 선택한 사람들은 어떻게 나이 드는가 /Aging solo ","김희경 지음","동아시아","2023","","9788962624885","35",
"98","정세현의 통찰 :국제질서에서 시대의 해답을 찾다 ","정세현 지음","푸른숲","2023","","9791156754039","35",
"98","조선 미술관 :풍속화와 궁중기록화로 만나는 문화 절정기 조선의 특별한 순간들 ","탁현규 지음","백도씨","2023","","9788968334177","35",
"108","나는 결코 어머니가 없었다 :엄마와 딸의 공동 회고록 ","하재영 지음","휴머니스트출판그룹","2023","","9791160809664","34",
"108","다정한 것이 살아남는다 ","지은이: 브라이언 헤어,옮긴이: 이민아","디플롯","2021","","9791197413025","34",
"108","사라진 소녀들의 숲 :허주은 장편소설 ","지은이: 허주은 ;옮긴이: 유혜인","M창비(미디어창비)","2022","","9791191248913","34",
"108","어른답게 삽시다[큰글자] :미운 백 살이 되고 싶지 않은 어른들을 위하여 :이시형 에세이","이시형 지음","","","","9791167030160","34",
"108","이지성의 1만 킬로미터 - 그들은 왜 목숨을 건 여정을 떠나는가?","이지성 (지은이)","차이정원","2023","","9791191360721","34",
"108","퍼핏 쇼","M. W. 크레이븐 (지은이), 김해온 (옮긴이)","위즈덤하우스","2023","","9791168126121","34",
"114","(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업 ","김미경 지음","엠케이유니버스","2023","","9791198013026","33",
"114","별빛 너머의 별 ","나태주 지음","RHK(알에이치코리아)","2023","","9788925577067","33",
"114","악연 :요코제키 다이 장편소설 ","지은이: 요코제키 다이 ;옮긴이: 김은모","대원씨아이","2022","","9791169448697","33",
"114","예순 살, 나는 또 깨꽃이 되어 :이순자 유고 산문집 ","지은이: 이순자","휴머니스트출판그룹","2022","","9791160808476","33",
"114","외로움 수업 :온전한 나와 마주하는 시간에 대하여 ","김민식 지음","생각정원","2023","","9791191360608","33",
"114","인생의 역사 :신형철 시화 ","지은이: 신형철","난다","2022","","9791191859379","33",
"114","참 괜찮은 태도 :15년 동안 길 위에서 만난 수많은 사람들에게 배운 삶의 의미 ","지은이: 박지현 ;일러스트: 오하이오","메이븐","2022","","9791190538480","33",
"114","토지 :박경리 대하소설","지은이: 박경리","마로니에북스","2012","2","9788960532427","33",
"114","트러스트 :에르난 디아스 장편소설 ","지은이: 에르난 디아스 ;옮긴이: 강동혁","문학동네","2023","","9788954691673","33",
"114","화가가 사랑한 나무들 :명화 속 101가지 나무 이야기 ","앵거스 하일랜드,주은정 옮김","와이즈맵","2023","","9791197060298","33",
"124","(사이토 히토리의) 1퍼센트 부자의 법칙 ","사이토 히토리 [지음] ;김진아 옮김","나비스쿨","2023","","9791197389450","32",
"124","달러구트 꿈 백화점.이미예 장편소설 ","지은이: 이미예","팩토리나인","2020","2","9791165343729","32",
"124","문학이 필요한 시간 :정여울 산문 ","지은이: 정여울","한겨레엔","2023","","9791160409383","32",
"124","백년허리 :백년 동안 간직할 허리 사용설명서 ","저자: 정선근","언탱글링","2021","2","9791197437311","32",
"124","백만장자를 위한 공짜 음식 :이민진 장편소설 ","지은이: 이민진 ;옮긴이: 유소영","인플루엔셜","2022","2","9791168340640","32",
"124","쇼코의 미소 :최은영 소설 ","지은이: 최은영","문학동네","2016","","9788954641630","32",
"124","아몬드손원평 장편소설","손원평","창비","2017","22","9788936434267","32",
"124","유럽도시기행","지은이: 유시민","아름다운사람들","2019","2","9788965137702","32",
"124","종이달 :가쿠타 미쓰요 장편소설 ","지은이: 가쿠다 미쓰요 ;옮긴이: 권남희","위즈덤하우스","2014","","9788959138524","32",
"124","최재천의 공부 :어떻게 배우며 살 것인가 ","지은이: 최재천,안희경","김영사","2022","2","9788934943457","32",
"124","한강:趙廷來 大河小說","趙廷來","해냄출판사","2007","1","9788973378319","32",
"135","걷기만 해도 병이 낫는다 :KBS 생로병사의 비밀 제작진이 밝힌 걷기의 기적 ","KBS <생로병사의 비밀> 제작팀 지음","헬스조선","2022","","9791158463755","31",
"135","나는 죽을 때까지 재미있게 살고싶다 :멋지게 나이 들고 싶은 사람들을 위한 인생의 기술 53 ","이근후 지음 ;김선경 엮음","웅진씽크빅","2013","","9788901154091","31",
"135","내 눈물이 너를 베리라","S. A. 코스비 (지은이), 박영인 (옮긴이)","네버모어","2022","","9791190784139","31",
"135","모순 :양귀자 장편소설 ","지은이: 양귀자","쓰다","2013","","9788998441012","31",
"135","반에 반의 반 :천운영 소설 ","지은이: 천운영","문학동네","2023","","9788954672023","31",
"135","슬픔의 방문 :장일호 에세이 ","지은이: 장일호","낮은산","2022","","9791155251591","31",
"135","실버뷰 :존 르 카레 장편소설 ","지은이: 존 르 카레 ;옮긴이: 조영학","RHK(알에이치코리아)","2023","","9788925577081","31",
"135","알사탕 ","백희나","책읽는곰","2017","","9791158360375","31",
"135","어린이라는 세계 :김소영 에세이 ","지은이: 김소영","사계절(사계절출판사)","2020","","9791160946918","31",
"135","열린 어둠 :렌조 미키히코 단편집 ","지은이: 렌조 미키히코 ;옮긴이: 양윤옥","바이포엠 스튜디오","2022","","9791192579313","31",
"135","인생에서 가장 후회되는 게 뭐냐고 묻는다면","노우티 (지은이)","북모먼트","2023","","9791191891331","31",
"135","작은 땅의 야수들 :김주혜 장편소설 ","지은이: 김주혜 ;옮긴이: 박소현","다산북스","2022","","9791130693927","31",
"135","핸디맨 ","프라다 맥파든 지음 ;조경실 옮김","Book Plaza(북플라자)","2023","","9791190157957","31",
"148","(趙廷來 大河小說) 太白山脈","趙廷來","해냄출판사","2007","1","9788973377947","30",
"148","경우 없는 세계","백온유 (지은이)","창비","2023","","9788936439026","30",
"148","나는 죽을 때까지 재미있게 살고 싶다","이근후 지음;김선경 엮음","","","","9788901234755","30",
"148","내가 가진 것을 세상이 원하게 하라 - 최인아 대표가 축적한 일과 삶의 인사이트","최인아 (지은이)","해냄","2023","","9791167140609","30",
"148","너무 잘하려고 애쓰지 마라 :나태주 시집 ","지은이: 나태주","열림원","2022","","9791170400608","30",
"148","달러구트 꿈 백화점.이미예 장편소설 ","지은이: 이미예","팩토리나인","2020","1-2 :","9791165341909","30",
"148","마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche ","장재형 지음","유노콘텐츠그룹","2022","","9791192300245","30",
"148","맡겨진 소녀","클레어 키건 (지은이), 허진 (옮긴이)","다산책방","2023","","9791130698199","30",
"148","밤의 소리를 듣다 :우사미 마코토 장편소설 ","지은이: 우사미 마코토 ;옮긴이: 이연승","블루홀6(블루홀식스)","2023","","9791189571917","30",
"148","백년 허리 :허리 보증 기간을 100년으로 늘리는 방법 ","지은이: 정선근","사이언스북스","2015","","9788983717573","30",
"148","백만장자를 위한 공짜 음식 :이민진 장편소설 ","지은이: 이민진 ;옮긴이: 유소영","인플루엔셜","2022","1","9791168340633","30",
"148","사랑의 이해 :이혁진 장편소설 ","지은이: 이혁진","민음사","2019","","9788937439933","30",
"148","스스로 행복하라 ","글: 법정","샘터사","2020","","9788946421158","30",
"148","여름은 오래 그곳에 남아 ","지은이: 마쓰이에 마사시 ;옮긴이: 김춘미","비채","2016","","9788934972204","30",
"148","조인계획 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2022","","9791167900869","30",
"148","종이학 살인사건 ","저자: 치넨 미키토 ;옮긴이: 권하영","Book Plaza(북플라자)","2023","","9791190157780","30",
"148","통영이에요, 지금 :구효서 장편소설 ","지은이: 구효서","해냄(해냄출판사)","2023","","9791167140593","30",
"148","트렌드 코리아 2023 :더 높은 도약을 준비하는 검은 토끼의 해 ","지은이: 김난도,추예린","미래의창","2022","","9788959897094","30",
"148","풀꽃도 꽃이다 :조정래 장편소설","지은이: 조정래","해냄","2016","1","9788965745617","30",
"148","풍수전쟁","김진명 (지은이)","이타북스","2023","","9791167763846","30",
"148","한강:趙廷來 大河小說","趙廷來","해냄출판사","2007","2","9788973378326","30",
"169","(그대로 따라 하면 식비가 줄어드는) 기적의 집밥책 :유기농 재료로 만드는 알뜰하고 맛있는 집밥 공식 ","김해진 지음","청림출판","2023","","9791198161413","29",
"169","나는 어떻게 행복할 수 있는가 - 삶의 의미와 행복을 찾아가는 인생 수업","장재형 (지은이)","미디어숲","2023","","9791158741891","29",
"169","본심 :히라노 게이치로 장편소설 ","지은이: 히라노 게이치로 ;옮긴이: 양윤옥","현대문학","2023","","9791167901835","29",
"169","소크라테스 익스프레스 :철학이 우리 인생에 스며드는 순간 ","에릭 와이너 지음 ;김하현 옮김","어크로스(어크로스출판그룹)","2021","","9791190030922","29",
"169","시간이 있었으면 좋겠다 :김신지 에세이 ","지은이: 김신지","잠비","2023","","9791198068408","29",
"169","아무에게도 말하지 마 :할런 코벤 장편소설 ","지은이: 할런 코벤 ;옮긴이: 최필원","김영사","2022","","9788934942696","29",
"169","영원한 우정으로 ","넬레 노이하우스 지음 ;전은경 옮김","더난콘텐츠그룹","2022","2","9791158791926","29",
"169","잃어버린 것에 대하여 :최백호 산문집 ","글·그림: 최백호","마음의숲","2023","","9791162851326","29",
"169","장수탕 선녀님 ","지은이: 백희나","책읽는곰","2012","","9788993242706","29",
"169","창발의 시대 :경제혁명, 종교개혁, 르네상스, 그리고 세계를 뒤흔든 40년의 역사 ","패트릭 와이먼 지음 ;장영재 옮김","로크미디어","2022","","9791140802586","29",
"169","튜브 :손원평 장편소설 ","지은이: 손원평","창비","2022","","9788936434625","29",
"169","풀꽃도 꽃이다 :조정래 장편소설","지은이: 조정래","해냄","2016","2","9788965745624","29",
"181","당신은 생각보다 강하다 :스스로를 괴롭히는 생각의 고리를 끊고 진짜 변화를 불러오는 마음의 기술 ","전미경 지음","웅진씽크빅","2023","","9788901269238","28",
"181","두 번의 작별","치넨 미키토 (지은이), 민경욱 (옮긴이)","㈜소미미디어","2023","","9791138477871","28",
"181","라면을 끓이며 :김훈 산문 ","지은이: 김훈","문학동네","2015","","9788954637770","28",
"181","류 :히가시야마 아키라 장편소설 ","지은이: 히가시야마 아키라 ;옮긴이: 민경욱","해피북스투유","2022","","9791164796885","28",
"181","머더하우스 ","지은이: 이가라시 다카히사 ;옮긴이: 김지윤","제우미디어","2022","","9791167182180","28",
"181","바다가 들리는 편의점 ","마치다 소노코 지음 ;황국영 옮김","바이포엠 스튜디오","2023","","9791192579504","28",
"181","백년운동 :척추·관절 아프지 않게 100세까지 운동하는 방법 ","저자: 정선근","아티잔","2019","","9791196834005","28",
"181","백년을 살아보니 :인생의 황금기는 60~75세 ","김형석 지음","알피코프","2016","","9791185716435","28",
"181","백년허리 :백년 동안 간직할 허리 사용설명서 ","저자: 정선근","언탱글링","2021","1","9791197437304","28",
"181","부부가 둘 다 잘 먹었습니다 :성북동 소행성 부부의 일상 식사 일기 ","윤혜자 지음","Mons(몽스북)","2023","","9791191401684","28",
"181","우리 슬픔의 거울","피에르 르메트르 (지은이), 임호경 (옮긴이)","열린책들","2023","","9788932923086","28",
"181","집에서 혼자 죽기를 권하다 :건강하게 살다 가장 편안하게 죽는 법 ","우에노 지즈코 지음 ;이주희 옮김","동양북스","2022","","9791157688128","28",
"181","채식주의자:한강 연작소설","한강","창비","2007","","9788936433598","28",
"181","해리 :공지영 장편소설 ","지은이: 공지영","해냄","2018","1","9788965746614","28",
"181","해리 :공지영 장편소설 ","지은이: 공지영","해냄","2018","2","9788965746621","28",
"196","(趙廷來 大河小說) 太白山脈","趙廷來","해냄출판사","2007","2","9788973377954","27",
"196","나미야 잡화점의 기적 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2012","","9788972756194","27",
"196","나의 돈 많은 고등학교 친구 - 슈퍼리치와의 대화에서 찾아낸 부자의 길","송희구 (지은이)","서삼독","2023","","9791165347161","27",
"196","미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ","기시미 이치로,전경아 옮김","인플루엔셜","2014","","9788996991342","27",
"196","바깥은 여름 :김애란 소설 ","지은이: 김애란","문학동네","2017","","9788954646079","27",
