제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"26","훌훌 :문경민 장편소설 ","지은이: 문경민","문학동네","2022","","9788954685030","28",
"31","(이해하는) 미적분 수업 ","데이비드 애치슨 지음 ;김의석 옮김","바다출판사","2020","","9791189932473","27",
"31","기억 전달자","로이스 로리 글;장은수 옮김","비룡소","2007","","9788949120744","27",
"33","(법칙, 원리, 공식을 쉽게 정리한) 수학 사전 =Mathematics formula theorem law ","와쿠이 요시유키 지음 ;김정환 옮김","그린북","2017","","9788955883404","26",
"33","과학특성화중학교","닥터베르 지음 ;리페 그림","뜨인돌(뜨인돌출판)","2022","2","9788958079255","26",
"33","세상은 온통 화학이야 ","마이 티 응우옌 킴 지음 ;배명자 옮김","한경BP","2019","","9788947545150","26",
"33","스즈메의 문단속 ","신카이 마코토 지음 ;민경욱 옮김","대원씨아이","2023","","9791169791977","26",
"37","미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ","기시미 이치로,전경아 옮김","인플루엔셜","2014","","9788996991342","25",
"37","수학, 인문으로 수를 읽다 ","이광연 지음","한국문학사","2014","","9788987527376","25",
"37","아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ","제임스 클리어 지음 ;이한이 옮김","비즈니스북스","2019","","9791162540640","25",
"37","테스터 :이희영 장편소설 ","지은이: 이희영","허블","2022","","9791190090766","25",
"41","(류승재 특급 비법) 진짜 수학 공부법 :수학 핵심 공략법 & 수학 공부 로드맵 ","류승재 지음","경향BP(경향비피)","2023","","9788969525307","24",
"41","과학특성화중학교","닥터베르 지음 ;리페 그림","뜨인돌(뜨인돌출판)","2022","1","9788958079026","24",
"41","달러구트 꿈 백화점.이미예 장편소설 ","지은이: 이미예","팩토리나인","2020","2","9791165343729","24",
"41","돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ","저자: 야쿠마루 가쿠 ;옮긴이: 김성미","Book plaza(북플라자)","2017","","9788998274795","24",
"41","소년이 온다 :한강 장편소설 ","지은이: 한강","창비","2014","","9788936434120","24",
"41","우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ","지은이: 김초엽","허블","2019","","9791190090018","24",
"41","이기적 유전자 :진화론의 새로운 패러다임 ","리처드 도킨스 지음 ;이상임 옮김","을유문화사","2010","","9788932471631","24",
"41","지구 끝의 온실 :김초엽 장편소설 ","지은이: 김초엽","Giant Books(자이언트북스)","2021","","9791191824001","24",
"49","더 이상한 수학책 :펼치는 순간 단숨에 이해되는 미적분의 비밀 ","벤 올린 지음 ;이경민 옮김","북라이프","2021","","9791191013122","23",
"49","세계를 바꾼 17가지 방정식 :위대한 방정식에 담긴 영감과 통찰 ","지은이: 이언 스튜어트 ;옮긴이: 김지선","사이언스북스","2016","","9788983717436","23",
"49","수학의 언어로 세상을 본다면 :수학자 아버지가 들려주는 수학으로 본 세계 ","오구리 히로시 지음 ;고선윤 옮김","바다출판사","2017","","9788955619317","23",
"49","역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집 ","자청 지음","웅진씽크빅","2022","","9788901260716","23",
"49","정의란 무엇인가 ","지은이: 마이클 샌델 ;옮긴이: 김명철","미래엔","2014","","9788937834790","23",
"49","지적 대화를 위한 넓고 얕은 지식 1 - 현실 편 : 역사 / 경제 / 정치 / 사회 / 윤리","채사장 (지은이)","웨일북","2020","","9791190313186","23",
"49","화학으로 이루어진 세상","K. 메데페셀헤르만,권세훈 옮김","에코리브르","2007","","9788990048820","23",
"49","회색 인간 ","지은이: 김동식","요다","2017","","9791196222628","23",
"57","X의 즐거움 :인생을 해석하고 지성을 자극하는 수학 여행 ","스티븐 스트로가츠 지음 ;이충호 옮김","웅진씽크빅","2014","","9788901165813","22",
"57","독고솜에게 반하면 - 제10회 문학동네청소년문학상 대상 수상작","허진희 (지은이)","문학동네","2020","","9788954670302","22",
"57","봉제인형 살인사건 :다니엘 콜 장편소설 ","저자: 다니엘 콜 ;옮긴이: 유혜인","Book plaza(북플라자)","2017","","9788998274931","22",
"57","사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ","지은이: 유발 하라리 ;옮긴이: 조현욱","김영사","2015","","9788934972464","22",
"57","이토록 공부가 재미있어지는 순간 :공부에 지친 청소년들을 위한 힐링 에세이 ","박성혁 지음","다산북스","2015","","9791130604626","22",
"57","작별인사 :김영하 장편소설 ","지은이: 김영하","복복서가","2022","","9791191114225","22",
"57","챗GPT :2023 전 세계를 뒤흔든 빅이슈의 탄생 ","반병현 지음","생능출판사","2023","","9791192932057","22",
"57","침묵의 봄 ","지은이: 레이첼 카슨 ;옮긴이: 김은령","에코리브르","2011","","9788962630619","22",
"57","타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략 ","팀 페리스 지음 ;정지현 옮김","Tornado(토네이도)","2017","","9791158510619","22",
"57","튜브 :손원평 장편소설 ","지은이: 손원평","창비","2022","","9788936434625","22",
"67","고요한 우연 - 제13회 문학동네청소년문학상 대상 수상작","김수빈 (지은이)","문학동네","2023","","9788954691154","21",
"67","과학특성화중학교","닥터베르 지음 ;리페 그림","뜨인돌(뜨인돌출판)","2022","3","9788958079491","21",
"67","긴긴밤 ","루리 글·그림","문학동네","2021","","9788954677158","21",
"67","다시, 수학이 필요한 순간 :질문은 어떻게 세상을 움직이는가 ","김민형 지음","인플루엔셜","2020","","9791189995997","21",
"67","법정에 선 수학 :수학이 판결을 뒤바꾼 세기의 재판 10 ","지은이: 레일라 슈넵스,옮긴이: 김일선","글담출판사","2020","","9791187147589","21",
"67","생명의 수학 :21세기 수학과 생물학의 혁명 ","지은이: 이언 스튜어트 ;옮긴이: 안지민","사이언스북스","2015","","9788983717412","21",
"67","선량한 차별주의자 ","김지혜 지음","창비","2019","","9788936477196","21",
"67","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","16","9791198179999","21",
"67","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","22","9791191496604","21",
"67","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","23","9791191496642","21",
"67","왜 세계의 절반은 굶주리는가? :유엔 식량특별조사관이 아들에게 들려주는 기아의 진실 ","장 지글러 지음 ;유영미 옮김","갈라파고스","2016","","9791187038030","21",
"67","이상한 과자 가게 전천당 16","히로시마 레이코 (지은이), 쟈쟈 (그림), 김정화 (옮긴이)","길벗스쿨","2022","","9791164064748","21",
"67","코스모스 :특별판 ","칼 세이건 지음 ;홍승수 옮김","사이언스북스","2006","","9788983711892","21",
"67","피타고라스 생각 수업 :수학자는 어떻게 발견하고 분석하고 활용할까 ","이광연 지음","유노콘텐츠그룹","2023","","9791191104578","21",
"67","하얼빈 :김훈 장편소설 ","지은이: 김훈","문학동네","2022","","9788954699914","21",
"67","희망의 끈","히가시노 게이고 (지은이), 김난주 (옮긴이)","재인","2022","","9791192483146","21",
"83","(재밌어서 밤새읽는) 수학 이야기 ","사쿠라이 스스무 지음 ;조미량 옮김","더숲","2013","","9788994418537","20",
"83","공정하다는 착각 :능력주의는 모두에게 같은 기회를 제공하는가 ","마이클 샌델 지음 ;함규진 옮김","미래엔","2020","","9791164136452","20",
"83","날씨의 아이 =Weathering with you ","지은이: 신카이 마코토 ;옮긴이: 민경욱","대원씨아이","2019","","9791136214355","20",
"83","너의 이름은. =Your name. ","지은이: 신카이 마코토 ;옮긴이: 박미정","대원씨아이","2017","","9791133440054","20",
"83","돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ","지은이: 김승호","Snowfox(스노우폭스북스)","2020","","9791188331796","20",
"83","동물농장","조지 오웰 지음;도정일 옮김","민음사","1998","","9788937460050","20",
"83","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","24","9791198179913","20",
"83","세상을 바꾼 위대한 오답 :수학짜 수냐의 오답으로 읽는 거꾸로 수학사 ","김용관 지음","궁리","2017","","9788958204695","20",
"83","세상을 움직이는 수학개념 100 ","라파엘 로젠 지음 ;김성훈 옮김","반니","2016","","9791185435725","20",
"83","시간을 파는 상점 :김선영 장편소설 ","지은이: 김선영","자음과모음","2012","","9788954427173","20",
"83","위험한 과학책 :지구 생활자들의 엉뚱한 질문에 대한 과학적 답변 ","랜들 먼로 지음 ;이지연 옮김","시공사","2015","","9788952773326","20",
"94","(10대를 위한) 정의란 무엇인가 :하버드대 마이클 샌델 교수의 정의 수업 ","마이클 샌델 원저 ;조혜진 그림","미래엔","2014","","9788937886966","19",
"94","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","13","9791164064281","19",
"94","1등급 공부법 :내신·수능 1등급 우등생들의 특급 공부 비법 ","신영환 지음","서사원","2021","","9791168220270","19",
"94","공간이 만든 공간 :새로운 생각은 어떻게 만들어지는가 ","유현준 지음","을유문화사","2020","","9788932474274","19",
"94","구미호 식당 :박현숙 장편소설 ","지은이: 박현숙","특별한서재","2018","","9791188912179","19",
"94","기억을 넘어 너에게 갈게 :양은애 장편소설 ","지은이: 양은애","토마토출판사","2023","","9791192603162","19",
"94","나미야 잡화점의 기적 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2012","","9788972756194","19",
"94","너는 기억 못하겠지만 :후지마루 장편소설 ","지은이: 후지마루 ;옮긴이: 김은모","Arte(북이십일 아르테)","2019","","9788950978976","19",
"94","당연하게도 나는 너를","이꽃님 (지은이)","우리학교","2023","","9791167550972","19",
"94","루팡의 딸 =Daughter of Lupin","저자: 요코제키 다이 ;옮긴이: 권하영","Book Plaza(북플라자)","2021","3","9791190157407","19",
"94","리보와 앤 :아무도 오지 않는 도서관의 두 로봇 ","어윤정 글 ;해마 그림","문학동네","2023","","9788954690690","19",
"94","미드나잇 라이브러리 ","매트 헤이그 지음 ;노진선 옮김","인플루엔셜","2021","","9791191056556","19",
"94","사춘기 아들의 마음을 잡아주는, 부모의 말 공부","이은경 (지은이)","포레스트북스","2023","","9791192625393","19",
"94","수학은 어떻게 문명을 만들었는가 :인간의 문명과 역사를 이끈 놀라운 수학에 관하여 ","마이클 브룩스 지음 ;고유경 옮김","로크미디어","2022","","9791140800285","19",
"94","아버지의 해방일지 :정지아 장편소설 ","지은이: 정지아","창비","2022","","9788936438838","19",
"94","저희는 이 행성을 떠납니다 - 제3회 틴 스토리킹 수상작","최정원 (지은이)","비룡소","2023","","9788949137025","19",
"110","(비전공자도 이해할 수 있는) AI 지식 ","박상길 지음 ;정진호 그림","반니","2022","","9791167960221","18",
"110","12가지 인생의 법칙 :혼돈의 해독제 ","조던 B. 피터슨 지음 ;강주헌 옮김","메이븐","2018","","9791196067694","18",
"110","1984","조지 오웰 지음;정회성 옮김","민음사","2003","","9788937460777","18",
"110","가짜 모범생 :손현주 장편소설 ","지은이: 손현주","특별한서재","2021","","9791167030313","18",
"110","구미호 카페 :박현숙 장편소설 ","지은이: 박현숙","특별한서재","2022","","9791167030665","18",
"110","노인과 바다 ","지은이: 어니스트 헤밍웨이 ;옮긴이: 김욱동","민음사","2012","","9788937462788","18",
"110","루팡의 딸 =Daughter of Lupin","저자: 요코제키 다이 ;옮긴이: 권하영","Book Plaza(북플라자)","2021","2","9791190157346","18",
"110","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","56","9788950942694","18",
"110","아몬드 :손원평 장편소설 ","지은이: 손원평","창비","2017","","9788936456788","18",
"110","우리집에 화학자가 산다 :김민경 교수의 생활 속 화학이야기 ","김민경 지음","Humanist(휴머니스트 출판그룹)","2019","","9791160802160","18",
"110","장하준의 경제학 레시피 :마늘에서 초콜릿까지 18가지 재료로 요리한 경제 이야기 ","장하준 지음 ;김희정 옮김","부키","2023","","9788960519794","18",
"110","트렌드 코리아 2023 :더 높은 도약을 준비하는 검은 토끼의 해 ","지은이: 김난도,추예린","미래의창","2022","","9788959897094","18",
"122","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","14","9791164064243","17",
"122","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","15","9791164064410","17",
"122","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","83","9791164384440","17",
"122","(하퍼 리) 앵무새 죽이기 :하퍼 리 장편소설 ","지은이: 하퍼 리 ;옮긴이: 김욱동","열린책들","2015","","9788932917207","17",
"122","구덩이:루이스 쌔커 장편소설","루이스 쌔커 [지음];김영선 옮김","창비","2007","","9788936456023","17",
"122","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스 미디어그룹","2016","1","9788960869646","17",
"122","두근두근 내 인생 :김애란 장편소설 ","지은이: 김애란","창비","2011","","9788936433871","17",
"122","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","54","9788950922955","17",
"122","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","52","9788950997717","17",
"122","멋진 신세계 ","올더스 헉슬리 지음 ;안정효 옮김","태일소담","2015","","9788973814725","17",
"122","물리의 정석","지은이: 레너드 서스킨드,옮긴이: 이종필","사이언스북스","2017","","9788983718372","17",
"122","살인자의 기억법 :김영하 장편소설 ","지은이: 김영하","문학동네","2013","","9788954622035","17",
"122","수학은 암기다 :대치동 입시 수학 30년 내공의 비밀 ","김현정 지음","한경BP","2023","","9788947548526","17",
"122","수학을 잘하고 싶어졌습니다 :서울대 3번 입학, 14년을 다니며 깨달은 공부의 본질 ","서준석 지음","다산북스","2022","","9791130695556","17",
"122","아주 위험한 과학책","랜들 먼로 (지은이), 이강환 (옮긴이)","시공사","2023","","9791169257176","17",
"122","이런 수학은 처음이야 :읽다 보면 저절로 개념이 잡히는 놀라운 이야기 ","최영기 지음","북이십일","2020","","9788950993016","17",
"122","이어령의 마지막 수업 ","김지수 지음","열림원","2021","","9791170400523","17",
"122","찻잔 속 물리학 ","헬렌 체르스키 지음 ;하인해 옮김","북라이프","2018","","9791188850068","17",
"122","책들의 부엌 :김지혜 장편소설 ","지은이: 김지혜","팩토리나인","2022","","9791165345204","17",
"122","크리스마스 타일 :김금희 연작소설 ","지은이: 김금희","창비","2022","","9788936438890","17",
"122","한입에 쓱싹 편의점 과학 :삼각김밥부터 계산대까지, 세상 모든 물건의 과학 ","이창욱 지음","휴머니스트출판그룹","2022","","9791160808902","17",
"143","(푸리에가 들려주는) 삼각함수 이야기 ","송륜진 지음","자음과모음","2009","","9788954415927","16",
"143","1등급 상담실 :박현숙 장편 소설 ","글쓴이: 박현숙","북멘토","2023","","9788963194998","16",
"143","5번 레인 ","은소홀 글 ;노인경 그림","문학동네","2020","","9788954674638","16",
"143","넘버스 =세상을 바꾼 다섯 개의 수 /Numbers ","지은이: EBS <넘버스> 제작팀,김미란","민음인","2017","","9791158883270","16",
"143","노르웨이의 숲 =Noruuei no mori ","지은이: 무라카미 하루키 ;옮긴이: 양억관","민음사","2013","","9788937463105","16",
"143","루팡의 딸 =Daughter of Lupin ","저자: 요코제키 다이 ;옮긴이: 최재호","Book Plaza(북플라자)","2019","","9788998274412","16",
"143","모범생의 생존법 :황영미 장편소설 ","지은이: 황영미","문학동네","2021","","9788954683289","16",
"143","발칙한 수학책 :복잡한 계산 없이 그림과 이야기로 수학머리 만드는 법 ","최정담 지음","Whale Books(웨일북)","2021","","9791190313919","16",
"143","벌거벗은 한국사 :본격 우리 역사 스토리텔링쇼","tvN story <벌거벗은 한국사> 제작팀,최태성 지음","프런트페이지","2022","","9791197871238","16",
"143","빛의 물리학 =Physics of the light ","EBS 다큐프라임〈빛의 물리학〉제작팀 지음","북하우스 퍼블리셔스","2014","","9788956057439","16",
"143","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","14","9791191496703","16",
"143","수상한 중고상점 :미치오 슈스케 장편소설 ","지은이: 미치오 슈스케 ;옮긴이: 김은모","다산북스","2022","","9791130689241","16",
"143","수학책을 탈출한 미적분 :일상 생활 속 숨은 미적분 찾기 ","류치 지음 ;이지수 옮김","동아엠앤비","2020","","9791163632177","16",
"143","시간은 흐르지 않는다 :우리의 직관 너머 물리학의 눈으로 본 우주의 시간 ","카를로 로벨리 지음 ;이중원 옮김","쌤앤파커스","2019","","9788965708063","16",
"143","어쩌다 만난 수학 ","고정욱 지음","한솔수북","2022","","9791192686141","16",
"143","여행의 이유 :김영하 산문 ","지은이: 김영하","문학동네","2019","","9788954655972","16",
"143","연금술사","파울로 코엘료 지음;최정수 옮김","문학동네","2001","","9788982814471","16",
"143","용의자 X의 헌신 ","히가시노 게이고 지음 ;양억관 옮김","재인","2017","","9788990982704","16",
"143","인공지능을 위한 수학 :꼭 필요한 것만 골라 배우는 인공지능 맞춤 수학 ","이시카와 아키히코 지음 ;이진희 옮김","프리렉","2018","","9788965402282","16",
"143","일하는 수학 :수학으로 일하는 기술 ","시노자키 나오코 지음 ;김정환 옮김","타임북스","2016","","9788928636785","16",
"143","지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ","지은이: 팀 마샬 ;옮긴이: 김미선","사이","2016","","9788993178692","16",
"143","코믹 메이플 스토리 수학도둑 91 - 국내 최초 수학논술만화","송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)","서울문화사","2022","","9791169235723","16",
"143","통계학, 빅데이터를 잡다 ","조재근 지음","한국문학사","2017","","9788987527598","16",
"143","행운이 너에게 다가오는 중 :이꽃님 장편소설 ","지은이: 이꽃님","문학동네","2020","","9788954675314","16",
"143","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","9","9791164139897","16",
"143","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","7","9791164137527","16",
"169","(물리가 쉬워지는) 미적분 :처음 만나는 물리수학책 ","나가노 히로유키 지음 ;위정훈 옮김","비전비엔피","2018","","9788963221359","15",
"169","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","8","9791164062287","15",
"169","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","9","9791164062898","15",
"169","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","11","9791164063734","15",
"169","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","12","9791164063956","15",
"169","(재밌어서 밤새읽는) 화학 이야기 ","사마키 다케오 지음 ;김정환 옮김","더숲","2013","","9788994418513","15",
"169","건방이의 초강력 수련기 5 - 피의 계곡, 건방이 시즌2","천효정 (지은이), 이정태 (그림)","비룡소","2023","","9788949124469","15",
"169","굿바이 코드네임","강경수 (지은이)","시공주니어","2023","","9791169256049","15",
"169","기분이 태도가 되지 말자 - 감정조절이 필요한 당신을 위한 책","김수현 (지은이)","하이스트","2022","","9791197647666","15",
"169","기소영의 친구들 :정은주 창작동화 ","지은이: 정은주 ;그린이: 해랑","사계절(사계절출판사)","2022","","9791160949797","15",
"169","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","26","9791162339176","15",
"169","내일은 실험왕 :본격 대결 과학실험 만화 시즌2","글: 스토리 a. ;그림: 홍종현","미래엔","2021","04","9791168412552","15",
"169","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스 미디어그룹","2016","9","9791162203149","15",
"169","다이브 =단요 장편소설 /Dive ","지은이: 단요","창비","2022","","9788936457112","15",
"169","마지막 몰입 :나를 넘어서는 힘 ","짐 퀵 지음 ;김미정 옮김","비즈니스북스","2021","","9791162541968","15",
"169","멘탈을 바꿔야 인생이 바뀐다 :나의 잠재력을 최대로 끌어올려 100% 성공하는 삶을 사는 방법 ","박세니 지음","바이포엠 스튜디오","2022","","9791191043761","15",
"169","모든 것에 화학이 있다 :아침부터 저녁까지, 우리 일상 속에 숨겨진 화학 ","케이트 비버도프 지음 ;김지원 지음","문학수첩","2023","","9791192776361","15",
"169","미래를 바꾼 아홉 가지 알고리즘 :컴퓨터 세상을 만든 기발한 아이디어들 ","존 맥코믹 지음 ;민병교 옮김","에이콘출판","2013","","9788960774384","15",
"169","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","21","9791191496208","15",
"169","수학 잘하는 아이는 이렇게 공부합니다 :수학이 어려운 엄마를 위한 전략적 학습 로드맵 ","류승재 지음","블루무스","2021","","9791196848194","15",
"169","식탁 위의 세계사 ","이영숙 지음","창비","2012","","9788936452056","15",
"169","신도 주사위 놀이를 한다 :확률, 불확실한 미래에 도전해온 수학의 역사 ","이언 스튜어트 지음 ;장영재 옮김","북라이프","2020","","9791188850969","15",
"169","오백 년째 열다섯 2 - 구슬의 무게","김혜정 (지은이)","위즈덤하우스","2023","","9791168125803","15",
"169","우리의 정원 :김지현 장편소설 ","지은이: 김지현","사계절(사계절출판사)","2022","","9791160949704","15",
"169","의대에 가고 싶어졌습니다 :서울대 의대생들이 직접 쓴 진짜 의대 이야기 ","서울대학교 의과대학 재학·졸업생 32인 지음","메가스터디","2022","","9791129708427","15",
"169","이런 공부법은 처음이야 :내 인생 최고의 공부는 오늘부터 시작된다 ","신종호 지음","북이십일","2023","","9788950968113","15",
"169","이방인 ","지은이: 알베르 카뮈 ;옮긴이: 김화영","민음사","2011","","9788937462665","15",
"169","재벌집 막내아들 2","산경 (지은이)","테라코타","2022","","9791197915970","15",
"169","처음 읽는 양자컴퓨터 이야기 :양자컴퓨터, 그 오해와 진실 개발 최전선에서 가장 쉽게 설명한다! ","다케다 ?타로 지음 ;전종훈 옮김","플루토","2021","","9791188569281","15",
"169","팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ","지은이: 한스 로슬링,옮긴이: 이창신","김영사","2019","","9788934985068","15",
"169","편의점 인간 ","무라타 사야카 지음 ;김석희 옮김","살림","2016","","9788952235268","15",
"200","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","10","9791164063581","14",
