제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"74","마당이 있는 집 ","김진영 지음","문학동네","2018","","9788954651059","431",
"75","완전한 행복 :정유정 장편소설 ","지은이: 정유정","은행나무","2021","","9791167370280","430",
"75","흔한남매 과학 탐험대 4 : 물질","흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 최진수 (감수), 정현철, 김희목, 권경아, 최진수 (기획)","주니어김영사","2022","","9788934930549","430",
"77","오백 년째 열다섯 :김혜정 장편소설 ","글: 김혜정","위즈덤하우스","2022","","9791168121065","428",
"78","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","1","9791167390615","426",
"79","(세상에서 가장 쉬운) 본질육아 :삶의 근본을 보여주는 부모, 삶을 스스로 개척하는 아이 ","지나영 지음","21세기북스(북이십일 21세기북스)","2022","","9788950941819","424",
"79","책들의 부엌 :김지혜 장편소설 ","지은이: 김지혜","팩토리나인","2022","","9791165345204","424",
"81","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","3","9791130696577","422",
"81","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","슈크림북","2021","4","9791190409261","422",
"81","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","1","9791195794799","422",
"84","죽이고 싶은 아이 :이꽃님 장편소설 ","지은이: 이꽃님","우리학교","2021","","9791190337755","417",
"85","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","1","9791130679990","415",
"86","흔한남매 과학 탐험대 5 : 물리 1","흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 김희목 (감수), 김희목, 정현철, 권경아, 최진수 (기획)","주니어김영사","2022","","9788934940753","413",
"87","파친코 :이민진 장편소설","이민진 지음 ;이미정 옮김","문학사상","2018","2","9788970129822","412",
"87","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","5","9791168410848","412",
"89","흔한남매 과학 탐험대 3 : 인체","흔한남매 (원작), 이재국, 이현진, 서지은 (글), 김덕영 (그림), 정현철, 김희목, 권경아, 최진수, 박준건 (기획)","주니어김영사","2021","","9788934983439","411",
"90","천하제일 치킨 쇼 ","이희정 글 ;김무연 그림","비룡소","2023","","9788949121994","409",
"91","흔한남매 불꽃 튀는 우리말 1 - 초등 국어 고수 되기 프로젝트","흔한남매 (원작)|한은호","다산어린이","2021","","9791130635712","407",
"92","수박 수영장 :안녕달 그림책 ","지은이: 안녕달","창비","2015","","9788936446819","406",
"93","훌훌 :문경민 장편소설 ","지은이: 문경민","문학동네","2022","","9788954685030","405",
"94","156층 나무 집","앤디 그리피스 (지은이), 테리 덴톤 (그림), 신수진 (옮긴이)","시공주니어","2023","","9791169256056","404",
"94","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","24","9791198179913","404",
"96","돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ","지은이: 김승호","Snowfox(스노우폭스북스)","2020","","9791188331796","402",
"96","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","7","9791168413931","402",
"98","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","2","9791164060498","400",
"98","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","14","9791164064243","400",
"100","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","1-5 /","9788936442804","399",
"101","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","8","9791168414822","398",
"102","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","2","9791164135158","396",
"103","튜브 :손원평 장편소설 ","지은이: 손원평","창비","2022","","9788936434625","393",
"104","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","8","9791168414075","392",
"104","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","3","9791130640280","392",
"106","마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche ","장재형 지음","유노콘텐츠그룹","2022","","9791192300245","391",
"107","알사탕 ","백희나","책읽는곰","2017","","9791158360375","390",
"107","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","1","9791164135738","390",
"107","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","2","9791164136438","390",
"110","80년대생 학부모, 당신은 누구십니까 :우리의 미래를 좌우할 새로운 세대 발견, 더 하이퍼리얼 보고서 ","이은경 지음","메타미디어월드","2023","","9791197667312","389",
"110","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","4","9791130641607","389",
"112","(건강과 다이어트를 동시에 잡는) 채소·과일식 :단순하면서 자연스러운 가장 효과적인 식단 ","글: 조승우","바이북스","2022","","9791158773120","387",
"112","(한밤중) 달빛 식당 ","이분희 글 ;윤태규 그림","비룡소","2018","","9788949161969","387",
"114","흔한남매 이상한 나라의 고전 읽기 3 - 양반전·박씨부인전·운영전","최재훈 (글), 정주연 (그림), 흔한남매, 흔한컴퍼니 (감수)","미래엔아이세움","2023","","9791168415034","385",
"114","희망의 끈","히가시노 게이고 (지은이), 김난주 (옮긴이)","재인","2022","","9791192483146","385",
"116","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","2","9791130637594","383",
"117","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","23","9791191496642","381",
"118","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","22","9791191496604","379",
"119","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","2","9791130622590","378",
"120","가녀장의 시대 :이슬아 장편소설 ","지은이: 이슬아","문학동네","2022","","9788954688796","373",
"120","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","4","9791196025861","373",
"120","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","6","9791168411029","373",
"120","오백 년째 열다섯 2 - 구슬의 무게","김혜정 (지은이)","위즈덤하우스","2023","","9791168125803","373",
"120","장수탕 선녀님 ","지은이: 백희나","책읽는곰","2012","","9788993242706","373",
"125","미드나잇 라이브러리 ","매트 헤이그 지음 ;노진선 옮김","인플루엔셜","2021","","9791191056556","369",
"125","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","7","9791168412279","369",
"127","흔한남매 과학 탐험대 6 : 물리 2","흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 김희목 (감수), 김희목, 정현철, 권경아, 최진수 (기획)","주니어김영사","2022","","9788934946793","368",
"128","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","9","9791164134090","367",
"129","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","5","9791164139750","366",
"130","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","10","9791164137053","364",
"130","지구 끝의 온실 :김초엽 장편소설 ","지은이: 김초엽","Giant Books(자이언트북스)","2021","","9791191824001","364",
"132","생에 감사해 ","지은이: 김혜자","수오서재","2022","","9791190382915","363",
"132","원씽 :복잡한 세상을 이기는 단순함의 힘 ","게리 켈러,구세희 옮김","비즈니스북스","2013","","9788997575169","363",
"134","상처 주는 말 하는 친구에게 똑똑하게 말하는 법 - 화내지 않고, 참지 않고, 울지 않는 마법의 표현 59","김윤나 (지은이), 유영근 (그림)","북라이프","2023","","9791191013498","360",
"135","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","17","9791165382940","359",
"136","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","2","9791196025809","356",
"136","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","4","9791164138425","356",
"138","내 멋대로 초능력 뽑기 ","최은옥 글 ;김무연 그림","김영사","2022","","9788934944263","355",
"139","망원동 브라더스 :김호연 장편소설 ","지은이: 김호연","나무옆의자","2013","","9788997962129","352",
"140","정재승의 인간 탐구 보고서 11 - 인간을 울고 웃게 만드는 스트레스","정재은 (글), 김현민 (그림), 정재승 (기획), 이고은 (자문)","아울북","2023","","9788950949778","351",
"141","내면소통 =삶의 변화를 가져오는 마음근력 훈련/Inner communication","김주환 지음","인플루엔셜","2023","","9791168340855","350",
"141","리보와 앤 :아무도 오지 않는 도서관의 두 로봇 ","어윤정 글 ;해마 그림","문학동네","2023","","9788954690690","350",
"141","오리 부리 이야기 ","황선애 글 ;간장 그림","비룡소","2022","","9788949162386","350",
"144","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","1","9791164134649","349",
"145","오싹오싹 크레용! ","글: 에런 레이놀즈 ;옮김: 홍연미","토토북","2022","","9788964964767","348",
"146","나미야 잡화점의 기적 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2012","","9788972756194","347",
"146","에그박사 9 - 자연 생물 관찰 만화","에그박사 (지은이), 박송이 (글), 홍종현 (그림), 이승현 (감수)","미래엔아이세움","2023","","9791168415157","347",
"148","가재가 노래하는 곳 :델리아 오언스 장편소설 ","지은이: 델리아 오언스 ;옮긴이: 김선형","살림출판사","2019","","9788952240569","346",
"148","고요한 우연 - 제13회 문학동네청소년문학상 대상 수상작","김수빈 (지은이)","문학동네","2023","","9788954691154","346",
"148","흔한남매 과학 탐험대 7 : 생물 1","김언정 (글), 흔한남매 (원작), 이현진 (글), 김덕영 (그림), 권경아 (감수), 김희목, 정현철, 권경아, 최진수 (기획)","주니어김영사","2023","","9788934944546","346",
"151","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","북이십일","2019","1","9788950983079","345",
"151","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","3","9791196025847","345",
"153","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","북이십일","2019","10","9788950983161","344",
"153","아홉 살 마음 사전 ","박성우 글 ;김효은 그림","창비","2017","","9788936447014","344",
"153","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","5","9791197578458","344",
"156","팥빙수의 전설 :이지은 그림책 ","글·그림: 이지은","웅진씽크빅","2019","","9788901232232","343",
"157","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","57","9788950970901","341",
"158","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","3","9791164137435","340",
"159","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","3","9791164060931","339",
"159","안젤리크 :기욤 뮈소 장편소설 ","글: 기욤 뮈소 ;옮긴이: 양영란","밝은세상","2022","","9788984374546","339",
"161","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","2","9791167390646","338",
"161","두근두근 편의점 :김영진 그림책 ","지은이: 김영진","책읽는곰","2022","","9791158363178","338",
"163","블랙 쇼맨과 환상의 여자","히가시노 게이고 (지은이), 최고은 (옮긴이)","알에이치코리아(RHK)","2023","","9788925576633","337",
"164","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","13","9791164064281","336",
"164","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","1","9791164137176","336",
"166","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","53","9788950903138","335",
"167","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","21","9791191496208","334",
"168","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","8","9791164131914","333",
"168","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","20","9791165383114","333",
"168","흔한남매 13","흔한남매 (지은이), 백난도 (글), 유난희 (그림), 흔한컴퍼니 (감수)","미래엔아이세움","2023","","9791168415232","333",
"168","흔한남매 오해요 :귀염 뽀짝 부캐들과 펼치는 초단편 콩트 만화 ","원작: 흔한남매 ;그림: 유난희","미래엔","2022","","9791168410930","333",
"172","물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기 ","룰루 밀러 지음 ;정지인 옮김","곰출판","2021","","9791189327156","332",
"173","수상한 지하실 ","박현숙 글 ;장서영 그림","북멘토","2022","","9788963194851","330",
"173","신기한 맛 도깨비 식당 4","김용세, 김병섭 (지은이), 센개 (그림)","꿈터","2023","","9791167390837","330",
"173","오늘 밤, 세계에서 이 사랑이 사라진다 해도 ","이치조 미사키 지음 ;권영주 옮김","바이포엠","2021","","9791191043297","330",
"173","이토록 평범한 미래 :김연수 소설 ","지은이: 김연수","문학동네","2022","","9788954680004","330",
"177","이상한 엄마 ","백희나","책읽는곰","2016","","9791158360214","328",
"178","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","1","9788937838750","327",
"178","고래:천명관 장편소설","천명관 지음","문학동네","2004","","9788982819278","327",
"180","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","2","9791164137879","326",
"181","우리, 편하게 말해요 :마음을 다해 듣고 할 말은 놓치지 않는 이금희의 말하기 수업 ","이금희 지음","웅진씽크빅","2022","","9788901264776","325",
"182","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","북이십일","2019","2","9788950983086","323",
"183","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","3","9791167390691","322",
"184","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","56","9788950942694","319",
"185","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","4","9791164060948","317",
"185","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","5","9791168411692","317",
"185","흔한남매 불꽃 튀는 우리말 5 - 초등 국어 고수 되기 프로젝트","한은호 (지은이), 흔한남매 (원작), 유희석 (그림), 흔한컴퍼니 (감수)","다산어린이","2022","","9791130679266","317",
"188","나는 개다 ","백희나","책읽는곰","2019","","9791158361365","316",
"188","채사장의 지대넓얕 6 : 성장 VS 분배 - 지적 대화를 위한 넓고 얕은 지식","채사장, 마케마케 (지은이), 정용환 (그림)","돌핀북","2023","","9791197578465","316",
"190","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","12","9791164063956","315",
"190","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","7","9791162339466","315",
"190","꽝 없는 뽑기 기계 ","곽유진 글 ;차상미 그림","비룡소","2020","","9788949162027","315",
"190","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","5","9791196232160","315",
"194","슈퍼 토끼 :유설화 그림책 ","유설화 글·그림","책읽는곰","2020","","9791158361839","314",
"194","친구의 전설 :이지은 그림책 ","글·그림: 이지은","웅진씽크빅","2021","","9788901251226","314",
"194","파친코 :이민진 장편소설 ","지은이: 이민진 ;옮긴이: 신승미","인플루엔셜","2022","1","9791168340510","314",
"197","(양육, 학습, 입시를 꿰뚫는) 자녀교육 절대공식 ","방종임 지음","위즈덤하우스","2023","","9791168125643","313",
"197","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","5","9791164062065","313",
"197","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","북이십일","2019","9","9788950983154","313",
"197","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","10","9791188874293","313",
