제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"31","불편한 편의점 :김호연 장편소설","지은이: 김호연","나무옆의자","2022","2","9791161571379","216",
"32","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","1","9791164060481","215",
"33","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","10","9791164137053","214",
"33","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","3","9788936448011","214",
"33","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","7","9791168412279","214",
"36","흔한남매 과학 탐험대 4 : 물질","흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 최진수 (감수), 정현철, 김희목, 권경아, 최진수 (기획)","주니어김영사","2022","","9788934930549","213",
"36","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","2","9791164137121","213",
"38","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","15","9791164064410","211",
"38","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","23","9791191496642","211",
"40","둥실이네 떡집 ","김리리 글 ;김이랑 그림","비룡소","2022","","9788949162188","210",
"41","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","6","9791168411029","209",
"42","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","8","9791168414075","207",
"42","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","12","9791168414471","207",
"44","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","1","9788937838750","206",
"45","흔한남매 불꽃 튀는 우리말 1 - 초등 국어 고수 되기 프로젝트","흔한남매 (원작)|한은호","다산어린이","2021","","9791130635712","205",
"46","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","14","9791164064243","204",
"47","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","1","9791164134649","203",
"47","돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ","지은이: 김승호","Snowfox(스노우폭스북스)","2020","","9791188331796","203",
"47","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","1","9791168412248","203",
"47","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","2","9791168413955","203",
"47","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","8","9791168414822","203",
"52","긴긴밤 ","루리 글·그림","문학동네","2021","","9788954677158","202",
"53","흔한남매 과학 탐험대 6 : 물리 2","흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 김희목 (감수), 김희목, 정현철, 권경아, 최진수 (기획)","주니어김영사","2022","","9788934946793","201",
"54","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","5","9791164139750","199",
"54","추리 천재 엉덩이 탐정과 카레 사건 ","트롤 글·그림 ;김정화 옮김","미래엔","2019","","9791164130764","199",
"56","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","6","9791162335123","198",
"56","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","1","9791195794799","198",
"56","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","3","9791164137435","198",
"59","내 멋대로 선생님 뽑기 ","최은옥 글 ;김무연 그림","김영사","2022","","9788934974369","197",
"59","살 때, 팔 때, 벌 때 =여의도 닥터둠 강영현이 공개하는 진격의 주식 투자 타이밍 /Timing to buy, sell, make a fortune ","강영현 지음","21세기북스(북이십일 21세기북스)","2023","","9788950960667","197",
"59","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","4","9791164138425","197",
"62","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","4","9788937848247","196",
"63","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","8","9791164131914","195",
"63","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","3","9791130640280","195",
"65","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","7","9791162339466","193",
"65","K 배터리 레볼루션 =향후 3년, 새로운 부의 시장에서 승자가 되는 법 /K battery revolution ","박순혁 지음","지와인","2023","","9791191521221","193",
"65","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","슈크림북","2021","4","9791190409261","193",
"65","랑랑 형제 떡집 ","김리리 글 ;김이랑 그림","비룡소","2022","","9788949162485","193",
"69","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","4","9788936448134","192",
"69","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","2","9791130637594","192",
"69","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","4","9791130641607","192",
"72","사장학개론 ","지은이: 김승호","스노우폭스북스","2023","","9791188331888","191",
"72","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","17","9791165382940","191",
"72","장군이네 떡집 ","김리리 글 ;이승현 그림","비룡소","2020","","9788949162041","191",
"75","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","슈크림북","2021","2","9791190409131","190",
"75","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","슈크림북","2021","3","9791190409148","190",
"75","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","24","9791198179913","190",
"78","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","3","9788937889714","189",
"78","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스 미디어그룹","2016","12","9791190305310","189",
"78","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스 미디어그룹","2016","17","9791168122369","189",
"78","만복이네 떡집 ","김리리 글 ;이승현 그림","비룡소","2010","","9788949161341","189",
"82","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","2","9791130622590","187",
"82","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스 미디어그룹","2016","11","9791190182737","187",
"84","양순이네 떡집","김리리 (지은이), 김이랑 (그림)","비룡소","2021","","9788949162102","186",
"85","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","2","9791164060498","184",
"85","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","1","9791168413078","184",
"85","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","16","9791165382841","184",
"88","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","11","9788950984144","183",
"88","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","5","9788936448370","183",
"88","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","22","9791191496604","183",
"91","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","53","9788950903138","182",
"92","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","2","9791164137879","181",
"93","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","3","9791130696577","180",
"94","세이노의 가르침","세이노 (지은이)","데이원","2023","","9791168473690","179",
"94","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","1","9791164135738","179",
"96","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","56","9788950942694","178",
"96","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2022","11","9788950900175","178",
"96","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","19","9791165383053","178",
"99","흔한남매 불꽃 튀는 우리말 5 - 초등 국어 고수 되기 프로젝트","한은호 (지은이), 흔한남매 (원작), 유희석 (그림), 흔한컴퍼니 (감수)","다산어린이","2022","","9791130679266","177",
"100","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","2","9791164135158","176",
"100","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스 미디어그룹","2016","13","9791190630184","176",
"100","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","슈크림북","2021","1","9791190409124","176",
"100","설민석의 한국사 대모험 18 - 후삼국 편 : 온달의 기묘한 시간 여행","설민석, 스토리박스 (지은이), 정현희 (그림), 강석화 (감수)","아이휴먼","2021","","9791165382988","176",
"104","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","1","9791167390615","175",
"104","(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업 ","김미경 지음","엠케이유니버스","2023","","9791198013026","175",
"104","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","9","9791164062898","175",
"104","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","25","9788950903473","175",
"108","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","1","9791165343996","174",
"108","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","12","9791164063956","174",
"108","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","50","9788950993153","174",
"108","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","21","9791191496208","174",
"108","천하제일 치킨 쇼 ","이희정 글 ;김무연 그림","비룡소","2023","","9788949121994","174",
"113","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","7","9788950980214","173",
"113","나의 투자는 새벽 4시에 시작된다 :3년 만에 300억으로 돌아온 유목민의 투자 인사이트 ","유목민 지음","웅진씽크빅","2022","","9788901259703","173",
"115","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","3","9791164060931","172",
"115","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","10","9791164063581","172",
"115","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","북이십일","2019","10","9788950983161","172",
"115","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","57","9788950970901","172",
"115","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","14","9791165382674","172",
"115","흔한남매 과학 탐험대 7 : 생물 1","김언정 (글), 흔한남매 (원작), 이현진 (글), 김덕영 (그림), 권경아 (감수), 김희목, 정현철, 권경아, 최진수 (기획)","주니어김영사","2023","","9788934944546","172",
"121","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","22","9788950997519","171",
"121","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","8","9788950981150","171",
"121","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","52","9788950997717","171",
"121","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","46","9788950982898","171",
"121","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","2","9791164136438","171",
"121","흔한남매 이상한 나라의 고전 읽기 3 - 양반전·박씨부인전·운영전","최재훈 (글), 정주연 (그림), 흔한남매, 흔한컴퍼니 (감수)","미래엔아이세움","2023","","9791168415034","171",
"127","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","27","9788950971625","170",
"127","꽁꽁꽁 아이스크림 :윤정주 그림책 ","윤정주","책읽는곰","2022","","9791158363499","170",
"127","나의 돈 많은 고등학교 친구 - 슈퍼리치와의 대화에서 찾아낸 부자의 길","송희구 (지은이)","서삼독","2023","","9791165347161","170",
"130","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","4","9791168410541","169",
"130","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","3","9791164136223","169",
"130","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","1","9788950973353","169",
"130","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","51","9788950995904","169",
"130","소원 떡집 ","김리리 글 ;이승현 그림","비룡소","2020","","9788949162058","169",
"130","정재승의 인간 탐구 보고서 11 - 인간을 울고 웃게 만드는 스트레스","정재은 (글), 김현민 (그림), 정재승 (기획), 이고은 (자문)","아울북","2023","","9788950949778","169",
"130","챗GPT :2023 전 세계를 뒤흔든 빅이슈의 탄생 ","반병현 지음","생능출판사","2023","","9791192932057","169",
"137","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","2","9791165344009","168",
"137","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","8","9791164062287","168",
"137","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","2","9788937853470","168",
"137","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","18","9788950993511","168",
"137","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","6","9788950979317","168",
"137","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","16","9788950991722","168",
"137","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","55","9788950942274","168",
"137","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","20","9791165383114","168",
"137","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","5","9791197578458","168",
"137","체리새우 :황영미 장편소설 ","지은이: 황영미","문학동네","2019","","9788954654753","168",
"137","추리 천재 엉덩이 탐정 5 - 유적에서 날아온 SOS 사건","트롤","아이세움","2017","","9791162332542","168",
"148","꽝 없는 뽑기 기계 ","곽유진 글 ;차상미 그림","비룡소","2020","","9788949162027","167",
"148","달콩이네 떡집 ","김리리 글 ;김이랑 그림","비룡소","2021","","9788949162126","167",
"148","책 먹는 여우의 여름 이야기 ","프란치스카 비어만 글·그림 ;송순섭 옮김","김영사","2022","","9788934951056","167",
"151","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스 미디어그룹","2016","15","9791191766318","166",
"151","오리 부리 이야기 ","황선애 글 ;간장 그림","비룡소","2022","","9788949162386","166",
"153","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","6","9791164062072","165",
"153","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","1","9791130679990","165",
"153","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","13","9791165382650","165",
"156","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","2","9791164139651","164",
"156","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","3","9788950976118","164",
"156","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","54","9788950922955","164",
"159","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","14","9788950987756","163",
"159","오싹오싹 크레용! ","글: 에런 레이놀즈 ;옮김: 홍연미","토토북","2022","","9788964964767","163",
"161","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","26","9788950941901","162",
"161","급식 알바 구드래곤 ","박현숙 글 ;이경석 그림","다산북스","2022","","9791130695655","162",
"163","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","북이십일","2019","1","9788950983079","161",
"163","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","북이십일","2019","9","9788950983154","161",
"163","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","19","9788950994594","161",
"163","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","9","9788950993573","161",
"167","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","4","9791164060948","160",
"168","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","5","9791164062065","159",
"168","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","북이십일","2022","1","9788950942403","159",
"168","두근두근 편의점 :김영진 그림책 ","지은이: 김영진","책읽는곰","2022","","9791158363178","159",
"171","(읽으면서 바로 써먹는) 어린이 맞춤법 ","글·그림: 한날","파란정원","2019","","9791158681647","158",
"171","달러구트 꿈 백화점.이미예 장편소설 ","지은이: 이미예","팩토리나인","2020","1-2 :","9791165341909","158",
"171","브라질에 비가 내리면 스타벅스 주식을 사라 :경제의 큰 흐름에서 기회를 잡는 매크로 투자 가이드 ","피터 나바로 지음 ;이창식 옮김","에프엔미디어","2022","","9791188754588","158",
"171","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","2","9791196025809","158",
"175","(엉뚱한 기자) 김방구 :목에 사는 두꺼비 ","주봄 글 ;한승무 그림","비룡소","2022","","9788949168029","157",
"175","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","27","9788950934552","157",
"175","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","1","9788950971366","157",
"175","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스 미디어그룹","2016","3","9788960863163","157",
"175","호랭떡집 ","글·그림: 서현","사계절(사계절출판사)","2023","","9791169811163","157",
"180","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","30","9788950971656","156",
"180","내 멋대로 초능력 뽑기 ","최은옥 글 ;김무연 그림","김영사","2022","","9788934944263","156",
"180","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2022","14","9788950991463","156",
"180","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","10","9791188874293","156",
"180","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","4","9791196025861","156",
"185","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","2","9788950974329","155",
"185","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","20","9788950995034","155",
"185","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","47","9788950984748","155",
"185","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","9","9791188874262","155",
"185","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","3","9791196025847","155",
"185","장하준의 경제학 레시피 :마늘에서 초콜릿까지 18가지 재료로 요리한 경제 이야기 ","장하준 지음 ;김희정 옮김","부키","2023","","9788960519794","155",
"191","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","7","9791164062270","154",
"191","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","1","9791164137503","154",
"191","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","3","9791168410886","154",
"191","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","12","9788950985554","154",
"191","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","24","9788950900236","154",
"191","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","21","9788950971564","154",
"191","깊은 밤 필통 안에서 ","길상효 글 ;심보영 그림","비룡소","2021","","9788949162072","154",
"191","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","9","9791191496635","154",
"199","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","3","9791164138715","153",
"199","156층 나무 집","앤디 그리피스 (지은이), 테리 덴톤 (그림), 신수진 (옮긴이)","시공주니어","2023","","9791169256056","153",
