제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"49","이미 시작된 전쟁 - 북한은 왜 전쟁을 일으킬 수밖에 없는가","이철 (지은이)","페이지2(page2)","2023","","9791169850209","70",
"49","창발의 시대 :경제혁명, 종교개혁, 르네상스, 그리고 세계를 뒤흔든 40년의 역사 ","패트릭 와이먼 지음 ;장영재 옮김","로크미디어","2022","","9791140802586","70",
"49","초거대 위협 :앞으로 모든 것을 뒤바꿀 10가지 위기 ","누리엘 루비니 지음 ;박슬라 옮김","한경BP","2023","","9788947548779","70",
"54","(박병창의 돈을 부르는) 매매의 심리 ","박병창 지음","콘텐츠그룹 포레스트","2022","","9791192625010","69",
"54","(실전 수익률 투자대회 총 12회 수상자의) 실전투자의 비밀 ","김형준 지음","이레미디어","2021","","9791191328158","69",
"54","오십에 읽는 논어 :굽이치는 인생을 다잡아 주는 공자의 말 ","최종엽 지음","유노북스","2021","","9791190826839","69",
"54","지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ","지은이: 팀 마샬 ;옮긴이: 김미선","사이","2016","","9788993178692","69",
"58","언스크립티드 :부의 추월차선 완결판 ","엠제이 드마코 지음 ;안시열 옮김","토트","2018","","9791187444213","68",
"58","종목 선정 :나에게 물어봐 ","지은이: 김정수","하움출판사","2021","","9791164408580","68",
"58","트렌드 코리아 2023 :더 높은 도약을 준비하는 검은 토끼의 해 ","지은이: 김난도,추예린","미래의창","2022","","9788959897094","68",
"58","파친코 :이민진 장편소설","이민진 지음 ;이미정 옮김","문학사상","2018","1","9788970129815","68",
"62","당신이 모르는 민주주의 :자본주의와 자유주의의 불편한 공존 ","지은이: 마이클 샌델 ;옮긴이: 이경식","미래엔","2023","","9791168415096","67",
"62","생에 감사해 ","지은이: 김혜자","수오서재","2022","","9791190382915","67",
"62","오십의 기술 - 나이 들수록 재미, 가족, 관계, 행복, 품격, 지식이 높아지는","이호선 (지은이)","카시오페아","2023","","9791168271043","67",
"62","주식 투자의 지혜 ","천장팅 지음 ;양성희 옮김","에프엔미디어","2021","","9791188754427","67",
"66","GPT 제너레이션 - 챗GPT가 바꿀 우리 인류의 미래","이시한 (지은이)","북모먼트","2023","","9791191891270","66",
"66","내면소통 =삶의 변화를 가져오는 마음근력 훈련/Inner communication","김주환 지음","인플루엔셜","2023","","9791168340855","66",
"66","당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게 ","정희원 지음","길벗","2023","","9791140702589","66",
"66","돈의 규칙 - 돈은 당신의 명령을 기다린다","신민철(처리형) (지은이)","베가북스","2023","","9791192488257","66",
"66","이어령의 마지막 수업 ","김지수 지음","열림원","2021","","9791170400523","66",
"71","천년의 질문 :조정래 장편소설 ","저자: 조정래","해냄","2019","1","9788965746829","65",
"71","칩 워, 누가 반도체 전쟁의 최후 승자가 될 것인가","크리스 밀러 (지은이), 노정태 (옮긴이)","부키","2023","","9788960519831","65",
"73","나의 돈 많은 고등학교 친구 - 슈퍼리치와의 대화에서 찾아낸 부자의 길","송희구 (지은이)","서삼독","2023","","9791165347161","64",
"73","더 좋은 삶을 위한 철학 ","지은이: 마이클 슈어 ;옮긴이: 염지선","김영사","2023","","9788934965909","64",
"75","(2023 상장기업) 업종 지도 :주식 투자자를 위한 종목 발굴 내비게이션 ","박찬일 지음","에프엔미디어","2023","","9791188754755","63",
"75","재수사 :장강명 장편소설 ","지은이: 장강명","은행나무","2022","1","9791167372017","63",
"75","현명한 투자자","벤저민 그레이엄,이건 옮김","국일미디어","2020","1","9788957821305","63",
"78","수호자들 :존 그리샴 장편소설 ","지은이: 존 그리샴 ;옮긴이: 남명성","대원씨아이","2023","","9791169793087","62",
"78","지리의 힘 :지리는 어떻게 나라의 운명을, 세계의 분쟁을, 우리의 선택을 좌우하는가","지은이: 팀 마샬 ;옮긴이: 김미선","사이","2022","2","9788993178982","62",
"78","하루 한 장, 인생 그림 :아트메신저 이소영이 전하는 명화의 세계 ","이소영 지음","RHK(알에이치코리아)","2023","","9788925576992","62",
"78","화이트 러시 =White rush ","저자: 히가시노 게이고 ;옮긴이: 민경욱","소미미디어","2023","","9791138415477","62",
"82","만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42 ","김혜남 지음","메이븐","2022","","9791190538510","61",
"82","진짜 챗GPT 활용법 :엑셀 활용법부터 블로그 자동화, 유튜브 콘텐츠 생성, 미드저니와 ChatGPT API 사용법까지 ","김준성,안상준 지음","위키북스","2023","","9791158394264","61",
"84","(건강과 다이어트를 동시에 잡는) 채소·과일식 :단순하면서 자연스러운 가장 효과적인 식단 ","글: 조승우","바이북스","2022","","9791158773120","60",
"84","오십이 앞으로 어떻게 살 거냐고 물었다 - 삶의 변곡점에 필요한 철학자의 말들","이관호 (지은이)","온더페이지","2023","","9791192445274","60",
"86","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","1","9791165343996","59",
"86","(진짜 쓰는) 실무 엑셀 ","전진권 지음","Jpup(제이펍)","2022","","9791191600704","59",
"86","굿 걸 배드 걸 ","지은이: 마이클 로보텀 ;옮긴이: 최필원","더난콘텐츠그룹","2023","","9791158792022","59",
"86","외사랑 ","저자: 히가시노 게이고 ;옮긴이: 민경욱","소미미디어","2022","","9791138413251","59",
"86","유럽도시기행","지은이: 유시민","아름다운사람들","2019","2","9788965137702","59",
"86","지적 대화를 위한 넓고 얕은 지식 0 :지혜를 찾아 138억 년을 달리는 시간 여행서 ","채사장 지음","Whale Books(웨일북)","2019","","9791190313131","59",
"92","달러구트 꿈 백화점.이미예 장편소설 ","지은이: 이미예","팩토리나인","2020","1-2 :","9791165341909","58",
"92","오십에 읽는 장자 :복잡한 마음이 홀가분해지는 시간 ","김범준 지음","유노북스","2022","","9791192300092","58",
"92","장단기 투자의 비밀 :세계트레이딩월드컵 신기록 보유자의 마켓 사이클과 최적의 타이밍 매수법 ","래리 윌리엄스 지음 ;이은주 옮김","이레미디어","2023","","9791191328769","58",
"92","총, 균, 쇠 :무기, 병균, 금속 은 인류 의 운명 을 어떻게 바꿨는가 ","재레드 다이아몬드 지음 ;김진준 옮김","문학사상","2012","","9788970127248","58",
"96","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","3","9791165344221","57",
"96","이 책은 돈 버는 법에 관한 이야기 :서민갑부 고명환의 생각법, 독서법, 장사법 ","고명환 지음","라곰","2022","","9791189686536","57",
"96","코스모스 :특별판 ","칼 세이건 지음 ;홍승수 옮김","사이언스북스","2006","","9788983711892","57",
"99","여행의 이유 :김영하 산문 ","지은이: 김영하","문학동네","2019","","9788954655972","56",
"99","영어책 한 권 외워봤니? :딱 한 권만 넘으면 영어 울렁증이 사라진다 ","김민식 지음","위즈덤하우스","2017","","9788960863132","56",
"99","조국의 법고전 산책 :열다섯 권의 고전, 그 사상가들을 만나다 ","조국 지음","오마이북","2022","","9788997780518","56",
"99","타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략 ","팀 페리스 지음 ;정지현 옮김","Tornado(토네이도)","2017","","9791158510619","56",
"99","평생 부자로 사는 주식투자 :대한민국 최상위 슈퍼개미의 주식투자론 ","남석관 지음","모루(모루북스)","2021","","9791197001918","56",
"104","Big wave 거대한 변화 :위기는 새로운 기회와 부자를 만든다 ","지은이: 김영익","베가북스","2023","","9791192488219","55",
"104","나는 집 대신 땅에 투자한다 :딱 1년 공부하고 평생 써먹는 토지 투자 공식 ","김종율,임은정 지음","한국경제신문 한경BP","2023","","9788947548885","55",
"104","나의 월급 독립 프로젝트 :3년 만에 30억 벌고 퇴사한 슈퍼개미의 실전 주식투자 생중계 ","유목민 지음","웅진씽크빅","2019","","9788901230801","55",
"104","스즈메의 문단속 ","신카이 마코토 지음 ;민경욱 옮김","대원씨아이","2023","","9791169791977","55",
"108","돈 버는 사람은 단순하게 생각합니다 =복잡한 주식을 이기는 단순한 투자 책 /Think simple becoming rich ","한주주 지음","헤리티지북스","2023","","9791198063632","54",
"108","방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술 ","조원재 지음","백도씨","2018","","9788968331862","54",
"108","아파트 투자는 사이클이다 ","이현철 지음","여의도책방","2022","","9791191904048","54",
"111","(허영만의) 주식 타짜 :대한민국 주식 고수 7인의 투자 전략 ","글·그림: 허영만","가디언","2020","","9791189159665","53",
"111","나는 대한민국 검사였다 - 누가 노무현을 죽였나","이인규 (지은이)","조갑제닷컴","2023","","9791185701752","53",
"111","노화의 종말 :하버드 의대 수명 혁명 프로젝트 ","데이비드 A. 싱클레어,이한음 옮김","부·키","2020","","9788960518025","53",
"111","벌거벗은 세계사 :벗겼다, 세상을 뒤흔든 역사","지은이: tvN <벌거벗은 세계사> 제작팀,최태성","교보문고","2022","","9791159095887","53",
"111","순례 주택 :유은실 소설 ","지은이: 유은실","비룡소","2021","","9788949123493","53",
"111","우리가 운명이라고 불렀던 것들 :그 모든 우연이 모여 오늘이 탄생했다 ","슈테판 클라인 지음 ;유영미 옮김","콘텐츠그룹 포레스트","2023","","9791192625270","53",
"111","찰리 멍거 바이블 :현인들의 현자 멍거가 알려주는 투자와 삶의 지혜 ","김재현,이건 엮고지음","에프엔미디어","2022","","9791188754748","53",
"111","챗GPT와 업무자동화 :1분 만에 끝내는 엑셀, 구글 시트, 파워포인트, 파이썬 자동화 with ChatGPT ","김철수 지음","위키북스","2023","","9791158394288","53",
"119","김경일의 지혜로운 인간생활 :님을 위한 행복한 인간관계 지침서 ","김경일 지음","저녁달","2022","","9791189217136","52",
"119","물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기 ","룰루 밀러 지음 ;정지인 옮김","곰출판","2021","","9791189327156","52",
"119","부동산을 공부할 결심 ","배문성 지음","어바웃어북","2022","","9791192229140","52",
"119","부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ","엠제이 드마코 지음 ;신소영 옮김","북새통","2013","","9788994702346","52",
"119","아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ","제임스 클리어 지음 ;이한이 옮김","비즈니스북스","2019","","9791162540640","52",
"119","중국은 어떻게 실패하는가 :미중 패권 대결 최악의 시간이 온다 ","마이클 베클리,김종수 옮김","부키","2023","","9788960519695","52",
"119","챗GPT =기회를 잡는 사람들 /ChatGPT ","장민 지음","알투스","2023","","9791186116395","52",
"119","천년의 질문 :조정래 장편소설 ","저자: 조정래","해냄","2019","2","9788965746836","52",
"127","(선물주는산타의) 주식투자 시크릿 :8천만 원 종잣돈으로 124배의 수익을 올린 투자 고수가 되기까지 ","선물주는산타 지음","비즈니스북스","2020","","9791162541395","51",
"127","50대에 도전해서 부자 되는 법 :돈 버는 습관, 수입 창출, 노후 준비까지 ","서미숙 지음","유노콘텐츠그룹","2022","","9791190826990","51",
"127","듄 ","지은이: 프랭크 허버트 ;옮긴이: 김승욱","황금가지","2021","","9791158887544","51",
"127","베어마켓 - 네 번의 금융위기에서 발견한 부의 기회","러셀 내피어 (지은이), 권성희 (옮긴이), 송선재(와이민) (감수)","한국경제신문","2023","","9788947548854","51",
"127","이차전지 승자의 조건 :배터리가 주도하는 400조 거대 시장의 패권 경쟁 ","지은이: 정경윤,정훈기","길벗","2023","","9791140703562","51",
"127","이토록 평범한 미래 :김연수 소설 ","지은이: 김연수","문학동네","2022","","9788954680004","51",
"127","재수사 :장강명 장편소설 ","지은이: 장강명","은행나무","2022","2","9791167372024","51",
"127","조선 미술관 :풍속화와 궁중기록화로 만나는 문화 절정기 조선의 특별한 순간들 ","탁현규 지음","백도씨","2023","","9788968334177","51",
"127","챗GPT 혁명 - 산업과 투자의 지형을 뒤흔드는 인공지능의 진화","권기대 (지은이)","베가북스","2023","","9791192488271","51",
"127","퀀트투자 무작정 따라하기 =Quantitative investing ","강환국 지음","길벗","2022","","9791140701490","51",
"137","(월가아재의) 제2라운드 투자 수업 :월가에서 천당과 지옥을 오가며 터득한 이기는 투자 원리 ","최한철 지음","에프엔미디어","2023","","9791188754762","50",
"137","거꾸로 읽는 세계사 ","유시민 지음","돌베개","2021","","9791191438406","50",
"137","공정하다는 착각 :능력주의는 모두에게 같은 기회를 제공하는가 ","마이클 샌델 지음 ;함규진 옮김","미래엔","2020","","9791164136452","50",
"137","세계화의 종말과 새로운 시작 - 2세기에 걸쳐 진화한 세계화의 과거, 현재, 미래","마크 레빈슨 (지은이), 최준영 (옮긴이)","페이지2(page2)","2023","","9791169850193","50",
"137","원청 :위화 장편소설 ","지은이: 위화 ;옮긴이: 문현선","푸른숲","2022","","9791156751298","50",
"137","인생의 허무를 어떻게 할 것인가 ","지은이: 김영민","사회평론아카데미","2022","","9791167070791","50",
"137","호모 데우스 :미래의 역사 ","지은이: 유발 하라리 ;옮긴이: 김명주","김영사","2017","","9788934977841","50",
"144","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","2","9791165344009","49",
"144","(효기심의) 권력으로 읽는 세계사 :세상을 움직이는 힘을 이해하는 가장 솔직한 안내서","효기심 지음","다산북스","2023","","9791130642147","49",
"144","고구려 :김진명 역사소설","지은이: 김진명","이타(이타북스)","2021","7","9791197063275","49",
"144","나미야 잡화점의 기적 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2012","","9788972756194","49",
"144","망원동 브라더스 :김호연 장편소설 ","지은이: 김호연","나무옆의자","2013","","9788997962129","49",
"144","보도 섀퍼 부의 레버리지 :경제적 자유로 가는 가장 빠르고 확실한 길 ","보도 섀퍼 지음 ;한윤진 옮김","비즈니스북스","2023","","9791162543269","49",
"144","시선으로부터, :정세랑 장편소설 ","지은이: 정세랑","문학동네","2020","","9788954672214","49",
"144","아몬드손원평 장편소설","손원평","창비","2017","22","9788936434267","49",
"144","완전한 행복 :정유정 장편소설 ","지은이: 정유정","은행나무","2021","","9791167370280","49",
"144","인생의 역사 :신형철 시화 ","지은이: 신형철","난다","2022","","9791191859379","49",
"144","트러스트 :에르난 디아스 장편소설 ","지은이: 에르난 디아스 ;옮긴이: 강동혁","문학동네","2023","","9788954691673","49",
"144","페인트 :이희영 장편소설 ","지은이: 이희영","창비","2019","","9788936456894","49",
"156","(월스트리트의 전설적인 시장분석가에게 배우는) 주식투자 최적의 타이밍을 잡는 법 ","스탠 와인스타인 지음 ;우승택 옮김","빌리버튼","2020","","9791191228366","48",
"156","내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong ","비욘 나티코 린데블라드 지음 ;박미경 옮김","다산북스","2022","","9791130689890","48",
"156","다정한 것이 살아남는다 ","지은이: 브라이언 헤어,옮긴이: 이민아","디플롯","2021","","9791197413025","48",
"156","부의 시나리오 :불확실성을 기회로 만드는 4가지 투자전략 ","오건영 지음","Page2(페이지2북스)","2021","","9791190977265","48",
"156","세상의 마지막 기차역 ","무라세 다케시 지음 ;김지연 옮김","바이포엠 스튜디오","2022","","9791191043754","48",
"156","악인론 :닥치고 성공해 누구에게도 지배받지 않는 삶 ","손수현 지음","다산북스","2023","","9791130697499","48",
"156","안젤리크 :기욤 뮈소 장편소설 ","글: 기욤 뮈소 ;옮긴이: 양영란","밝은세상","2022","","9788984374546","48",
"156","천년의 질문 :조정래 장편소설 ","저자: 조정래","해냄","2019","3","9788965746843","48",
"164","내가 가진 것을 세상이 원하게 하라 - 최인아 대표가 축적한 일과 삶의 인사이트","최인아 (지은이)","해냄","2023","","9791167140609","47",
"164","유럽도시기행","지은이: 유시민","아름다운사람들","2019","1","9788965135586","47",
"164","이기적 유전자 ","리처드 도킨스 지음 ;이상임 옮김","을유문화사","2018","","9788932473901","47",
"164","지옥 같은 경제위기에서 살아남기","김화백, 캔들피그 (지은이)","메이트북스","2023","","9791160023985","47",
"164","챗GPT 거대한 전환 :AI 전쟁의 승자는 누가 될 것인가? ","김수민,백선환 지음","RHK(알에이치코리아)","2023","","9788925576756","47",
"164","챗GPT 사용설명서 =Chat GPT handbook ","송준용 지음","여의도책방","2023","","9791191904253","47",
"164","토지 :박경리 대하소설","지은이: 박경리","마로니에북스","2012","1","9788960532410","47",
"171","마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche ","장재형 지음","유노콘텐츠그룹","2022","","9791192300245","46",
"171","백년운동 :척추·관절 아프지 않게 100세까지 운동하는 방법 ","저자: 정선근","아티잔","2019","","9791196834005","46",
"171","부자 아빠 가난한 아빠 :20주년 특별 기념판 ","지은이: 로버트 기요사키 ;옮긴이: 안진환","민음인","2018","","9791158883591","46",
"171","주식하는 마음 :주식투자의 운과 실력, 결국은 마음이다! ","홍진채 지음","다산북스","2020","","9791130632032","46",
"175","나의 아름다운 날들 :정지아 소설 ","지은이: 정지아","은행나무","2023","","9791167372703","45",
"175","몰입 =인생을 바꾸는 자기 혁명 /Think hard ","황농문 지음","랜덤하우스코리아","2008","","9788925514826","45",
"175","몰입, 두 번째 이야기 =인생의 완성도를 높이는 자기 혁명 /Think harder! ","황농문 지음","랜덤하우스코리아","2011","","9788925542966","45",
"175","변화하는 세계질서 ","레이 달리오 지음 ;조용빈 옮김","한빛비즈","2022","","9791157845798","45",
"175","생각하라 그리고 부자가 되어라 :나폴레온 힐, 부와 성공의 원칙 ","나폴레온 힐 지음 ;이한이 옮김","반니","2021","","9791191214376","45",
"175","씽킹 101 :더 나은 삶을 위한 생각하기 연습 ","지은이: 안우경 ;옮긴이: 김보람","흐름출판","2023","","9788965965466","45",
"175","우리는 어디서 살아야 하는가 :인문학자가 직접 고른 살기 좋고 사기 좋은 땅 ","김시덕 지음","콘텐츠그룹 포레스트","2022","","9791191347975","45",
"182","(마이너스 계좌라면 반드시 읽어야 할) 세력주 매매 공식 :왜 내가 사면 떨어지고 내가 팔면 오르는가? ","와조스키 지음","경향BP(경향비피)","2022","","9788969525017","44",
"182","모순 :양귀자 장편소설 ","지은이: 양귀자","쓰다","2013","","9788998441012","44",
"182","밥 프록터 부의 확신 :세계 단 1%만이 알고 있는 부와 성공의 비밀 ","밥 프록터 지음 ;김문주 옮김","비즈니스북스","2022","","9791162542866","44",
"182","밥 프록터 생각의 시크릿 :생각을 현실로 만드는 13가지 비밀 공식 ","밥 프록터,김잔디 옮김","Page2(페이지2북스)","2022","","9791190977852","44",
"182","부의 인문학 :슈퍼리치의 서재에서 찾아낸 부자의 길 ","브라운스톤 지음","Openmind(오픈마인드)","2019","","9788995563502","44",
"182","소크라테스 익스프레스 :철학이 우리 인생에 스며드는 순간 ","에릭 와이너 지음 ;김하현 옮김","어크로스(어크로스출판그룹)","2021","","9791190030922","44",
"182","원씽 :복잡한 세상을 이기는 단순함의 힘 ","게리 켈러,구세희 옮김","비즈니스북스","2013","","9788997575169","44",
"182","주식시장의 승부사들 :대한민국 최고의 트레이더들이 전하는 주식투자의 비밀 ","한봉호,이상기 지음","이레미디어","2020","","9791188279890","44",
"182","팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ","지은이: 한스 로슬링,옮긴이: 이창신","김영사","2019","","9788934985068","44",
"191","경제지표를 읽는 시간 - 언제나 한발 앞서 변화의 신호를 찾아내는 기술","빈센트(김두언) (지은이)","위즈덤하우스","2023","","9791168126114","43",
"191","당신이 우주다 :나는 무엇인가, 그리고 왜 이것이 중요한가 ","지은이: 디팩 초프라,옮긴이: 조원희","김영사","2023","","9788934942412","43",
"191","돈의 시나리오 :계획이 있는 돈은 흔들리지 않는다 ","김종봉,제갈현열 지음","다산북스","2021","","9791130634432","43",
"191","듄의 메시아 ","지은이: 프랭크 허버트 ;옮긴이: 김승욱","황금가지","2021","","9791158887551","43",
"191","마지막 몰입 :나를 넘어서는 힘 ","짐 퀵 지음 ;김미정 옮김","비즈니스북스","2021","","9791162541968","43",
"191","메리골드 마음 세탁소","윤정은 (지은이)","북로망스","2023","","9791191891287","43",
"191","미스터 프레지던트 =국가 기념식과 대통령 행사 이야기 /Mr. president ","탁현민 지음","메디치(메디치미디어)","2023","","9791157062805","43",
"191","백년허리 :백년 동안 간직할 허리 사용설명서 ","저자: 정선근","언탱글링","2021","1","9791197437304","43",
