제공기관 : 국립중앙도서관
데이터 제공일 : 2023-06-27
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.
NO,서명,저자,출판사,출판년도,권,ISBN,대출건수,
"32","우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ","지은이: 김초엽","허블","2019","","9791190090018","43",
"32","코스모스 :특별판 ","칼 세이건 지음 ;홍승수 옮김","사이언스북스","2006","","9788983711892","43",
"36","1Q84 :무라카미 하루키 장편소설","지은이: 무라카미 하루키 ;옮긴이: 양윤옥","문학동네","2009-2010","1","9788954608640","42",
"36","물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기 ","룰루 밀러 지음 ;정지인 옮김","곰출판","2021","","9791189327156","42",
"38","심판 ","베르나르 베르베르 지음 ;전미연 옮김","열린책들","2020","","9788932920405","41",
"38","용의자 X의 헌신 ","히가시노 게이고 지음 ;양억관 옮김","재인","2017","","9788990982704","41",
"38","인간 실격","다자이 오사무 지음;김춘미 옮김","민음사","2004","","9788937461033","41",
"38","작별인사 :김영하 장편소설 ","지은이: 김영하","복복서가","2022","","9791191114225","41",
"38","정의란 무엇인가 ","지은이: 마이클 샌델 ;옮긴이: 김명철","미래엔","2014","","9788937834790","41",
"43","뇌, 욕망의 비밀을 풀다 :인간의 소비심리를 지배하는 뇌과학의 비밀 ","한스-게오르크 호이젤 지음 ;한윤진 옮김","비즈니스북스","2019","","9791162541029","40",
"43","브라질에 비가 내리면 스타벅스 주식을 사라 :경제의 큰 흐름에서 기회를 잡는 매크로 투자 가이드 ","피터 나바로 지음 ;이창식 옮김","에프엔미디어","2022","","9791188754588","40",
"43","세이노의 가르침","세이노 (지은이)","데이원","2023","","9791168473690","40",
"46","나는 장사의 신이다 ","지은이: 은현장","Rise(떠오름)","2021","","9791197646751","39",
"47","어서오세요, 휴남동 서점입니다 :황보름 장편소설 ","지은이: 황보름","클레이하우스","2022","","9791197377143","38",
"47","오늘 밤, 세계에서 이 눈물이 사라진다 해도 ","이치조 미사키 지음 ;김윤경 옮김","바이포엠 스튜디오","2022","","9791191043976","38",
"49","1984","조지 오웰 지음;정회성 옮김","민음사","2003","","9788937460777","37",
"49","레버리지 :자본주의 속에 숨겨진 부의 비밀 ","롭 무어 지음 ;김유미 옮김","다산북스","2017","","9791130612249","37",
"49","세상의 마지막 기차역 ","무라세 다케시 지음 ;김지연 옮김","바이포엠 스튜디오","2022","","9791191043754","37",
"49","현명한 투자자","벤저민 그레이엄,이건 옮김","국일미디어","2020","1","9788957821305","37",
"53","돈은 좋지만 재테크는 겁나는 너에게 ","뿅글이 지음","첨단","2023","","9788960306134","36",
"53","돈의 심리학 :당신은 왜 부자가 되지 못했는가 ","모건 하우절 지음 ;이지연 옮김","인플루엔셜","2021","","9791191056372","36",
"53","빠르게 실패하기 :20년간 진행된 스탠퍼드대학교 <인생 성장 프로젝트> 천 개의 성공을 만든 작은 행동의 힘 ","존 크럼볼츠,도연 옮김","Snowfox(스노우폭스북스)","2022","","9791191769203","36",
"53","아버지의 해방일지 :정지아 장편소설 ","지은이: 정지아","창비","2022","","9788936438838","36",
"53","장사의 神 ","우노 다카시 지음 ;김문정 옮김","쌤앤파커스","2012","","9788965700890","36",
"53","지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실을 통찰하게 하는 지식 여행서","채사장 지음","Whale Books(웨일북)","2020","2","9791190313193","36",
"59","마지막 몰입 :나를 넘어서는 힘 ","짐 퀵 지음 ;김미정 옮김","비즈니스북스","2021","","9791162541968","35",
"59","밝은 밤 :최은영 장편소설 ","지은이: 최은영","문학동네","2021","","9788954681179","35",
"59","아몬드손원평 장편소설","손원평","창비","2017","22","9788936434267","35",
"59","전설로 떠나는 월가의 영웅 (2017 최신개정판)","피터 린치, 존 로스차일드 (지은이), 이건 (옮긴이)","국일증권경제연구소","2017","","9788957821176","35",
"59","정리하는 뇌 :디지털 시대, 정보와 선택 과부하로 뒤엉킨 머릿속과 일상을 정리하는 기술 ","대니얼 J. 레비틴 지음 ;김성훈 옮김","미래엔","2014","","9788937837654","35",
"59","지구 끝의 온실 :김초엽 장편소설 ","지은이: 김초엽","Giant Books(자이언트북스)","2021","","9791191824001","35",
"59","총, 균, 쇠 :무기, 병균, 금속 은 인류 의 운명 을 어떻게 바꿨는가 ","재레드 다이아몬드 지음 ;김진준 옮김","문학사상","2012","","9788970127248","35",
"66","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","1","9791165343996","34",
"66","돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ","저자: 야쿠마루 가쿠 ;옮긴이: 김성미","Book plaza(북플라자)","2017","","9788998274795","34",
"66","무조건 합격하는 암기의 기술 :26살 9개월 만에 사법시험을 패스한 이윤규 변호사의 책 한 권 통째로 씹어먹는 공부법 ","이윤규 지음","길벗","2023","","9791140702725","34",
"66","미드나잇 라이브러리 ","매트 헤이그 지음 ;노진선 옮김","인플루엔셜","2021","","9791191056556","34",
"70","(비전공자를 위한 이해할 수 있는) IT 지식 ","최원영 지음","T.W.I.G(티더블유아이지)","2020","","9791196918033","33",
"70","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","2","9791165344009","33",
"70","공간이 만든 공간 :새로운 생각은 어떻게 만들어지는가 ","유현준 지음","을유문화사","2020","","9788932474274","33",
"70","기사단장 죽이기 :무라카미 하루키 장편소설 ","지은이: 무라카미 하루키 ;옮긴이: 홍은주","문학동네","2017","1","9788954646123","33",
"70","소년이 온다 :한강 장편소설 ","지은이: 한강","창비","2014","","9788936434120","33",
"70","신경 끄기의 기술 :인생에서 가장 중요한것만 남기는 힘 ","마크 맨슨 지음 ;한재호 옮김","웅진씽크빅","2017","","9788901219943","33",
"76","(EBS 다큐프라임) 자본주의 ","EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음","가나문화콘텐츠","2013","","9788957365793","32",
"76","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","3","9791165344221","32",
"76","돈, 뜨겁게 사랑하고 차갑게 다루어라 ","지은이: 앙드레 코스톨라니 ;옮긴이: 김재경","미래의창","2015","","9788959893546","32",
"76","부자의 그릇 :남을 위해 돈 쓰는 능력을 키우는 법 ","이즈미 마사토 지음 ;김윤수 옮김","다산북스","2015","","9791130604787","32",
"76","이기적 유전자 ","리처드 도킨스 지음 ;이상임 옮김","을유문화사","2018","","9788932473901","32",
"76","천 개의 파랑 :천선란 장편소설 ","지은이: 천선란","허블","2020","","9791190090261","32",
"82","1Q84 :무라카미 하루키 장편소설","지은이: 무라카미 하루키 ;옮긴이: 양윤옥","문학동네","2009-2010","2","9788954608657","31",
"82","럭키 드로우 =나만의 길을 찾을 때까지 인생의 레버를 당기는 법 /Lucky draw ","드로우앤드류 지음","다산북스","2022","","9791130679822","31",
"82","부의 인문학 :슈퍼리치의 서재에서 찾아낸 부자의 길 ","브라운스톤 지음","Openmind(오픈마인드)","2019","","9788995563502","31",
"82","부자 아빠 가난한 아빠 :'현금흐름 사분면'과 돈을 관리하는 7가지 방법","지은이: 로버트 기요사키 ;옮긴이: 안진환","민음인","2012","2","9788982732508","31",
"86","7년의 밤 :정유정 장편소설 ","지은이: 정유정","은행나무","2011","","9788956604992","30",
"86","나는 무조건 합격하는 공부만 한다 :26살, 9개월 만에 사법시험을 패스한 이윤규 변호사의 패턴 공부법 ","이윤규 지음","비즈니스북스","2019","","9791162541210","30",
"86","데일 카네기 자기관리론 ","데일 카네기 지음 ;임상훈 옮김","현대지성","2021","","9791191280333","30",
"86","듄 ","지은이: 프랭크 허버트 ;옮긴이: 김승욱","황금가지","2021","","9791158887544","30",
"86","종의 기원 =정유정 장편소설 /The origin of species ","지은이: 정유정","은행나무","2016","","9788956609959","30",
"86","지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ","지은이: 팀 마샬 ;옮긴이: 김미선","사이","2016","","9788993178692","30",
"86","편의점 인간 ","무라타 사야카 지음 ;김석희 옮김","살림","2016","","9788952235268","30",
"93","(소수몽키의 한 권으로 끝내는) 미국주식 ","소수몽키 지음","길벗","2021","","9791165214975","29",
"93","가면산장 살인사건 ","지은이: 히가시노 게이고 ;옮긴이: 김난주","재인","2014","","9788990982575","29",
"93","그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘 ","앤절라 더크워스 지음 ;김미정 옮김","비즈니스북스","2016","","9791186805398","29",
"93","데미안 ","지은이: 헤르만 헤세 ;옮긴이: 전영애","민음사","2000","","9788937460449","29",
"93","라플라스의 마녀 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2016","","9788972757573","29",
"93","변화하는 세계질서 ","레이 달리오 지음 ;조용빈 옮김","한빛비즈","2022","","9791157845798","29",
"93","상실의 시대 :무라카미 하루키 장편소설 ","지은이: 무라카미 하루키 ;옮긴이: 유유정","문학사상","2011","","9788970123691","29",
"100","(보도 섀퍼의) 이기는 습관 :불가능을 뛰어넘어 최후의 승자가 된 사람들 ","보도 섀퍼 지음 ;박성원 옮김","토네이도미디어그룹","2022","","9791158512378","28",
"100","거짓말의 색깔 ","김화요 글 ;다나 그림","키즈스콜레","2022","","9791168250772","28",
"100","당신은 결국 무엇이든 해내는 사람 :김상현 에세이 ","지은이: 김상현","필름(필름출판사)","2022","","9791188469994","28",
"100","모순 :양귀자 장편소설 ","지은이: 양귀자","쓰다","2013","","9788998441012","28",
"100","미키7 :에드워드 애슈턴 SF 장편소설 ","지은이: 에드워드 애슈턴 ;옮긴이: 배지혜","황금가지","2022","","9791170521730","28",
"100","설국","가와바타 야스나리 지음;유숙자 옮김","민음사","2002","","9788937460616","28",
"100","시지프 신화 ","지은이: 알베르 카뮈 ;옮긴이: 김화영","민음사","2016","","9788937463433","28",
"100","안젤리크 :기욤 뮈소 장편소설 ","글: 기욤 뮈소 ;옮긴이: 양영란","밝은세상","2022","","9788984374546","28",
"100","오늘부터 배프! 베프! ","지안 글 ;김성라 그림","문학동네","2021","","9788954682084","28",
"100","웰씽킹 =부를 창조하는 생각의 뿌리 /Wealthinking ","켈리 최 지음","다산북스","2021","","9791130677774","28",
"100","일인칭 단수 :무라카미 하루키 소설 ","지은이: 무라카미 하루키 ;옮긴이: 홍은주","문학동네","2020","","9788954675987","28",
"100","페퍼민트 :백온유 장편소설 ","지은이: 백온유","창비","2022","","9788936457129","28",
"112","1Q84 :무라카미 하루키 장편소설","지은이: 무라카미 하루키 ;옮긴이: 양윤옥","문학동네","2009-2010","3","9788954611800","27",
"112","당신의 뇌는 최적화를 원한다 :지금 당신의 뇌는 최상의 컨디션인가? ","가바사와 시온 지음 ;오시연 옮김","쌤앤파커스","2018","","9788965706342","27",
"112","스틱! :1초 만에 착 달라붙는 메시지, 그 안에 숨은 6가지 법칙 ","칩 히스,박슬라 옮김","웅진씽크빅","2022","","9788901266091","27",
"112","싯다르타","헤르만 헤세 지음;박병덕 옮김","민음사","2002","","9788937460586","27",
"112","클루지 :생각의 역사를 뒤집는 기막힌 발견 ","지은이: 개리 마커스 ;옮긴이: 최호영","웅진씽크빅","2008","","9788901090184","27",
"117","(超譯) 니체의 말 ","시라토리 하루히코 엮음 ;박재현 옮김","삼호미디어","2010","","9788978494298","26",
"117","(운명을 바꾸는) 부동산 투자 수업 :82만 명의 투자 멘토 '부동산읽어주는남자' 정태익의 반드시 읽어야 할 부동산 트렌드 ","정태익","리더스북","[202","1","9788901259307","26",
"117","(천재인가 미치광이인가) 도파민형 인간 ","대니얼 Z. 리버먼,최가영 옮김","쌤앤파커스","2019","","9788965708636","26",
"117","가진 돈은 몽땅 써라 :먹고 놀고 마시는 데 목숨 걸어라 다시 살 수 없는 것들에 투자하라 ","호리에 다카후미 지음 ;윤지나 옮김","쌤앤파커스","2021","","9791165343491","26",
"117","공간의 미래 :코로나가 가속화시킨 공간 변화 ","유현준 지음","을유문화사","2021","","9788932474427","26",
"117","나는 지금 꽃이다 :이장근 청소년시집 ","지은이: 이장근","푸른책들","2013","","9788957983331","26",
"117","내면소통 =삶의 변화를 가져오는 마음근력 훈련/Inner communication","김주환 지음","인플루엔셜","2023","","9791168340855","26",
"117","동물농장","조지 오웰 지음;도정일 옮김","민음사","1998","","9788937460050","26",
"117","마케팅이다 ","세스 고딘 지음 ;김태훈 옮김","쌤앤파커스","2019","","9788965707820","26",
"117","멘탈을 바꿔야 인생이 바뀐다 :나의 잠재력을 최대로 끌어올려 100% 성공하는 삶을 사는 방법 ","박세니 지음","바이포엠 스튜디오","2022","","9791191043761","26",
"117","밑바닥부터 시작하는 딥러닝 :파이썬으로 익히는 딥러닝 이론과 구현 ","지은이: 사이토 고키 ;옮긴이: 개앞맵시","한빛미디어","2017","","9788968484636","26",
"117","방주 :유키 하루오 장편소설 ","지은이: 유키 하루오 ;옮긴이: 김은모","블루홀6(블루홀식스)","2023","","9791189571894","26",
"117","부자 아빠 가난한 아빠 :부자들이 들려주는 돈과 투자의 비밀 ","로버트 기요사키,형선호 옮김","황금가지","2000","","9788982732362","26",
"117","살 때, 팔 때, 벌 때 =여의도 닥터둠 강영현이 공개하는 진격의 주식 투자 타이밍 /Timing to buy, sell, make a fortune ","강영현 지음","21세기북스(북이십일 21세기북스)","2023","","9788950960667","26",
"117","시작의 기술 :침대에 누워서 걱정만 하는 게으른 완벽주의자를 위한 7가지 무기 ","개리 비숍 지음 ;이지연 옮김","웅진씽크빅","2019","","9788901230658","26",
"117","아들아, 돈 공부해야 한다 :50억 부자 아빠의 현실 경제 수업 ","정선용 지음","RHK(알에이치코리아)","2021","","9788925588902","26",
"117","악인론 :닥치고 성공해 누구에게도 지배받지 않는 삶 ","손수현 지음","다산북스","2023","","9791130697499","26",
"117","욕망의 진화 :사랑, 연애, 섹스, 결혼 남녀의 엇갈린 욕망에 담긴 진실 ","지은이: 데이비드 버스 ;옮긴이: 전중환","사이언스북스","2010","","9788983712073","26",
"117","울지 않는 열다섯은 없다","손현주 (지은이)","다산책방","2023","","9791130698267","26",
"117","장하준의 경제학 강의 :지금 우리를 위한 새로운 경제학 교과서 ","장하준 지음 ;김희정 옮김","부키","2014","","9788960514065","26",
"117","죽음의 수용소에서","빅터 프랭클 지음;이시형 옮김","청아출판사","2005","","9788936803261","26",
"117","지능의 역설 :우리가 몰랐던 지능의 사생활 ","가나자와 사토시 지음 ;김준 옮김","연필","2020","","9791162766521","26",
"117","채식주의자:한강 연작소설","한강","창비","2007","","9788936433598","26",
"140","(면접을 위한) CS 전공지식 노트 =Computer science note ","주홍철 지음","길벗","2022","","9791165219529","25",
"140","6분 소설가 하준수 ","이수용 글 ;김도아 그림","위즈덤하우스","2021","","9788962475852","25",
"140","나는 돈이 없어도 사업을 한다 :스펙도 나이도 필요없는 주말 48시간의 기적 ","프레이저 도허티 지음 ;박홍경 옮김","비즈니스북스","2017","","9791186805886","25",
"140","노인과 바다 ","지은이: 어니스트 헤밍웨이 ;옮긴이: 김욱동","민음사","2012","","9788937462788","25",
"140","사장학개론 ","지은이: 김승호","스노우폭스북스","2023","","9791188331888","25",
"140","아몬드 :손원평 장편소설 ","지은이: 손원평","창비","2017","","9788936456788","25",
"140","자존감 수업 :하루에 하나, 나를 사랑하게 되는 자존감 회복 훈련 ","윤홍균 지음","심플라이프","2016","","9791186757093","25",
"140","파친코 :이민진 장편소설","이민진 지음 ;이미정 옮김","문학사상","2018","2","9788970129822","25",
"140","호모 데우스 :미래의 역사 ","지은이: 유발 하라리 ;옮긴이: 김명주","김영사","2017","","9788934977841","25",
"140","혼자 공부하는 컴퓨터구조 + 운영체제 :1:1 과외하듯 배우는 컴퓨터 공학 전공 지식 자습서 ","강민철 지음","한빛미디어","2022","","9791162243091","25",
"150","10배의 법칙 :성공과 실패를 가르는 유일한 차이 ","그랜트 카돈 지음 ;최은아 옮김","부·키","2022","","9788960519145","24",
"150","1일 1로그 100일 완성 IT 지식 :하드웨어, 소트프웨어, 통신, 데이터, 4가지 IT 근육으로 디지털 문해력 기르기 ","브라이언 W. 커니핸 지음 ;하성창 옮김","인사이트","2021","","9788966263301","24",
"150","K 배터리 레볼루션 =향후 3년, 새로운 부의 시장에서 승자가 되는 법 /K battery revolution ","박순혁 지음","지와인","2023","","9791191521221","24",
"150","다정한 것이 살아남는다 ","지은이: 브라이언 헤어,옮긴이: 이민아","디플롯","2021","","9791197413025","24",
"150","더 시스템 :거의 모든 일에 실패하던 자가 결국 큰 성공을 이루어낸 방법 ","지은이: 스콧 애덤스 ;옮긴이: 김인수","베리북","2020","","9791188102051","24",
"150","이방인 ","지은이: 알베르 카뮈 ;옮긴이: 김화영","민음사","2011","","9788937462665","24",
"150","이토록 평범한 미래 :김연수 소설 ","지은이: 김연수","문학동네","2022","","9788954680004","24",
"150","챗GPT :2023 전 세계를 뒤흔든 빅이슈의 탄생 ","반병현 지음","생능출판사","2023","","9791192932057","24",
"150","철학은 어떻게 삶의 무기가 되는가 :불확실한 삶을 돌파하는 50가지 생각 도구 ","야마구치 슈 지음 ;김윤경 옮김","다산북스","2019","","9791130620459","24",
"150","총, 균, 쇠 ","재레드 다이아몬드 지음 ;김진준 옮김","문학사상","2013","","9788970128856","24",
"150","파친코 :이민진 장편소설","이민진 지음 ;이미정 옮김","문학사상","2018","1","9788970129815","24",
"150","페스트 ","지은이: 알베르 카뮈 ;옮긴이: 김화영","민음사","2011","","9788937462672","24",
"162","(스타강사 사경인 회계사의) 재무제표 모르면 주식투자 절대로 하지마라 ","사경인 지음","베가북스","2020","","9791190242271","23",
"162","그릿 GRIT (100쇄 기념 리커버 에디션) - IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘","앤절라 더크워스 (지은이), 김미정 (옮긴이)","비즈니스북스","2019","","9791162540633","23",
"162","기브앤테이크 :주는 사람이 성공한다 ","애덤 그랜트 지음 ;윤태준 옮김","한국물가정보","2013","","9788962605815","23",
"162","기사단장 죽이기 :무라카미 하루키 장편소설 ","지은이: 무라카미 하루키 ;옮긴이: 홍은주","문학동네","2017","2","9788954646130","23",
"162","나의 투자는 새벽 4시에 시작된다 :3년 만에 300억으로 돌아온 유목민의 투자 인사이트 ","유목민 지음","웅진씽크빅","2022","","9788901259703","23",
"162","내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong ","비욘 나티코 린데블라드 지음 ;박미경 옮김","다산북스","2022","","9791130689890","23",
"162","넛지 :똑똑한 선택을 이끄는 힘 ","리처드 탈러,안진환 옮김","웅진씽크빅","2009","","9788901093154","23",
"162","눈먼 자들의 도시","주제 사라마구 지음;정영목 옮김","해냄출판사","2002","","9788973374939","23",
"162","떨림과 울림 :물리학자 김상욱이 바라본 우주와 세계 그리고 우리 ","김상욱 지음","동아시아","2018","","9788962622508","23",
"162","몰입 =인생을 바꾸는 자기 혁명 /Think hard ","황농문 지음","랜덤하우스코리아","2008","","9788925514826","23",
"162","백년 목 :100년 가는 목 만드는 단 하나의 방법 ","지은이: 정선근","사이언스북스","2017","","9788983718686","23",
"162","보도 섀퍼 부의 레버리지 :경제적 자유로 가는 가장 빠르고 확실한 길 ","보도 섀퍼 지음 ;한윤진 옮김","비즈니스북스","2023","","9791162543269","23",
"162","블랙 쇼맨과 이름 없는 마을의 살인 ","지은이: 히가시노 게이고 ;옮긴이: 최고은","RHK(알에이치코리아)","2020","","9788925591711","23",
"162","비상식적 성공 법칙 :부의 추월차선에 올라타는 가장 강력한 8가지 습관 ","간다 마사노리 지음 ;서승범 옮김","생각지도","2022","","9791187875239","23",
"162","소크라테스 익스프레스 :철학이 우리 인생에 스며드는 순간 ","에릭 와이너 지음 ;김하현 옮김","어크로스(어크로스출판그룹)","2021","","9791190030922","23",
"162","악의 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2019","","9788972750031","23",
"162","인간 본성의 법칙 ","로버트 그린 지음 ;이지연 옮김","위즈덤하우스 미디어그룹","2019","","9791190182560","23",
"162","죽음의 역사 :죽음은 어떻게 우리의 세상을 변화시켰는가? ","앤드루 도이그 지음 ;석혜미 옮김","로크미디어","2023","","9791140806409","23",
"162","희망의 끈","히가시노 게이고 (지은이), 김난주 (옮긴이)","재인","2022","","9791192483146","23",
"181","(비전공자도 이해할 수 있는) AI 지식 ","박상길 지음 ;정진호 그림","반니","2022","","9791167960221","22",
"181","(전설로 떠나는) 월街의 영웅 :주식투자에서 상식으로 성공하는 법 ","피터 린치,이건 옮김","국일증권경제연구소","2021","","9788957825945","22",
"181","GPT 제너레이션 - 챗GPT가 바꿀 우리 인류의 미래","이시한 (지은이)","북모먼트","2023","","9791191891270","22",
"181","개미 :베르나르 베르베르 장편소설","지은이: 베르나르 베르베르 ;옮긴이: 이세욱","열린책들","2001","1","9788932903507","22",
"181","모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학 ","손웅정 지음","수오서재","2021","","9791190382502","22",
"181","방과 후 ","히가시노 게이고 지음 ;양윤옥 옮김","소미미디어","2019","","9791163898078","22",
"181","사랑의 기술 ","에리히 프롬 지음 ;황문수 옮김","문예출판사","2019","","9788931011623","22",
"181","생각에 관한 생각 :우리의 행동을 지배하는 생각의 반란 ","지은이: 대니얼 카너먼 ;옮긴이: 이진원","김영사","2012","","9788934956150","22",
"181","시선으로부터, :정세랑 장편소설 ","지은이: 정세랑","문학동네","2020","","9788954672214","22",
"181","악의 :히가시노 게이고 장편소설 ","히가시노 게이고 [지음] ;양윤옥 옮김","현대문학","2008","","9788972754190","22",
"181","왜 일하는가 :지금 당신이 가장 뜨겁게 물어야 할 첫 번째 질문 ","지은이: 이나모리 가즈오 ;옮긴이: 김윤경","다산북스","2021","","9791130637037","22",
"181","죄와 벌","지은이: 표도르 도스토예프스키 ;옮긴이: 김연경","민음사","2012","1","9788937462849","22",
"181","주식투자 무작정 따라하기 =Stock market investing ","윤재수 지음","길벗","2020","","9791165210144","22",
"181","참을 수 없는 존재의 가벼움 ","지은이: 밀란 쿤데라 ;옮긴이: 이재룡","민음사","2018","","9788937437564","22",
"181","프레임 :나를 바꾸는 심리학의 지혜 ","최인철 지음","21세기북스(북이십일 21세기북스)","2016","","9788950966447","22",
"181","호밀밭의 파수꾼","제롬 데이비드 샐린저 지음;공경희 옮김","민음사","2001","","9788937460470","22",
"197","(운명을 바꾸는) 부동산 투자 수업 :82만 명의 투자 멘토 '부동산읽어주는남자' 정태익의 반드시 읽어야 할 부동산 트렌드 ","정태익","리더스북","[202","2","9788901259314","21",
"197","대도시의 사랑법 :박상영 연작소설 ","지은이: 박상영","창비","2019","","9788936437978","21",
