title,author,genre_1,genre_2,brank,rate,count,isbn
모르면 호구 되는 경제상식,이현우,"경제/경영, ","경제일반, 경제상식/경제이야기, ",785,9.17,3.0,9791160078893
2050 미중 패권전쟁과 세계경제 시나리오,최윤식,"경제/경영, ","경제이론, 세계경제/국제경제, ",786,10.0,12.0,9788934943327
내부회계관리제도 실무(2023),김형남 외,"경제/경영, 경제/경영, 대학교재, ","세무/회계, 원가/관리회계, 대학교재, 경제/경영, ",787,10.0,2.0,9791167841117
브랜드로부터 배웁니다,김도영,"경제/경영, ","마케팅/광고/고객, 광고/홍보/브랜드, ",788,10.0,16.0,9791168125759
병의원세무 가이드북 실전편,신방수 외,"경제/경영, 기술/공학, ","세무/회계, 세금일반/조세정책, 의학, 병원경영, ",789,0.0,,9791164845156
금리 하나 알았을 뿐인데,이도훈,"경제/경영, ","재테크/금융, 재테크, ",790,9.58,8.0,9791192300443
BIG WAVE(빅 웨이브) 거대한 변화,김영익,"경제/경영, ","재테크/금융, 재테크, ",791,9.36,107.0,9791192488219
"픽사, 위대한 도약",로렌스 레비,"경제/경영, ","경영일반, 해외경영이야기, ",792,9.56,13.0,9791192143781
거시경제학,N. Gregory Mankiw,"경제/경영, 경제/경영, 대학교재, ","경제이론, 거시경제학, 대학교재, 경제/경영, ",793,10.0,5.0,9791162264157
철학을 잊은 리더에게,기시미 이치로,"경제/경영, 인문, ","경영관리, 조직관리, 철학, 교양철학, ",794,9.55,9.0,9791130696218
사모펀드와 M&A 트렌드 2023,최우석 외,"경제/경영, 정치/사회, ","경제일반, 경제전망, 사회학, 미래학, ",795,9.58,12.0,9791198067326
스케일의 법칙,존 리스트,"경제/경영, ","경영전략, 경영전략일반, ",796,9.65,37.0,9788901266435
나의 머니 로드,송민섭(수페TV),"경제/경영, 경제/경영, 경제/경영, ","재테크/금융, 재테크, 재테크/금융, 재테크, 재테크/금융, 주식/증권, ",797,10.0,16.0,9791192488158
노마드 투자자 서한,닉 슬립 외,"경제/경영, ","재테크/금융, 주식/증권, ",798,9.76,76.0,9791140702084
